[1271, 871]
[paragraph, [158.0, 93.0, 646.0, 18.0], shoonya_0sMF0BTU2TM2AN, 5776064]
[paragraph, [159.0, 504.0, 647.0, 18.0], shoonya_1sUEW0S2KEWGM8, 5776064]
[paragraph, [159.0, 522.0, 647.0, 18.0], shoonya_1sUEW0S2KEWGM8, 5776064]
[paragraph, [159.0, 540.0, 647.0, 18.0], shoonya_1sUEW0S2KEWGM8, 5776064]
[paragraph, [159.0, 558.0, 647.0, 18.0], shoonya_1sUEW0S2KEWGM8, 5776064]
[paragraph, [159.0, 576.0, 647.0, 18.0], shoonya_1sUEW0S2KEWGM8, 5776064]
[paragraph, [159.0, 594.0, 647.0, 18.0], shoonya_1sUEW0S2KEWGM8, 5776064]
[paragraph, [159.0, 612.0, 647.0, 18.0], shoonya_1sUEW0S2KEWGM8, 5776064]
[paragraph, [159.0, 630.0, 647.0, 18.0], shoonya_1sUEW0S2KEWGM8, 5776064]
[paragraph, [159.0, 648.0, 647.0, 18.0], shoonya_1sUEW0S2KEWGM8, 5776064]
[paragraph, [159.0, 666.0, 647.0, 18.0], shoonya_1sUEW0S2KEWGM8, 5776064]
[paragraph, [159.0, 684.0, 647.0, 18.0], shoonya_1sUEW0S2KEWGM8, 5776064]
[paragraph, [159.0, 702.0, 647.0, 18.0], shoonya_1sUEW0S2KEWGM8, 5776064]
[paragraph, [159.0, 720.0, 647.0, 18.0], shoonya_1sUEW0S2KEWGM8, 5776064]
[paragraph, [159.0, 738.0, 647.0, 18.0], shoonya_1sUEW0S2KEWGM8, 5776064]
[paragraph, [159.0, 756.0, 647.0, 18.0], shoonya_1sUEW0S2KEWGM8, 5776064]
[paragraph, [159.0, 774.0, 647.0, 18.0], shoonya_1sUEW0S2KEWGM8, 5776064]
[paragraph, [159.0, 792.0, 647.0, 18.0], shoonya_1sUEW0S2KEWGM8, 5776064]
[paragraph, [159.0, 810.0, 647.0, 18.0], shoonya_1sUEW0S2KEWGM8, 5776064]
[paragraph, [159.0, 828.0, 647.0, 18.0], shoonya_1sUEW0S2KEWGM8, 5776064]
[paragraph, [159.0, 846.0, 647.0, 18.0], shoonya_1sUEW0S2KEWGM8, 5776064]
[paragraph, [159.0, 864.0, 647.0, 18.0], shoonya_1sUEW0S2KEWGM8, 5776064]
[paragraph, [159.0, 882.0, 647.0, 18.0], shoonya_1sUEW0S2KEWGM8, 5776064]
[paragraph, [159.0, 900.0, 647.0, 18.0], shoonya_1sUEW0S2KEWGM8, 5776064]
[paragraph, [159.0, 918.0, 647.0, 18.0], shoonya_1sUEW0S2KEWGM8, 5776064]
[paragraph, [159.0, 936.0, 647.0, 18.0], shoonya_1sUEW0S2KEWGM8, 5776064]
[paragraph, [159.0, 954.0, 647.0, 18.0], shoonya_1sUEW0S2KEWGM8, 5776064]
[paragraph, [159.0, 972.0, 647.0, 18.0], shoonya_1sUEW0S2KEWGM8, 5776064]
[paragraph, [159.0, 990.0, 647.0, 18.0], shoonya_1sUEW0S2KEWGM8, 5776064]
[paragraph, [159.0, 1008.0, 647.0, 18.0], shoonya_1sUEW0S2KEWGM8, 5776064]
[paragraph, [159.0, 1026.0, 647.0, 18.0], shoonya_1sUEW0S2KEWGM8, 5776064]
[paragraph, [159.0, 1044.0, 647.0, 18.0], shoonya_1sUEW0S2KEWGM8, 5776064]
[paragraph, [159.0, 1062.0, 647.0, 18.0], shoonya_1sUEW0S2KEWGM8, 5776064]
[paragraph, [159.0, 1080.0, 647.0, 18.0], shoonya_1sUEW0S2KEWGM8, 5776064]
