[1447, 1063]
[folio, [407.0, 49.0, 223.0, 18.0], 3Y8yF2_Zgg, 5762583]
[paragraph, [536.0, 1206.0, 433.0, 18.0], shoonya_7sZBVL4566B9G3, 5762583]
[paragraph, [536.0, 1224.0, 433.0, 18.0], shoonya_7sZBVL4566B9G3, 5762583]
[paragraph, [536.0, 1242.0, 433.0, 18.0], shoonya_7sZBVL4566B9G3, 5762583]
[paragraph, [536.0, 1260.0, 433.0, 18.0], shoonya_7sZBVL4566B9G3, 5762583]
[paragraph, [536.0, 1278.0, 433.0, 18.0], shoonya_7sZBVL4566B9G3, 5762583]
[paragraph, [536.0, 1296.0, 433.0, 18.0], shoonya_7sZBVL4566B9G3, 5762583]
[section-title, [93.0, 1121.0, 213.0, 30.0], PAIm3ujri2, 5762583]
[paragraph, [90.0, 1169.0, 436.0, 18.0], shoonya_4sDF4I7WYFSH91, 5762583]
[paragraph, [90.0, 1187.0, 436.0, 18.0], shoonya_4sDF4I7WYFSH91, 5762583]
[paragraph, [90.0, 1205.0, 436.0, 18.0], shoonya_4sDF4I7WYFSH91, 5762583]
[paragraph, [90.0, 1223.0, 436.0, 18.0], shoonya_4sDF4I7WYFSH91, 5762583]
[paragraph, [90.0, 1241.0, 436.0, 18.0], shoonya_4sDF4I7WYFSH91, 5762583]
[paragraph, [90.0, 1259.0, 436.0, 18.0], shoonya_4sDF4I7WYFSH91, 5762583]
[paragraph, [90.0, 1277.0, 436.0, 18.0], shoonya_4sDF4I7WYFSH91, 5762583]
[paragraph, [90.0, 1295.0, 436.0, 18.0], shoonya_4sDF4I7WYFSH91, 5762583]
