[690, 512]
[folio, [204.0, 43.0, 93.0, 18.0], W4_lzPWD_c, 6491766]
[paragraph, [254.0, 459.0, 214.0, 18.0], shoonya_1sWM70475VBD4W, 6491766]
[paragraph, [254.0, 477.0, 214.0, 18.0], shoonya_1sWM70475VBD4W, 6491766]
[paragraph, [254.0, 495.0, 214.0, 18.0], shoonya_1sWM70475VBD4W, 6491766]
[paragraph, [254.0, 513.0, 214.0, 18.0], shoonya_1sWM70475VBD4W, 6491766]
[paragraph, [254.0, 531.0, 214.0, 18.0], shoonya_1sWM70475VBD4W, 6491766]
[paragraph, [254.0, 549.0, 214.0, 18.0], shoonya_1sWM70475VBD4W, 6491766]
[paragraph, [34.0, 501.0, 209.0, 18.0], shoonya_3sNMTJVS898ZC8, 6491766]
[paragraph, [34.0, 519.0, 209.0, 18.0], shoonya_3sNMTJVS898ZC8, 6491766]
[paragraph, [34.0, 537.0, 209.0, 18.0], shoonya_3sNMTJVS898ZC8, 6491766]
[paragraph, [34.0, 555.0, 209.0, 18.0], shoonya_3sNMTJVS898ZC8, 6491766]
[paragraph, [34.0, 573.0, 209.0, 18.0], shoonya_3sNMTJVS898ZC8, 6491766]
[paragraph, [34.0, 591.0, 209.0, 18.0], shoonya_3sNMTJVS898ZC8, 6491766]
[paragraph, [34.0, 609.0, 209.0, 18.0], shoonya_3sNMTJVS898ZC8, 6491766]
[paragraph, [253.0, 585.0, 216.0, 18.0], shoonya_4sNQZGOIRHOMO6, 6491766]
[paragraph, [253.0, 603.0, 216.0, 18.0], shoonya_4sNQZGOIRHOMO6, 6491766]
[paragraph, [253.0, 621.0, 216.0, 18.0], shoonya_4sNQZGOIRHOMO6, 6491766]
