[1388, 886]
[folio, [638.0, 64.0, 200.0, 18.0], shoonya_4sSVUSDYLUO5P2, 5742991]
[paragraph, [31.0, 141.0, 397.0, 18.0], shoonya_0s6FBK5ACP75GN, 5742991]
[paragraph, [31.0, 159.0, 397.0, 18.0], shoonya_0s6FBK5ACP75GN, 5742991]
[paragraph, [31.0, 177.0, 397.0, 18.0], shoonya_0s6FBK5ACP75GN, 5742991]
[paragraph, [31.0, 195.0, 397.0, 18.0], shoonya_0s6FBK5ACP75GN, 5742991]
[paragraph, [31.0, 213.0, 397.0, 18.0], shoonya_0s6FBK5ACP75GN, 5742991]
[paragraph, [31.0, 231.0, 397.0, 18.0], shoonya_0s6FBK5ACP75GN, 5742991]
[paragraph, [31.0, 249.0, 397.0, 18.0], shoonya_0s6FBK5ACP75GN, 5742991]
[paragraph, [31.0, 267.0, 397.0, 18.0], shoonya_0s6FBK5ACP75GN, 5742991]
[paragraph, [31.0, 285.0, 397.0, 18.0], shoonya_0s6FBK5ACP75GN, 5742991]
[paragraph, [31.0, 303.0, 397.0, 18.0], shoonya_0s6FBK5ACP75GN, 5742991]
[paragraph, [31.0, 321.0, 397.0, 18.0], shoonya_0s6FBK5ACP75GN, 5742991]
[paragraph, [31.0, 339.0, 397.0, 18.0], shoonya_0s6FBK5ACP75GN, 5742991]
[paragraph, [31.0, 357.0, 397.0, 18.0], shoonya_0s6FBK5ACP75GN, 5742991]
[paragraph, [35.0, 405.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 423.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 441.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 459.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 477.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 495.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 513.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 531.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 549.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 567.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 585.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 603.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 621.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 639.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 657.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 675.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 693.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 711.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 729.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 747.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 765.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 783.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 801.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 819.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 837.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 855.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 873.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 891.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 909.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 927.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 945.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 963.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 981.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 999.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 1017.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 1035.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 1053.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 1071.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 1089.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 1107.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 1125.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 1143.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 1161.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 1179.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 1197.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 1215.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 1233.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 1251.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 1269.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [35.0, 1287.0, 403.0, 18.0], shoonya_3sECF2ERIV1I1M, 5742991]
[paragraph, [458.0, 888.0, 392.0, 18.0], shoonya_2sC9S8TI7RZTTG, 5742991]
[paragraph, [458.0, 906.0, 392.0, 18.0], shoonya_2sC9S8TI7RZTTG, 5742991]
[paragraph, [458.0, 924.0, 392.0, 18.0], shoonya_2sC9S8TI7RZTTG, 5742991]
[paragraph, [458.0, 942.0, 392.0, 18.0], shoonya_2sC9S8TI7RZTTG, 5742991]
[paragraph, [458.0, 960.0, 392.0, 18.0], shoonya_2sC9S8TI7RZTTG, 5742991]
[paragraph, [458.0, 978.0, 392.0, 18.0], shoonya_2sC9S8TI7RZTTG, 5742991]
[paragraph, [458.0, 996.0, 392.0, 18.0], shoonya_2sC9S8TI7RZTTG, 5742991]
[paragraph, [458.0, 1014.0, 392.0, 18.0], shoonya_2sC9S8TI7RZTTG, 5742991]
[paragraph, [458.0, 1032.0, 392.0, 18.0], shoonya_2sC9S8TI7RZTTG, 5742991]
[paragraph, [458.0, 1050.0, 392.0, 18.0], shoonya_2sC9S8TI7RZTTG, 5742991]
[paragraph, [458.0, 1068.0, 392.0, 18.0], shoonya_2sC9S8TI7RZTTG, 5742991]
[paragraph, [458.0, 1086.0, 392.0, 18.0], shoonya_2sC9S8TI7RZTTG, 5742991]
[paragraph, [458.0, 1104.0, 392.0, 18.0], shoonya_2sC9S8TI7RZTTG, 5742991]
[paragraph, [458.0, 1122.0, 392.0, 18.0], shoonya_2sC9S8TI7RZTTG, 5742991]
[paragraph, [458.0, 1140.0, 392.0, 18.0], shoonya_2sC9S8TI7RZTTG, 5742991]
[paragraph, [458.0, 1158.0, 392.0, 18.0], shoonya_2sC9S8TI7RZTTG, 5742991]
[paragraph, [458.0, 1176.0, 392.0, 18.0], shoonya_2sC9S8TI7RZTTG, 5742991]
[paragraph, [458.0, 1194.0, 392.0, 18.0], shoonya_2sC9S8TI7RZTTG, 5742991]
[paragraph, [458.0, 1212.0, 392.0, 18.0], shoonya_2sC9S8TI7RZTTG, 5742991]
[paragraph, [458.0, 1230.0, 392.0, 18.0], shoonya_2sC9S8TI7RZTTG, 5742991]
[paragraph, [458.0, 1248.0, 392.0, 18.0], shoonya_2sC9S8TI7RZTTG, 5742991]
[paragraph, [458.0, 1266.0, 392.0, 18.0], shoonya_2sC9S8TI7RZTTG, 5742991]
[paragraph, [458.0, 1284.0, 392.0, 18.0], shoonya_2sC9S8TI7RZTTG, 5742991]
[paragraph, [458.0, 1302.0, 392.0, 18.0], shoonya_2sC9S8TI7RZTTG, 5742991]
[footnote, [575.0, 1349.0, 261.0, 18.0], o_9IJP51_g, 5742991]
