[2456, 1771]
[section-title, [150.0, 149.0, 1291.0, 52.5], shoonya_10sA7DA041K1MU, 5656532]
[sub-unordered-list, [405.0, 1203.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1221.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1239.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1257.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1275.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1293.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1311.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1329.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1347.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1365.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1383.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1401.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1419.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1437.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1455.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1473.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1491.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1509.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1527.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1545.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1563.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1581.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1599.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1617.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1635.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1653.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1671.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1689.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1707.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1725.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1743.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1761.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1779.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1797.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1815.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1833.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1851.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1869.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1887.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1905.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1923.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1941.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1959.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1977.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 1995.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 2013.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 2031.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 2049.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 2067.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 2085.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 2103.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 2121.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 2139.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 2157.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 2175.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 2193.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 2211.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 2229.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 2247.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[sub-unordered-list, [405.0, 2265.0, 1169.0, 18.0], shoonya_11sMMM13ICP9KT, 5656532]
[subsub-unordered-list, [501.0, 1254.0, 1027.0, 18.0], shoonya_0sWT9OT9KQY2JQ, 5656532]
[subsub-unordered-list, [501.0, 1272.0, 1027.0, 18.0], shoonya_0sWT9OT9KQY2JQ, 5656532]
[subsub-unordered-list, [501.0, 1290.0, 1027.0, 18.0], shoonya_0sWT9OT9KQY2JQ, 5656532]
[subsub-unordered-list, [501.0, 1308.0, 1027.0, 18.0], shoonya_0sWT9OT9KQY2JQ, 5656532]
[subsub-unordered-list, [501.0, 1326.0, 1027.0, 18.0], shoonya_0sWT9OT9KQY2JQ, 5656532]
[subsub-unordered-list, [501.0, 1344.0, 1027.0, 18.0], shoonya_0sWT9OT9KQY2JQ, 5656532]
[subsub-unordered-list, [501.0, 1362.0, 1027.0, 18.0], shoonya_0sWT9OT9KQY2JQ, 5656532]
[subsub-unordered-list, [501.0, 1380.0, 1027.0, 18.0], shoonya_0sWT9OT9KQY2JQ, 5656532]
[subsub-unordered-list, [501.0, 1398.0, 1027.0, 18.0], shoonya_0sWT9OT9KQY2JQ, 5656532]
[subsub-unordered-list, [501.0, 1416.0, 1027.0, 18.0], shoonya_0sWT9OT9KQY2JQ, 5656532]
[section-title, [156.0, 1593.0, 342.0, 52.5], m0sSaRcBYG, 5656532]
[section-title, [156.0, 1645.5, 342.0, 52.5], m0sSaRcBYG, 5656532]
[figure-caption, [851.0, 1874.0, 269.0, 36.0], d4nkqc3nQY, 5656532]
