[1388, 886]
[folio, [31.0, 66.0, 155.0, 18.0], shoonya_2sALB2VJ2YTENP, 5742777]
[paragraph, [448.0, 1278.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 1296.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [36.0, 217.0, 391.0, 18.0], shoonya_3sDV62K9SY5WXS, 5742777]
[paragraph, [36.0, 235.0, 391.0, 18.0], shoonya_3sDV62K9SY5WXS, 5742777]
[paragraph, [36.0, 253.0, 391.0, 18.0], shoonya_3sDV62K9SY5WXS, 5742777]
[paragraph, [36.0, 271.0, 391.0, 18.0], shoonya_3sDV62K9SY5WXS, 5742777]
[paragraph, [36.0, 289.0, 391.0, 18.0], shoonya_3sDV62K9SY5WXS, 5742777]
[paragraph, [36.0, 307.0, 391.0, 18.0], shoonya_3sDV62K9SY5WXS, 5742777]
[paragraph, [36.0, 325.0, 391.0, 18.0], shoonya_3sDV62K9SY5WXS, 5742777]
[paragraph, [32.0, 378.0, 404.0, 18.0], shoonya_0s5M5VFBG8U6RL, 5742777]
[paragraph, [32.0, 396.0, 404.0, 18.0], shoonya_0s5M5VFBG8U6RL, 5742777]
[paragraph, [32.0, 414.0, 404.0, 18.0], shoonya_0s5M5VFBG8U6RL, 5742777]
[paragraph, [32.0, 432.0, 404.0, 18.0], shoonya_0s5M5VFBG8U6RL, 5742777]
[paragraph, [32.0, 450.0, 404.0, 18.0], shoonya_0s5M5VFBG8U6RL, 5742777]
[paragraph, [32.0, 468.0, 404.0, 18.0], shoonya_0s5M5VFBG8U6RL, 5742777]
[paragraph, [32.0, 486.0, 404.0, 18.0], shoonya_0s5M5VFBG8U6RL, 5742777]
[paragraph, [32.0, 504.0, 404.0, 18.0], shoonya_0s5M5VFBG8U6RL, 5742777]
[paragraph, [32.0, 522.0, 404.0, 18.0], shoonya_0s5M5VFBG8U6RL, 5742777]
[paragraph, [32.0, 540.0, 404.0, 18.0], shoonya_0s5M5VFBG8U6RL, 5742777]
[paragraph, [32.0, 558.0, 404.0, 18.0], shoonya_0s5M5VFBG8U6RL, 5742777]
[paragraph, [32.0, 576.0, 404.0, 18.0], shoonya_0s5M5VFBG8U6RL, 5742777]
[paragraph, [32.0, 594.0, 404.0, 18.0], shoonya_0s5M5VFBG8U6RL, 5742777]
[paragraph, [32.0, 612.0, 404.0, 18.0], shoonya_0s5M5VFBG8U6RL, 5742777]
[paragraph, [32.0, 630.0, 404.0, 18.0], shoonya_0s5M5VFBG8U6RL, 5742777]
[paragraph, [32.0, 648.0, 404.0, 18.0], shoonya_0s5M5VFBG8U6RL, 5742777]
[paragraph, [32.0, 666.0, 404.0, 18.0], shoonya_0s5M5VFBG8U6RL, 5742777]
[paragraph, [32.0, 684.0, 404.0, 18.0], shoonya_0s5M5VFBG8U6RL, 5742777]
[paragraph, [32.0, 702.0, 404.0, 18.0], shoonya_0s5M5VFBG8U6RL, 5742777]
[paragraph, [32.0, 720.0, 404.0, 18.0], shoonya_0s5M5VFBG8U6RL, 5742777]
[paragraph, [32.0, 738.0, 404.0, 18.0], shoonya_0s5M5VFBG8U6RL, 5742777]
[paragraph, [32.0, 756.0, 404.0, 18.0], shoonya_0s5M5VFBG8U6RL, 5742777]
[paragraph, [32.0, 774.0, 404.0, 18.0], shoonya_0s5M5VFBG8U6RL, 5742777]
[paragraph, [32.0, 792.0, 404.0, 18.0], shoonya_0s5M5VFBG8U6RL, 5742777]
[paragraph, [32.0, 810.0, 404.0, 18.0], shoonya_0s5M5VFBG8U6RL, 5742777]
[paragraph, [32.0, 828.0, 404.0, 18.0], shoonya_0s5M5VFBG8U6RL, 5742777]
[paragraph, [32.0, 846.0, 404.0, 18.0], shoonya_0s5M5VFBG8U6RL, 5742777]
[paragraph, [32.0, 864.0, 404.0, 18.0], shoonya_0s5M5VFBG8U6RL, 5742777]
[paragraph, [32.0, 882.0, 404.0, 18.0], shoonya_0s5M5VFBG8U6RL, 5742777]
[paragraph, [32.0, 900.0, 404.0, 18.0], shoonya_0s5M5VFBG8U6RL, 5742777]
[paragraph, [32.0, 918.0, 404.0, 18.0], shoonya_0s5M5VFBG8U6RL, 5742777]
[paragraph, [38.0, 967.0, 399.0, 18.0], shoonya_1s4360YVN4VUAU, 5742777]
[paragraph, [38.0, 985.0, 399.0, 18.0], shoonya_1s4360YVN4VUAU, 5742777]
[paragraph, [38.0, 1003.0, 399.0, 18.0], shoonya_1s4360YVN4VUAU, 5742777]
[paragraph, [38.0, 1021.0, 399.0, 18.0], shoonya_1s4360YVN4VUAU, 5742777]
[paragraph, [38.0, 1039.0, 399.0, 18.0], shoonya_1s4360YVN4VUAU, 5742777]
[paragraph, [38.0, 1057.0, 399.0, 18.0], shoonya_1s4360YVN4VUAU, 5742777]
[paragraph, [38.0, 1075.0, 399.0, 18.0], shoonya_1s4360YVN4VUAU, 5742777]
[paragraph, [38.0, 1093.0, 399.0, 18.0], shoonya_1s4360YVN4VUAU, 5742777]
[paragraph, [38.0, 1111.0, 399.0, 18.0], shoonya_1s4360YVN4VUAU, 5742777]
[paragraph, [38.0, 1129.0, 399.0, 18.0], shoonya_1s4360YVN4VUAU, 5742777]
[paragraph, [38.0, 1147.0, 399.0, 18.0], shoonya_1s4360YVN4VUAU, 5742777]
[paragraph, [38.0, 1165.0, 399.0, 18.0], shoonya_1s4360YVN4VUAU, 5742777]
[paragraph, [38.0, 1183.0, 399.0, 18.0], shoonya_1s4360YVN4VUAU, 5742777]
[paragraph, [38.0, 1201.0, 399.0, 18.0], shoonya_1s4360YVN4VUAU, 5742777]
[paragraph, [38.0, 1219.0, 399.0, 18.0], shoonya_1s4360YVN4VUAU, 5742777]
[paragraph, [38.0, 1237.0, 399.0, 18.0], shoonya_1s4360YVN4VUAU, 5742777]
[paragraph, [38.0, 1255.0, 399.0, 18.0], shoonya_1s4360YVN4VUAU, 5742777]
[paragraph, [38.0, 1273.0, 399.0, 18.0], shoonya_1s4360YVN4VUAU, 5742777]
[paragraph, [38.0, 1291.0, 399.0, 18.0], shoonya_1s4360YVN4VUAU, 5742777]
[paragraph, [38.0, 1309.0, 399.0, 18.0], shoonya_1s4360YVN4VUAU, 5742777]
[footnote, [568.0, 1358.0, 268.0, 18.0], JlQSpHuPVf, 5742777]
