[1361, 826]
[folio, [103.0, 55.0, 114.0, 18.0], efUuQEHYzj, 5782324]
[ordered-list, [92.0, 1019.0, 678.0, 18.0], shoonya_10sLNS9GGHAX74, 5782324]
[ordered-list, [92.0, 1037.0, 678.0, 18.0], shoonya_10sLNS9GGHAX74, 5782324]
[ordered-list, [92.0, 1055.0, 678.0, 18.0], shoonya_10sLNS9GGHAX74, 5782324]
[ordered-list, [92.0, 1073.0, 678.0, 18.0], shoonya_10sLNS9GGHAX74, 5782324]
[ordered-list, [92.0, 1091.0, 678.0, 18.0], shoonya_10sLNS9GGHAX74, 5782324]
[ordered-list, [92.0, 1109.0, 678.0, 18.0], shoonya_10sLNS9GGHAX74, 5782324]
[ordered-list, [92.0, 1127.0, 678.0, 18.0], shoonya_10sLNS9GGHAX74, 5782324]
[ordered-list, [92.0, 1145.0, 678.0, 18.0], shoonya_10sLNS9GGHAX74, 5782324]
[ordered-list, [92.0, 1163.0, 678.0, 18.0], shoonya_10sLNS9GGHAX74, 5782324]
[ordered-list, [92.0, 1181.0, 678.0, 18.0], shoonya_10sLNS9GGHAX74, 5782324]
[ordered-list, [92.0, 1199.0, 678.0, 18.0], shoonya_10sLNS9GGHAX74, 5782324]
[ordered-list, [92.0, 1217.0, 678.0, 18.0], shoonya_10sLNS9GGHAX74, 5782324]
[sub-ordered-list, [98.0, 929.0, 661.0, 18.0], VVFQ7jLdX_, 5782324]
[sub-ordered-list, [98.0, 947.0, 661.0, 18.0], VVFQ7jLdX_, 5782324]
[sub-ordered-list, [98.0, 965.0, 661.0, 18.0], VVFQ7jLdX_, 5782324]
[sub-ordered-list, [98.0, 983.0, 661.0, 18.0], VVFQ7jLdX_, 5782324]
[sub-ordered-list, [98.0, 1001.0, 661.0, 18.0], VVFQ7jLdX_, 5782324]
[sub-ordered-list, [98.0, 1019.0, 661.0, 18.0], VVFQ7jLdX_, 5782324]
[sub-ordered-list, [98.0, 1037.0, 661.0, 18.0], VVFQ7jLdX_, 5782324]
[sub-ordered-list, [98.0, 1055.0, 661.0, 18.0], VVFQ7jLdX_, 5782324]
[sub-ordered-list, [98.0, 1073.0, 661.0, 18.0], VVFQ7jLdX_, 5782324]
[sub-ordered-list, [98.0, 1091.0, 661.0, 18.0], VVFQ7jLdX_, 5782324]
[sub-ordered-list, [98.0, 1109.0, 661.0, 18.0], VVFQ7jLdX_, 5782324]
[sub-ordered-list, [98.0, 1127.0, 661.0, 18.0], VVFQ7jLdX_, 5782324]
[sub-ordered-list, [98.0, 1145.0, 661.0, 18.0], VVFQ7jLdX_, 5782324]
[sub-ordered-list, [98.0, 1163.0, 661.0, 18.0], VVFQ7jLdX_, 5782324]
[sub-ordered-list, [98.0, 1181.0, 661.0, 18.0], VVFQ7jLdX_, 5782324]
[sub-ordered-list, [98.0, 1199.0, 661.0, 18.0], VVFQ7jLdX_, 5782324]
[sub-ordered-list, [98.0, 1217.0, 661.0, 18.0], VVFQ7jLdX_, 5782324]
[subsub-ordered-list, [104.0, 952.0, 644.0, 18.0], shoonya_9sUW3EWSHMF29L, 5782324]
[subsub-ordered-list, [104.0, 970.0, 644.0, 18.0], shoonya_9sUW3EWSHMF29L, 5782324]
[subsub-ordered-list, [104.0, 988.0, 644.0, 18.0], shoonya_9sUW3EWSHMF29L, 5782324]
[subsub-ordered-list, [104.0, 1006.0, 644.0, 18.0], shoonya_9sUW3EWSHMF29L, 5782324]
[subsub-ordered-list, [104.0, 1024.0, 644.0, 18.0], shoonya_9sUW3EWSHMF29L, 5782324]
[subsub-ordered-list, [104.0, 1042.0, 644.0, 18.0], shoonya_9sUW3EWSHMF29L, 5782324]
[subsub-ordered-list, [104.0, 1060.0, 644.0, 18.0], shoonya_9sUW3EWSHMF29L, 5782324]
[subsub-ordered-list, [104.0, 1078.0, 644.0, 18.0], shoonya_9sUW3EWSHMF29L, 5782324]
[subsub-ordered-list, [104.0, 1096.0, 644.0, 18.0], shoonya_9sUW3EWSHMF29L, 5782324]
[subsub-ordered-list, [104.0, 1114.0, 644.0, 18.0], shoonya_9sUW3EWSHMF29L, 5782324]
[subsub-ordered-list, [104.0, 1132.0, 644.0, 18.0], shoonya_9sUW3EWSHMF29L, 5782324]
[subsub-ordered-list, [104.0, 1150.0, 644.0, 18.0], shoonya_9sUW3EWSHMF29L, 5782324]
