[1518, 1075]
[paragraph, [84.0, 139.0, 436.0, 36.0], shoonya_1s2BMQVVM3BZBO, 5722379]
[paragraph, [532.0, 981.0, 433.0, 36.0], shoonya_4s4U44U1IE7ALY, 5722379]
[paragraph, [535.0, 1050.0, 427.0, 36.0], shoonya_0s21TASVD1HMBS, 5722379]
[paragraph, [535.0, 1086.0, 427.0, 36.0], shoonya_0s21TASVD1HMBS, 5722379]
[paragraph, [535.0, 1122.0, 427.0, 36.0], shoonya_0s21TASVD1HMBS, 5722379]
[paragraph, [535.0, 1158.0, 427.0, 36.0], shoonya_0s21TASVD1HMBS, 5722379]
[paragraph, [535.0, 1194.0, 427.0, 36.0], shoonya_0s21TASVD1HMBS, 5722379]
[paragraph, [535.0, 1230.0, 427.0, 36.0], shoonya_0s21TASVD1HMBS, 5722379]
[paragraph, [535.0, 1266.0, 427.0, 36.0], shoonya_0s21TASVD1HMBS, 5722379]
[paragraph, [535.0, 1302.0, 427.0, 36.0], shoonya_0s21TASVD1HMBS, 5722379]
[paragraph, [84.0, 1103.0, 438.0, 36.0], shoonya_6sHZUTUEN07DZM, 5722379]
[paragraph, [84.0, 1139.0, 438.0, 36.0], shoonya_6sHZUTUEN07DZM, 5722379]
[paragraph, [84.0, 1175.0, 438.0, 36.0], shoonya_6sHZUTUEN07DZM, 5722379]
[paragraph, [84.0, 1211.0, 438.0, 36.0], shoonya_6sHZUTUEN07DZM, 5722379]
[paragraph, [84.0, 1247.0, 438.0, 36.0], shoonya_6sHZUTUEN07DZM, 5722379]
[paragraph, [84.0, 1283.0, 438.0, 36.0], shoonya_6sHZUTUEN07DZM, 5722379]
[folio, [104.0, 1347.0, 820.0, 36.0], shoonya_8sLEGEHDY8WBC8, 5722379]
[folio, [656.0, 1390.0, 232.0, 36.0], shoonya_5s7ATLXPFOGP2I, 5722379]
