[2339, 1654]
[folio, [93.0, 82.0, 607.0, 36.0], EGS4kgKRW1, 5750500]
[paragraph, [100.0, 1431.0, 1449.0, 36.0], shoonya_0sI3ZSAIOT4D1O, 5750500]
[paragraph, [100.0, 1467.0, 1449.0, 36.0], shoonya_0sI3ZSAIOT4D1O, 5750500]
[paragraph, [100.0, 1503.0, 1449.0, 36.0], shoonya_0sI3ZSAIOT4D1O, 5750500]
[paragraph, [100.0, 1539.0, 1449.0, 36.0], shoonya_0sI3ZSAIOT4D1O, 5750500]
[paragraph, [100.0, 1575.0, 1449.0, 36.0], shoonya_0sI3ZSAIOT4D1O, 5750500]
[paragraph, [100.0, 1611.0, 1449.0, 36.0], shoonya_0sI3ZSAIOT4D1O, 5750500]
[paragraph, [100.0, 1647.0, 1449.0, 36.0], shoonya_0sI3ZSAIOT4D1O, 5750500]
[paragraph, [100.0, 1683.0, 1449.0, 36.0], shoonya_0sI3ZSAIOT4D1O, 5750500]
[paragraph, [100.0, 1719.0, 1449.0, 36.0], shoonya_0sI3ZSAIOT4D1O, 5750500]
[paragraph, [100.0, 1755.0, 1449.0, 36.0], shoonya_0sI3ZSAIOT4D1O, 5750500]
[paragraph, [100.0, 1791.0, 1449.0, 36.0], shoonya_0sI3ZSAIOT4D1O, 5750500]
[paragraph, [100.0, 1827.0, 1449.0, 36.0], shoonya_0sI3ZSAIOT4D1O, 5750500]
[paragraph, [100.0, 1863.0, 1449.0, 36.0], shoonya_0sI3ZSAIOT4D1O, 5750500]
[paragraph, [100.0, 1899.0, 1449.0, 36.0], shoonya_0sI3ZSAIOT4D1O, 5750500]
[paragraph, [100.0, 1935.0, 1449.0, 36.0], shoonya_0sI3ZSAIOT4D1O, 5750500]
[paragraph, [235.0, 1995.0, 1164.0, 36.0], dnSRBN0Gjj, 5750500]
[paragraph, [235.0, 2031.0, 1164.0, 36.0], dnSRBN0Gjj, 5750500]
[paragraph, [235.0, 2067.0, 1164.0, 36.0], dnSRBN0Gjj, 5750500]
[paragraph, [235.0, 2103.0, 1164.0, 36.0], dnSRBN0Gjj, 5750500]
[paragraph, [235.0, 2139.0, 1164.0, 36.0], dnSRBN0Gjj, 5750500]
[reference, [981.0, 2183.0, 406.0, 36.0], shoonya_3sW33PZHVF2JCS, 5750500]
