[1447, 1063]
[folio, [430.0, 55.0, 196.0, 18.0], ug-WQM3yIR, 5762731]
[paragraph, [532.0, 771.0, 443.0, 18.0], yN3K1TfiqT, 5762731]
[paragraph, [532.0, 789.0, 443.0, 18.0], yN3K1TfiqT, 5762731]
[paragraph, [532.0, 807.0, 443.0, 18.0], yN3K1TfiqT, 5762731]
[section-title, [86.0, 853.0, 439.0, 30.0], wKmLyEuDKU, 5762731]
[paragraph, [538.0, 854.0, 436.0, 18.0], SRz3dlrP_n, 5762731]
[paragraph, [538.0, 872.0, 436.0, 18.0], SRz3dlrP_n, 5762731]
[paragraph, [538.0, 890.0, 436.0, 18.0], SRz3dlrP_n, 5762731]
[paragraph, [538.0, 908.0, 436.0, 18.0], SRz3dlrP_n, 5762731]
[paragraph, [538.0, 926.0, 436.0, 18.0], SRz3dlrP_n, 5762731]
[paragraph, [538.0, 944.0, 436.0, 18.0], SRz3dlrP_n, 5762731]
[paragraph, [538.0, 962.0, 436.0, 18.0], SRz3dlrP_n, 5762731]
[paragraph, [538.0, 980.0, 436.0, 18.0], SRz3dlrP_n, 5762731]
[paragraph, [538.0, 998.0, 436.0, 18.0], SRz3dlrP_n, 5762731]
[paragraph, [538.0, 1016.0, 436.0, 18.0], SRz3dlrP_n, 5762731]
[paragraph, [89.0, 914.0, 441.0, 18.0], 7GwXKnB-dM, 5762731]
[paragraph, [89.0, 932.0, 441.0, 18.0], 7GwXKnB-dM, 5762731]
[paragraph, [89.0, 950.0, 441.0, 18.0], 7GwXKnB-dM, 5762731]
[paragraph, [89.0, 968.0, 441.0, 18.0], 7GwXKnB-dM, 5762731]
[paragraph, [89.0, 986.0, 441.0, 18.0], 7GwXKnB-dM, 5762731]
[paragraph, [89.0, 1004.0, 441.0, 18.0], 7GwXKnB-dM, 5762731]
[paragraph, [89.0, 1022.0, 441.0, 18.0], 7GwXKnB-dM, 5762731]
[paragraph, [89.0, 1040.0, 441.0, 18.0], 7GwXKnB-dM, 5762731]
[paragraph, [89.0, 1058.0, 441.0, 18.0], 7GwXKnB-dM, 5762731]
[paragraph, [89.0, 1076.0, 441.0, 18.0], 7GwXKnB-dM, 5762731]
[paragraph, [89.0, 1094.0, 441.0, 18.0], 7GwXKnB-dM, 5762731]
[paragraph, [89.0, 1112.0, 441.0, 18.0], 7GwXKnB-dM, 5762731]
[paragraph, [89.0, 1130.0, 441.0, 18.0], 7GwXKnB-dM, 5762731]
[paragraph, [89.0, 1148.0, 441.0, 18.0], 7GwXKnB-dM, 5762731]
[paragraph, [89.0, 1166.0, 441.0, 18.0], 7GwXKnB-dM, 5762731]
[paragraph, [89.0, 1184.0, 441.0, 18.0], 7GwXKnB-dM, 5762731]
[paragraph, [89.0, 1202.0, 441.0, 18.0], 7GwXKnB-dM, 5762731]
[paragraph, [89.0, 1220.0, 441.0, 18.0], 7GwXKnB-dM, 5762731]
[paragraph, [89.0, 1238.0, 441.0, 18.0], 7GwXKnB-dM, 5762731]
[paragraph, [89.0, 1256.0, 441.0, 18.0], 7GwXKnB-dM, 5762731]
[paragraph, [89.0, 1274.0, 441.0, 18.0], 7GwXKnB-dM, 5762731]
[paragraph, [89.0, 1292.0, 441.0, 18.0], 7GwXKnB-dM, 5762731]
[section-title, [535.0, 1062.0, 379.0, 30.0], lQGAcm6eWs, 5762731]
[paragraph, [534.0, 1130.0, 432.0, 18.0], OwWmg3We0L, 5762731]
[paragraph, [534.0, 1148.0, 432.0, 18.0], OwWmg3We0L, 5762731]
[paragraph, [534.0, 1166.0, 432.0, 18.0], OwWmg3We0L, 5762731]
[paragraph, [534.0, 1184.0, 432.0, 18.0], OwWmg3We0L, 5762731]
[paragraph, [534.0, 1202.0, 432.0, 18.0], OwWmg3We0L, 5762731]
[paragraph, [534.0, 1220.0, 432.0, 18.0], OwWmg3We0L, 5762731]
[paragraph, [534.0, 1238.0, 432.0, 18.0], OwWmg3We0L, 5762731]
[paragraph, [534.0, 1256.0, 432.0, 18.0], OwWmg3We0L, 5762731]
[paragraph, [534.0, 1274.0, 432.0, 18.0], OwWmg3We0L, 5762731]
[paragraph, [534.0, 1292.0, 432.0, 18.0], OwWmg3We0L, 5762731]
[paragraph, [534.0, 1310.0, 432.0, 18.0], OwWmg3We0L, 5762731]
[paragraph, [534.0, 1328.0, 432.0, 18.0], OwWmg3We0L, 5762731]
