[1625, 1211]
[section-title, [665.0, 123.0, 473.0, 49.5], PHQOUp9cOS, 5742076]
[paragraph, [422.0, 773.0, 728.0, 36.0], L-YIAf1nVp, 5742076]
[paragraph, [422.0, 809.0, 728.0, 36.0], L-YIAf1nVp, 5742076]
[paragraph, [422.0, 845.0, 728.0, 36.0], L-YIAf1nVp, 5742076]
[paragraph, [60.0, 776.0, 349.0, 36.0], shoonya_0sNRI1LG4MSQI9, 5742076]
[paragraph, [60.0, 812.0, 349.0, 36.0], shoonya_0sNRI1LG4MSQI9, 5742076]
[paragraph, [60.0, 848.0, 349.0, 36.0], shoonya_0sNRI1LG4MSQI9, 5742076]
[paragraph, [60.0, 884.0, 349.0, 36.0], shoonya_0sNRI1LG4MSQI9, 5742076]
[paragraph, [60.0, 920.0, 349.0, 36.0], shoonya_0sNRI1LG4MSQI9, 5742076]
[paragraph, [60.0, 956.0, 349.0, 36.0], shoonya_0sNRI1LG4MSQI9, 5742076]
[paragraph, [426.0, 916.0, 726.0, 36.0], LT2Jb61yP0, 5742076]
[paragraph, [426.0, 952.0, 726.0, 36.0], LT2Jb61yP0, 5742076]
[paragraph, [426.0, 988.0, 726.0, 36.0], LT2Jb61yP0, 5742076]
[paragraph, [426.0, 1024.0, 726.0, 36.0], LT2Jb61yP0, 5742076]
[paragraph, [426.0, 1060.0, 726.0, 36.0], LT2Jb61yP0, 5742076]
[paragraph, [426.0, 1096.0, 726.0, 36.0], LT2Jb61yP0, 5742076]
[author, [130.0, 1015.0, 205.0, 36.0], KxoTR7a2lP, 5742076]
[paragraph, [54.0, 1065.0, 347.0, 36.0], shoonya_4sH4XDBV7V9487, 5742076]
[paragraph, [54.0, 1101.0, 347.0, 36.0], shoonya_4sH4XDBV7V9487, 5742076]
[paragraph, [54.0, 1137.0, 347.0, 36.0], shoonya_4sH4XDBV7V9487, 5742076]
[paragraph, [54.0, 1173.0, 347.0, 36.0], shoonya_4sH4XDBV7V9487, 5742076]
[paragraph, [54.0, 1209.0, 347.0, 36.0], shoonya_4sH4XDBV7V9487, 5742076]
[paragraph, [54.0, 1245.0, 347.0, 36.0], shoonya_4sH4XDBV7V9487, 5742076]
[paragraph, [54.0, 1281.0, 347.0, 36.0], shoonya_4sH4XDBV7V9487, 5742076]
[paragraph, [54.0, 1317.0, 347.0, 36.0], shoonya_4sH4XDBV7V9487, 5742076]
[paragraph, [54.0, 1353.0, 347.0, 36.0], shoonya_4sH4XDBV7V9487, 5742076]
[paragraph, [54.0, 1389.0, 347.0, 36.0], shoonya_4sH4XDBV7V9487, 5742076]
[paragraph, [431.0, 1170.0, 600.0, 36.0], vaTtSs8qZg, 5742076]
[paragraph, [423.0, 1250.0, 346.0, 36.0], pne8cksolL, 5742076]
[paragraph, [790.0, 1252.0, 340.0, 36.0], uI-nsoDDQ8, 5742076]
[paragraph, [790.0, 1288.0, 340.0, 36.0], uI-nsoDDQ8, 5742076]
[paragraph, [790.0, 1324.0, 340.0, 36.0], uI-nsoDDQ8, 5742076]
[paragraph, [790.0, 1360.0, 340.0, 36.0], uI-nsoDDQ8, 5742076]
[paragraph, [790.0, 1396.0, 340.0, 36.0], uI-nsoDDQ8, 5742076]
[paragraph, [426.0, 1358.0, 343.0, 36.0], R9IwLziLF5, 5742076]
[paragraph, [426.0, 1394.0, 343.0, 36.0], R9IwLziLF5, 5742076]
[footnote, [414.0, 1470.0, 142.0, 36.0], ySacjX9mLm, 5742076]
[footnote, [781.0, 1472.0, 128.0, 36.0], 4sT1r_2-vM, 5742076]
[footnote, [715.0, 1564.0, 410.0, 36.0], -cqNLnvtJ3, 5742076]
