[1246, 871]
[chapter-title, [361.0, 37.0, 210.0, 30.0], shoonya_5sCYNVHX8GSZMD, 5775798]
[paragraph, [158.0, 845.0, 624.0, 18.0], shoonya_0s24FC8ERZNP4M, 5775798]
[paragraph, [158.0, 863.0, 624.0, 18.0], shoonya_0s24FC8ERZNP4M, 5775798]
[paragraph, [158.0, 881.0, 624.0, 18.0], shoonya_0s24FC8ERZNP4M, 5775798]
[paragraph, [158.0, 899.0, 624.0, 18.0], shoonya_0s24FC8ERZNP4M, 5775798]
[paragraph, [158.0, 917.0, 624.0, 18.0], shoonya_0s24FC8ERZNP4M, 5775798]
[paragraph, [158.0, 935.0, 624.0, 18.0], shoonya_0s24FC8ERZNP4M, 5775798]
[paragraph, [158.0, 953.0, 624.0, 18.0], shoonya_0s24FC8ERZNP4M, 5775798]
[paragraph, [158.0, 971.0, 624.0, 18.0], shoonya_0s24FC8ERZNP4M, 5775798]
[paragraph, [158.0, 989.0, 624.0, 18.0], shoonya_0s24FC8ERZNP4M, 5775798]
[paragraph, [158.0, 1007.0, 624.0, 18.0], shoonya_0s24FC8ERZNP4M, 5775798]
[paragraph, [158.0, 1025.0, 624.0, 18.0], shoonya_0s24FC8ERZNP4M, 5775798]
[paragraph, [158.0, 1043.0, 624.0, 18.0], shoonya_0s24FC8ERZNP4M, 5775798]
[paragraph, [158.0, 1061.0, 624.0, 18.0], shoonya_0s24FC8ERZNP4M, 5775798]
