[872, 605]
[paragraph, [49.0, 70.0, 254.0, 18.0], HxDDpqs1Ny, 6457558]
[paragraph, [51.0, 584.0, 251.0, 18.0], U3LQIW3y00, 6457558]
[paragraph, [51.0, 602.0, 251.0, 18.0], U3LQIW3y00, 6457558]
[paragraph, [51.0, 620.0, 251.0, 18.0], U3LQIW3y00, 6457558]
[paragraph, [51.0, 638.0, 251.0, 18.0], U3LQIW3y00, 6457558]
[paragraph, [51.0, 656.0, 251.0, 18.0], U3LQIW3y00, 6457558]
[footnote, [52.0, 688.0, 252.0, 18.0], vdk5CPPtjL, 6457558]
[footnote, [52.0, 706.0, 252.0, 18.0], vdk5CPPtjL, 6457558]
[footnote, [52.0, 724.0, 252.0, 18.0], vdk5CPPtjL, 6457558]
[footnote, [52.0, 742.0, 252.0, 18.0], vdk5CPPtjL, 6457558]
[footnote, [52.0, 760.0, 252.0, 18.0], vdk5CPPtjL, 6457558]
[footnote, [52.0, 778.0, 252.0, 18.0], vdk5CPPtjL, 6457558]
[footnote, [52.0, 796.0, 252.0, 18.0], vdk5CPPtjL, 6457558]
[footnote, [316.0, 784.0, 193.0, 18.0], mY58n9VB8o, 6457558]
[footnote, [316.0, 802.0, 193.0, 18.0], mY58n9VB8o, 6457558]
