[1736, 1323]
[paragraph, [663.0, 135.0, 542.0, 36.0], shoonya_8s0PH6CSM0QQ91, 5772203]
[paragraph, [114.0, 1431.0, 551.0, 36.0], shoonya_0sE45LF7YXU532, 5772203]
[paragraph, [114.0, 1467.0, 551.0, 36.0], shoonya_0sE45LF7YXU532, 5772203]
[paragraph, [114.0, 1503.0, 551.0, 36.0], shoonya_0sE45LF7YXU532, 5772203]
[paragraph, [667.0, 1184.0, 532.0, 36.0], shoonya_16sP0D5RELQ9ET, 5772203]
[paragraph, [667.0, 1220.0, 532.0, 36.0], shoonya_16sP0D5RELQ9ET, 5772203]
[paragraph, [659.0, 1297.0, 544.0, 36.0], shoonya_5s9W3RKAV4B5AF, 5772203]
[paragraph, [659.0, 1333.0, 544.0, 36.0], shoonya_5s9W3RKAV4B5AF, 5772203]
[paragraph, [659.0, 1369.0, 544.0, 36.0], shoonya_5s9W3RKAV4B5AF, 5772203]
[paragraph, [659.0, 1405.0, 544.0, 36.0], shoonya_5s9W3RKAV4B5AF, 5772203]
[paragraph, [659.0, 1441.0, 544.0, 36.0], shoonya_5s9W3RKAV4B5AF, 5772203]
[paragraph, [659.0, 1477.0, 544.0, 36.0], shoonya_5s9W3RKAV4B5AF, 5772203]
[paragraph, [659.0, 1513.0, 544.0, 36.0], shoonya_5s9W3RKAV4B5AF, 5772203]
[folio, [588.0, 1575.0, 159.0, 36.0], kW1hUQ2PdZ, 5772203]
[folio, [66.0, 1689.0, 187.0, 36.0], ubkAJGKMkf, 5772203]
