[1818, 1374]
[folio, [486.0, 118.0, 410.0, 36.0], shoonya_1s8XBS5X1BFI1Y, 5682977]
[paragraph, [154.0, 1423.0, 244.0, 36.0], VkhZ8nd5sP, 5682977]
[paragraph, [697.0, 1461.0, 579.0, 36.0], aVylNqkPSl, 5682977]
[paragraph, [697.0, 1497.0, 579.0, 36.0], aVylNqkPSl, 5682977]
[paragraph, [697.0, 1533.0, 579.0, 36.0], aVylNqkPSl, 5682977]
[paragraph, [697.0, 1569.0, 579.0, 36.0], aVylNqkPSl, 5682977]
[paragraph, [111.0, 1467.0, 571.0, 36.0], 6FVcPvIAY6, 5682977]
[paragraph, [111.0, 1503.0, 571.0, 36.0], 6FVcPvIAY6, 5682977]
[paragraph, [109.0, 1554.0, 570.0, 36.0], jZ1eWx8ZRQ, 5682977]
[paragraph, [109.0, 1590.0, 570.0, 36.0], jZ1eWx8ZRQ, 5682977]
[paragraph, [109.0, 1626.0, 570.0, 36.0], jZ1eWx8ZRQ, 5682977]
[paragraph, [696.0, 1634.0, 579.0, 36.0], bG6ymYXghk, 5682977]
[paragraph, [696.0, 1670.0, 579.0, 36.0], bG6ymYXghk, 5682977]
[paragraph, [149.0, 1677.0, 173.0, 36.0], kdN3rpXf5Z, 5682977]
