[1447, 1063]
[folio, [427.0, 54.0, 207.0, 18.0], shoonya_4sW2IBVMGFGCNC, 5762999]
[paragraph, [535.0, 1030.0, 434.0, 18.0], lukosC8OKG, 5762999]
[section-title, [94.0, 897.0, 327.0, 30.0], shoonya_5sPWK4OZ5K7FQ8, 5762999]
[paragraph, [91.0, 958.0, 437.0, 18.0], ypYvzdXr1O, 5762999]
[paragraph, [91.0, 976.0, 437.0, 18.0], ypYvzdXr1O, 5762999]
[paragraph, [91.0, 994.0, 437.0, 18.0], ypYvzdXr1O, 5762999]
[paragraph, [91.0, 1012.0, 437.0, 18.0], ypYvzdXr1O, 5762999]
[paragraph, [91.0, 1030.0, 437.0, 18.0], ypYvzdXr1O, 5762999]
[paragraph, [91.0, 1048.0, 437.0, 18.0], ypYvzdXr1O, 5762999]
[paragraph, [91.0, 1066.0, 437.0, 18.0], ypYvzdXr1O, 5762999]
[paragraph, [91.0, 1084.0, 437.0, 18.0], ypYvzdXr1O, 5762999]
[paragraph, [91.0, 1102.0, 437.0, 18.0], ypYvzdXr1O, 5762999]
[paragraph, [91.0, 1120.0, 437.0, 18.0], ypYvzdXr1O, 5762999]
[paragraph, [91.0, 1138.0, 437.0, 18.0], ypYvzdXr1O, 5762999]
[paragraph, [91.0, 1156.0, 437.0, 18.0], ypYvzdXr1O, 5762999]
[paragraph, [91.0, 1174.0, 437.0, 18.0], ypYvzdXr1O, 5762999]
[paragraph, [91.0, 1192.0, 437.0, 18.0], ypYvzdXr1O, 5762999]
[paragraph, [91.0, 1210.0, 437.0, 18.0], ypYvzdXr1O, 5762999]
[paragraph, [91.0, 1228.0, 437.0, 18.0], ypYvzdXr1O, 5762999]
[paragraph, [91.0, 1246.0, 437.0, 18.0], ypYvzdXr1O, 5762999]
[paragraph, [91.0, 1264.0, 437.0, 18.0], ypYvzdXr1O, 5762999]
[paragraph, [91.0, 1282.0, 437.0, 18.0], ypYvzdXr1O, 5762999]
[paragraph, [91.0, 1300.0, 437.0, 18.0], ypYvzdXr1O, 5762999]
[paragraph, [91.0, 1318.0, 437.0, 18.0], ypYvzdXr1O, 5762999]
[paragraph, [534.0, 1073.0, 435.0, 18.0], shoonya_1sRR19ZHRJMG8J, 5762999]
[paragraph, [534.0, 1091.0, 435.0, 18.0], shoonya_1sRR19ZHRJMG8J, 5762999]
[paragraph, [534.0, 1109.0, 435.0, 18.0], shoonya_1sRR19ZHRJMG8J, 5762999]
[paragraph, [534.0, 1127.0, 435.0, 18.0], shoonya_1sRR19ZHRJMG8J, 5762999]
[paragraph, [534.0, 1145.0, 435.0, 18.0], shoonya_1sRR19ZHRJMG8J, 5762999]
[paragraph, [534.0, 1163.0, 435.0, 18.0], shoonya_1sRR19ZHRJMG8J, 5762999]
[paragraph, [534.0, 1181.0, 435.0, 18.0], shoonya_1sRR19ZHRJMG8J, 5762999]
[paragraph, [534.0, 1199.0, 435.0, 18.0], shoonya_1sRR19ZHRJMG8J, 5762999]
[paragraph, [534.0, 1217.0, 435.0, 18.0], shoonya_1sRR19ZHRJMG8J, 5762999]
[paragraph, [534.0, 1235.0, 435.0, 18.0], shoonya_1sRR19ZHRJMG8J, 5762999]
[paragraph, [534.0, 1253.0, 435.0, 18.0], shoonya_1sRR19ZHRJMG8J, 5762999]
[paragraph, [534.0, 1271.0, 435.0, 18.0], shoonya_1sRR19ZHRJMG8J, 5762999]
[paragraph, [534.0, 1289.0, 435.0, 18.0], shoonya_1sRR19ZHRJMG8J, 5762999]
[paragraph, [534.0, 1307.0, 435.0, 18.0], shoonya_1sRR19ZHRJMG8J, 5762999]
