[1320, 1176]
[folio, [75.0, 86.0, 195.0, 18.0], cDja0kSHyU, 5694316]
[paragraph, [766.0, 672.0, 323.0, 18.0], IK2RserVnw, 5694316]
[paragraph, [766.0, 690.0, 323.0, 18.0], IK2RserVnw, 5694316]
[paragraph, [766.0, 708.0, 323.0, 18.0], IK2RserVnw, 5694316]
[paragraph, [766.0, 726.0, 323.0, 18.0], IK2RserVnw, 5694316]
[paragraph, [96.0, 341.0, 321.0, 18.0], shoonya_2s21BFWYP2YJ4A, 5694316]
[paragraph, [96.0, 359.0, 321.0, 18.0], shoonya_2s21BFWYP2YJ4A, 5694316]
[paragraph, [96.0, 377.0, 321.0, 18.0], shoonya_2s21BFWYP2YJ4A, 5694316]
[paragraph, [96.0, 395.0, 321.0, 18.0], shoonya_2s21BFWYP2YJ4A, 5694316]
[paragraph, [96.0, 413.0, 321.0, 18.0], shoonya_2s21BFWYP2YJ4A, 5694316]
[paragraph, [96.0, 431.0, 321.0, 18.0], shoonya_2s21BFWYP2YJ4A, 5694316]
[paragraph, [96.0, 449.0, 321.0, 18.0], shoonya_2s21BFWYP2YJ4A, 5694316]
[paragraph, [96.0, 467.0, 321.0, 18.0], shoonya_2s21BFWYP2YJ4A, 5694316]
[paragraph, [96.0, 485.0, 321.0, 18.0], shoonya_2s21BFWYP2YJ4A, 5694316]
[paragraph, [96.0, 503.0, 321.0, 18.0], shoonya_2s21BFWYP2YJ4A, 5694316]
[paragraph, [96.0, 521.0, 321.0, 18.0], shoonya_2s21BFWYP2YJ4A, 5694316]
[paragraph, [100.0, 546.0, 325.0, 18.0], P8zAioCq2R, 5694316]
[paragraph, [100.0, 564.0, 325.0, 18.0], P8zAioCq2R, 5694316]
[paragraph, [100.0, 582.0, 325.0, 18.0], P8zAioCq2R, 5694316]
[paragraph, [100.0, 600.0, 325.0, 18.0], P8zAioCq2R, 5694316]
[paragraph, [100.0, 618.0, 325.0, 18.0], P8zAioCq2R, 5694316]
[paragraph, [100.0, 636.0, 325.0, 18.0], P8zAioCq2R, 5694316]
[paragraph, [100.0, 654.0, 325.0, 18.0], P8zAioCq2R, 5694316]
[paragraph, [100.0, 672.0, 325.0, 18.0], P8zAioCq2R, 5694316]
[paragraph, [100.0, 690.0, 325.0, 18.0], P8zAioCq2R, 5694316]
[paragraph, [424.0, 552.0, 336.0, 18.0], bAFLyYqP_v, 5694316]
[paragraph, [424.0, 570.0, 336.0, 18.0], bAFLyYqP_v, 5694316]
[paragraph, [424.0, 588.0, 336.0, 18.0], bAFLyYqP_v, 5694316]
[paragraph, [424.0, 606.0, 336.0, 18.0], bAFLyYqP_v, 5694316]
[paragraph, [424.0, 624.0, 336.0, 18.0], bAFLyYqP_v, 5694316]
[paragraph, [424.0, 642.0, 336.0, 18.0], bAFLyYqP_v, 5694316]
[paragraph, [424.0, 660.0, 336.0, 18.0], bAFLyYqP_v, 5694316]
[paragraph, [438.0, 701.0, 316.0, 18.0], 7wZPZXtDUJ, 5694316]
[paragraph, [438.0, 719.0, 316.0, 18.0], 7wZPZXtDUJ, 5694316]
[paragraph, [438.0, 737.0, 316.0, 18.0], 7wZPZXtDUJ, 5694316]
[paragraph, [97.0, 715.0, 319.0, 18.0], sDUmEOikts, 5694316]
[paragraph, [97.0, 733.0, 319.0, 18.0], sDUmEOikts, 5694316]
[paragraph, [97.0, 751.0, 319.0, 18.0], sDUmEOikts, 5694316]
[paragraph, [97.0, 769.0, 319.0, 18.0], sDUmEOikts, 5694316]
[paragraph, [433.0, 760.0, 322.0, 18.0], BzbQ53kZAQ, 5694316]
[paragraph, [433.0, 778.0, 322.0, 18.0], BzbQ53kZAQ, 5694316]
[paragraph, [433.0, 796.0, 322.0, 18.0], BzbQ53kZAQ, 5694316]
[paragraph, [433.0, 814.0, 322.0, 18.0], BzbQ53kZAQ, 5694316]
[paragraph, [433.0, 832.0, 322.0, 18.0], BzbQ53kZAQ, 5694316]
[paragraph, [433.0, 850.0, 322.0, 18.0], BzbQ53kZAQ, 5694316]
[paragraph, [433.0, 868.0, 322.0, 18.0], BzbQ53kZAQ, 5694316]
[paragraph, [433.0, 886.0, 322.0, 18.0], BzbQ53kZAQ, 5694316]
[paragraph, [433.0, 904.0, 322.0, 18.0], BzbQ53kZAQ, 5694316]
[paragraph, [433.0, 922.0, 322.0, 18.0], BzbQ53kZAQ, 5694316]
[paragraph, [433.0, 940.0, 322.0, 18.0], BzbQ53kZAQ, 5694316]
[paragraph, [433.0, 958.0, 322.0, 18.0], BzbQ53kZAQ, 5694316]
[paragraph, [433.0, 976.0, 322.0, 18.0], BzbQ53kZAQ, 5694316]
[paragraph, [100.0, 792.0, 325.0, 18.0], p5Mp0o8JbK, 5694316]
[paragraph, [100.0, 810.0, 325.0, 18.0], p5Mp0o8JbK, 5694316]
[paragraph, [100.0, 828.0, 325.0, 18.0], p5Mp0o8JbK, 5694316]
[paragraph, [100.0, 846.0, 325.0, 18.0], p5Mp0o8JbK, 5694316]
[paragraph, [100.0, 864.0, 325.0, 18.0], p5Mp0o8JbK, 5694316]
[paragraph, [100.0, 882.0, 325.0, 18.0], p5Mp0o8JbK, 5694316]
[paragraph, [100.0, 900.0, 325.0, 18.0], p5Mp0o8JbK, 5694316]
[paragraph, [777.0, 794.0, 312.0, 18.0], B-LXNVhL1Y, 5694316]
[paragraph, [777.0, 812.0, 312.0, 18.0], B-LXNVhL1Y, 5694316]
[paragraph, [777.0, 830.0, 312.0, 18.0], B-LXNVhL1Y, 5694316]
[paragraph, [777.0, 848.0, 312.0, 18.0], B-LXNVhL1Y, 5694316]
[paragraph, [777.0, 866.0, 312.0, 18.0], B-LXNVhL1Y, 5694316]
[paragraph, [777.0, 884.0, 312.0, 18.0], B-LXNVhL1Y, 5694316]
[paragraph, [777.0, 902.0, 312.0, 18.0], B-LXNVhL1Y, 5694316]
[paragraph, [777.0, 920.0, 312.0, 18.0], B-LXNVhL1Y, 5694316]
[paragraph, [777.0, 938.0, 312.0, 18.0], B-LXNVhL1Y, 5694316]
[paragraph, [777.0, 956.0, 312.0, 18.0], B-LXNVhL1Y, 5694316]
[paragraph, [777.0, 974.0, 312.0, 18.0], B-LXNVhL1Y, 5694316]
[paragraph, [777.0, 992.0, 312.0, 18.0], B-LXNVhL1Y, 5694316]
[paragraph, [777.0, 1010.0, 312.0, 18.0], B-LXNVhL1Y, 5694316]
[paragraph, [777.0, 1028.0, 312.0, 18.0], B-LXNVhL1Y, 5694316]
[paragraph, [777.0, 1046.0, 312.0, 18.0], B-LXNVhL1Y, 5694316]
[paragraph, [777.0, 1064.0, 312.0, 18.0], B-LXNVhL1Y, 5694316]
[paragraph, [777.0, 1082.0, 312.0, 18.0], B-LXNVhL1Y, 5694316]
[paragraph, [777.0, 1100.0, 312.0, 18.0], B-LXNVhL1Y, 5694316]
[paragraph, [777.0, 1118.0, 312.0, 18.0], B-LXNVhL1Y, 5694316]
[paragraph, [777.0, 1136.0, 312.0, 18.0], B-LXNVhL1Y, 5694316]
[paragraph, [777.0, 1154.0, 312.0, 18.0], B-LXNVhL1Y, 5694316]
[paragraph, [101.0, 936.0, 317.0, 18.0], R6lSDjMfZp, 5694316]
[paragraph, [101.0, 954.0, 317.0, 18.0], R6lSDjMfZp, 5694316]
[paragraph, [101.0, 972.0, 317.0, 18.0], R6lSDjMfZp, 5694316]
[paragraph, [101.0, 990.0, 317.0, 18.0], R6lSDjMfZp, 5694316]
[paragraph, [101.0, 1008.0, 317.0, 18.0], R6lSDjMfZp, 5694316]
[paragraph, [432.0, 1007.0, 320.0, 18.0], IEM0_DrMWM, 5694316]
[paragraph, [432.0, 1025.0, 320.0, 18.0], IEM0_DrMWM, 5694316]
[paragraph, [432.0, 1043.0, 320.0, 18.0], IEM0_DrMWM, 5694316]
[paragraph, [432.0, 1061.0, 320.0, 18.0], IEM0_DrMWM, 5694316]
[paragraph, [432.0, 1079.0, 320.0, 18.0], IEM0_DrMWM, 5694316]
[paragraph, [432.0, 1097.0, 320.0, 18.0], IEM0_DrMWM, 5694316]
[paragraph, [432.0, 1115.0, 320.0, 18.0], IEM0_DrMWM, 5694316]
[paragraph, [95.0, 1047.0, 328.0, 18.0], mU0en0GUbL, 5694316]
[paragraph, [95.0, 1065.0, 328.0, 18.0], mU0en0GUbL, 5694316]
[paragraph, [88.0, 1101.0, 331.0, 18.0], FqmrQBk2HR, 5694316]
[paragraph, [88.0, 1119.0, 331.0, 18.0], FqmrQBk2HR, 5694316]
[paragraph, [439.0, 1149.0, 312.0, 18.0], shoonya_0sHZEGNU9U1LVR, 5694316]
[paragraph, [439.0, 1167.0, 312.0, 18.0], shoonya_0sHZEGNU9U1LVR, 5694316]
[paragraph, [439.0, 1185.0, 312.0, 18.0], shoonya_0sHZEGNU9U1LVR, 5694316]
[paragraph, [439.0, 1203.0, 312.0, 18.0], shoonya_0sHZEGNU9U1LVR, 5694316]
[paragraph, [439.0, 1221.0, 312.0, 18.0], shoonya_0sHZEGNU9U1LVR, 5694316]
[paragraph, [439.0, 1239.0, 312.0, 18.0], shoonya_0sHZEGNU9U1LVR, 5694316]
[paragraph, [94.0, 1154.0, 335.0, 18.0], YBxR5iwqjX, 5694316]
[paragraph, [94.0, 1172.0, 335.0, 18.0], YBxR5iwqjX, 5694316]
[paragraph, [94.0, 1190.0, 335.0, 18.0], YBxR5iwqjX, 5694316]
[paragraph, [94.0, 1208.0, 335.0, 18.0], YBxR5iwqjX, 5694316]
[paragraph, [94.0, 1226.0, 335.0, 18.0], YBxR5iwqjX, 5694316]
[paragraph, [94.0, 1244.0, 335.0, 18.0], YBxR5iwqjX, 5694316]
[folio, [763.0, 1213.0, 330.0, 18.0], RD3iKvDBM6, 5694316]
[folio, [763.0, 1231.0, 330.0, 18.0], RD3iKvDBM6, 5694316]
