[792, 612]
[paragraph, [60.0, 53.0, 161.0, 18.0], shoonya_0sV4UHQZBKRWWT, 6515473]
[paragraph, [60.0, 424.0, 159.0, 18.0], mnFHlfqK3e, 6515473]
[paragraph, [60.0, 442.0, 159.0, 18.0], mnFHlfqK3e, 6515473]
[paragraph, [226.0, 366.0, 159.0, 18.0], GU5_cs8OXo, 6515473]
[paragraph, [226.0, 384.0, 159.0, 18.0], GU5_cs8OXo, 6515473]
[paragraph, [390.0, 367.0, 159.0, 18.0], Z_KsDCayd6, 6515473]
[paragraph, [391.0, 394.0, 157.0, 18.0], nHH2ZN_j8v, 6515473]
[paragraph, [391.0, 412.0, 157.0, 18.0], nHH2ZN_j8v, 6515473]
[paragraph, [224.0, 409.0, 161.0, 18.0], 897XKxEbnH, 6515473]
[paragraph, [224.0, 427.0, 161.0, 18.0], 897XKxEbnH, 6515473]
[paragraph, [224.0, 445.0, 161.0, 18.0], 897XKxEbnH, 6515473]
[paragraph, [224.0, 463.0, 161.0, 18.0], 897XKxEbnH, 6515473]
[paragraph, [224.0, 481.0, 161.0, 18.0], 897XKxEbnH, 6515473]
[paragraph, [224.0, 499.0, 161.0, 18.0], 897XKxEbnH, 6515473]
[paragraph, [224.0, 517.0, 161.0, 18.0], 897XKxEbnH, 6515473]
[paragraph, [224.0, 535.0, 161.0, 18.0], 897XKxEbnH, 6515473]
[paragraph, [224.0, 553.0, 161.0, 18.0], 897XKxEbnH, 6515473]
[paragraph, [390.0, 437.0, 159.0, 18.0], NACwLr6y6U, 6515473]
[paragraph, [390.0, 455.0, 159.0, 18.0], NACwLr6y6U, 6515473]
[paragraph, [390.0, 473.0, 159.0, 18.0], NACwLr6y6U, 6515473]
[paragraph, [390.0, 491.0, 159.0, 18.0], NACwLr6y6U, 6515473]
[paragraph, [390.0, 509.0, 159.0, 18.0], NACwLr6y6U, 6515473]
[paragraph, [390.0, 527.0, 159.0, 18.0], NACwLr6y6U, 6515473]
[paragraph, [61.0, 464.0, 157.0, 18.0], XPnEwCfJX5, 6515473]
[paragraph, [61.0, 482.0, 157.0, 18.0], XPnEwCfJX5, 6515473]
[paragraph, [61.0, 507.0, 158.0, 18.0], 38Hu5B8soW, 6515473]
[paragraph, [61.0, 525.0, 158.0, 18.0], 38Hu5B8soW, 6515473]
[paragraph, [61.0, 549.0, 160.0, 18.0], Nftj1VSSAp, 6515473]
[paragraph, [61.0, 567.0, 160.0, 18.0], Nftj1VSSAp, 6515473]
[paragraph, [391.0, 563.0, 158.0, 18.0], 9Yp2gBlXLw, 6515473]
[paragraph, [391.0, 581.0, 158.0, 18.0], 9Yp2gBlXLw, 6515473]
[paragraph, [391.0, 599.0, 158.0, 18.0], 9Yp2gBlXLw, 6515473]
[paragraph, [391.0, 617.0, 158.0, 18.0], 9Yp2gBlXLw, 6515473]
[paragraph, [391.0, 635.0, 158.0, 18.0], 9Yp2gBlXLw, 6515473]
[paragraph, [391.0, 653.0, 158.0, 18.0], 9Yp2gBlXLw, 6515473]
[paragraph, [225.0, 577.0, 161.0, 18.0], aZ7bwwB3t3, 6515473]
[paragraph, [225.0, 595.0, 161.0, 18.0], aZ7bwwB3t3, 6515473]
[paragraph, [61.0, 591.0, 159.0, 18.0], YDzkvGQXZF, 6515473]
[paragraph, [61.0, 609.0, 159.0, 18.0], YDzkvGQXZF, 6515473]
[paragraph, [61.0, 627.0, 159.0, 18.0], YDzkvGQXZF, 6515473]
[paragraph, [225.0, 620.0, 162.0, 18.0], baKn5juYpd, 6515473]
[paragraph, [225.0, 638.0, 162.0, 18.0], baKn5juYpd, 6515473]
[paragraph, [225.0, 656.0, 162.0, 18.0], baKn5juYpd, 6515473]
[paragraph, [62.0, 662.0, 157.0, 18.0], xAP3qNxXo6, 6515473]
[paragraph, [224.0, 677.0, 160.0, 18.0], ToshckMEGC, 6515473]
[paragraph, [224.0, 695.0, 160.0, 18.0], ToshckMEGC, 6515473]
[paragraph, [391.0, 690.0, 159.0, 18.0], mWkRQx0zL_, 6515473]
[paragraph, [62.0, 691.0, 158.0, 18.0], 8wPYWGaV5-, 6515473]
