[2020, 1545]
[folio, [96.0, 73.0, 192.0, 36.0], m6KySiZd-R, 5713013]
[paragraph, [52.0, 633.0, 714.0, 36.0], shoonya_3sLR4H7KPTLG8S, 5713013]
[paragraph, [52.0, 669.0, 714.0, 36.0], shoonya_3sLR4H7KPTLG8S, 5713013]
[paragraph, [52.0, 705.0, 714.0, 36.0], shoonya_3sLR4H7KPTLG8S, 5713013]
[paragraph, [767.0, 684.0, 731.0, 36.0], rK77ECiDFS, 5713013]
[paragraph, [767.0, 720.0, 731.0, 36.0], rK77ECiDFS, 5713013]
[paragraph, [767.0, 756.0, 731.0, 36.0], rK77ECiDFS, 5713013]
[paragraph, [767.0, 792.0, 731.0, 36.0], rK77ECiDFS, 5713013]
[paragraph, [767.0, 828.0, 731.0, 36.0], rK77ECiDFS, 5713013]
[paragraph, [767.0, 864.0, 731.0, 36.0], rK77ECiDFS, 5713013]
[paragraph, [767.0, 900.0, 731.0, 36.0], rK77ECiDFS, 5713013]
[paragraph, [767.0, 936.0, 731.0, 36.0], rK77ECiDFS, 5713013]
[paragraph, [767.0, 972.0, 731.0, 36.0], rK77ECiDFS, 5713013]
[paragraph, [767.0, 1008.0, 731.0, 36.0], rK77ECiDFS, 5713013]
[paragraph, [767.0, 1044.0, 731.0, 36.0], rK77ECiDFS, 5713013]
[paragraph, [767.0, 1080.0, 731.0, 36.0], rK77ECiDFS, 5713013]
[paragraph, [767.0, 1116.0, 731.0, 36.0], rK77ECiDFS, 5713013]
[paragraph, [767.0, 1152.0, 731.0, 36.0], rK77ECiDFS, 5713013]
[paragraph, [767.0, 1188.0, 731.0, 36.0], rK77ECiDFS, 5713013]
[paragraph, [767.0, 1224.0, 731.0, 36.0], rK77ECiDFS, 5713013]
[paragraph, [767.0, 1260.0, 731.0, 36.0], rK77ECiDFS, 5713013]
[paragraph, [767.0, 1296.0, 731.0, 36.0], rK77ECiDFS, 5713013]
[paragraph, [767.0, 1332.0, 731.0, 36.0], rK77ECiDFS, 5713013]
[paragraph, [59.0, 774.0, 708.0, 36.0], shoonya_4sZNEKBKXQYTLQ, 5713013]
[paragraph, [59.0, 810.0, 708.0, 36.0], shoonya_4sZNEKBKXQYTLQ, 5713013]
[paragraph, [52.0, 874.0, 714.0, 36.0], shoonya_5sVDX7WBSL1BB7, 5713013]
[paragraph, [53.0, 943.0, 719.0, 36.0], shoonya_6sH292CKJBSHC8, 5713013]
[paragraph, [53.0, 979.0, 719.0, 36.0], shoonya_6sH292CKJBSHC8, 5713013]
[paragraph, [53.0, 1015.0, 719.0, 36.0], shoonya_6sH292CKJBSHC8, 5713013]
[paragraph, [53.0, 1051.0, 719.0, 36.0], shoonya_6sH292CKJBSHC8, 5713013]
[paragraph, [53.0, 1087.0, 719.0, 36.0], shoonya_6sH292CKJBSHC8, 5713013]
[paragraph, [53.0, 1123.0, 719.0, 36.0], shoonya_6sH292CKJBSHC8, 5713013]
[paragraph, [53.0, 1159.0, 719.0, 36.0], shoonya_6sH292CKJBSHC8, 5713013]
[paragraph, [53.0, 1195.0, 719.0, 36.0], shoonya_6sH292CKJBSHC8, 5713013]
[paragraph, [53.0, 1231.0, 719.0, 36.0], shoonya_6sH292CKJBSHC8, 5713013]
[paragraph, [53.0, 1267.0, 719.0, 36.0], shoonya_6sH292CKJBSHC8, 5713013]
[paragraph, [53.0, 1303.0, 719.0, 36.0], shoonya_6sH292CKJBSHC8, 5713013]
[paragraph, [58.0, 1365.0, 713.0, 36.0], shoonya_7sIMNZK374JIKI, 5713013]
[paragraph, [58.0, 1401.0, 713.0, 36.0], shoonya_7sIMNZK374JIKI, 5713013]
[paragraph, [58.0, 1437.0, 713.0, 36.0], shoonya_7sIMNZK374JIKI, 5713013]
[paragraph, [58.0, 1473.0, 713.0, 36.0], shoonya_7sIMNZK374JIKI, 5713013]
[paragraph, [58.0, 1509.0, 713.0, 36.0], shoonya_7sIMNZK374JIKI, 5713013]
[paragraph, [58.0, 1545.0, 713.0, 36.0], shoonya_7sIMNZK374JIKI, 5713013]
[paragraph, [58.0, 1581.0, 713.0, 36.0], shoonya_7sIMNZK374JIKI, 5713013]
[paragraph, [58.0, 1617.0, 713.0, 36.0], shoonya_7sIMNZK374JIKI, 5713013]
[paragraph, [769.0, 1402.0, 723.0, 36.0], b4N82Rr7Xu, 5713013]
[paragraph, [769.0, 1438.0, 723.0, 36.0], b4N82Rr7Xu, 5713013]
[paragraph, [769.0, 1474.0, 723.0, 36.0], b4N82Rr7Xu, 5713013]
[paragraph, [769.0, 1510.0, 723.0, 36.0], b4N82Rr7Xu, 5713013]
[paragraph, [769.0, 1546.0, 723.0, 36.0], b4N82Rr7Xu, 5713013]
[paragraph, [775.0, 1605.0, 717.0, 36.0], bI8hpx4JdS, 5713013]
[paragraph, [775.0, 1641.0, 717.0, 36.0], bI8hpx4JdS, 5713013]
[paragraph, [775.0, 1677.0, 717.0, 36.0], bI8hpx4JdS, 5713013]
[paragraph, [775.0, 1713.0, 717.0, 36.0], bI8hpx4JdS, 5713013]
[paragraph, [775.0, 1749.0, 717.0, 36.0], bI8hpx4JdS, 5713013]
[paragraph, [775.0, 1785.0, 717.0, 36.0], bI8hpx4JdS, 5713013]
[paragraph, [775.0, 1821.0, 717.0, 36.0], bI8hpx4JdS, 5713013]
[paragraph, [775.0, 1857.0, 717.0, 36.0], bI8hpx4JdS, 5713013]
[paragraph, [775.0, 1893.0, 717.0, 36.0], bI8hpx4JdS, 5713013]
[paragraph, [42.0, 1658.0, 727.0, 36.0], shoonya_8sEG7USKG3J0NI, 5713013]
[paragraph, [42.0, 1694.0, 727.0, 36.0], shoonya_8sEG7USKG3J0NI, 5713013]
[paragraph, [45.0, 1759.0, 729.0, 36.0], shoonya_9s3Z66HMP8OV45, 5713013]
[paragraph, [48.0, 1828.0, 718.0, 36.0], shoonya_10s1HG5RQW2XI3, 5713013]
[paragraph, [53.0, 1895.0, 715.0, 36.0], shoonya_11s24N0WBW81SG, 5713013]
[paragraph, [53.0, 1931.0, 715.0, 36.0], shoonya_11s24N0WBW81SG, 5713013]
[paragraph, [831.0, 1935.0, 661.0, 36.0], OgNpI9A5EH, 5713013]
