[1823, 1375]
[folio, [577.0, 109.0, 202.0, 36.0], shoonya_4sW9FGTXRHBOOW, 5683768]
[paragraph, [695.0, 560.0, 580.0, 36.0], mAigbwLCvJ, 5683768]
[paragraph, [695.0, 596.0, 580.0, 36.0], mAigbwLCvJ, 5683768]
[paragraph, [695.0, 632.0, 580.0, 36.0], mAigbwLCvJ, 5683768]
[paragraph, [695.0, 668.0, 580.0, 36.0], mAigbwLCvJ, 5683768]
[paragraph, [695.0, 704.0, 580.0, 36.0], mAigbwLCvJ, 5683768]
[paragraph, [695.0, 740.0, 580.0, 36.0], mAigbwLCvJ, 5683768]
[paragraph, [695.0, 776.0, 580.0, 36.0], mAigbwLCvJ, 5683768]
[paragraph, [695.0, 812.0, 580.0, 36.0], mAigbwLCvJ, 5683768]
[paragraph, [695.0, 848.0, 580.0, 36.0], mAigbwLCvJ, 5683768]
[paragraph, [695.0, 884.0, 580.0, 36.0], mAigbwLCvJ, 5683768]
[paragraph, [695.0, 920.0, 580.0, 36.0], mAigbwLCvJ, 5683768]
[paragraph, [695.0, 956.0, 580.0, 36.0], mAigbwLCvJ, 5683768]
[paragraph, [695.0, 992.0, 580.0, 36.0], mAigbwLCvJ, 5683768]
[paragraph, [695.0, 1028.0, 580.0, 36.0], mAigbwLCvJ, 5683768]
[paragraph, [695.0, 1064.0, 580.0, 36.0], mAigbwLCvJ, 5683768]
[paragraph, [695.0, 1100.0, 580.0, 36.0], mAigbwLCvJ, 5683768]
[paragraph, [695.0, 1136.0, 580.0, 36.0], mAigbwLCvJ, 5683768]
[paragraph, [695.0, 1172.0, 580.0, 36.0], mAigbwLCvJ, 5683768]
[paragraph, [695.0, 1208.0, 580.0, 36.0], mAigbwLCvJ, 5683768]
[paragraph, [695.0, 1244.0, 580.0, 36.0], mAigbwLCvJ, 5683768]
[paragraph, [695.0, 1280.0, 580.0, 36.0], mAigbwLCvJ, 5683768]
[paragraph, [695.0, 1316.0, 580.0, 36.0], mAigbwLCvJ, 5683768]
[paragraph, [695.0, 1352.0, 580.0, 36.0], mAigbwLCvJ, 5683768]
[paragraph, [695.0, 1388.0, 580.0, 36.0], mAigbwLCvJ, 5683768]
[paragraph, [695.0, 1424.0, 580.0, 36.0], mAigbwLCvJ, 5683768]
[paragraph, [695.0, 1460.0, 580.0, 36.0], mAigbwLCvJ, 5683768]
[paragraph, [695.0, 1496.0, 580.0, 36.0], mAigbwLCvJ, 5683768]
[paragraph, [695.0, 1532.0, 580.0, 36.0], mAigbwLCvJ, 5683768]
[paragraph, [695.0, 1568.0, 580.0, 36.0], mAigbwLCvJ, 5683768]
[paragraph, [695.0, 1604.0, 580.0, 36.0], mAigbwLCvJ, 5683768]
[paragraph, [695.0, 1640.0, 580.0, 36.0], mAigbwLCvJ, 5683768]
[paragraph, [695.0, 1676.0, 580.0, 36.0], mAigbwLCvJ, 5683768]
[paragraph, [109.0, 1424.0, 576.0, 36.0], shoonya_1s3W3GCV5EB9KH, 5683768]
[paragraph, [109.0, 1460.0, 576.0, 36.0], shoonya_1s3W3GCV5EB9KH, 5683768]
[paragraph, [109.0, 1496.0, 576.0, 36.0], shoonya_1s3W3GCV5EB9KH, 5683768]
[paragraph, [109.0, 1532.0, 576.0, 36.0], shoonya_1s3W3GCV5EB9KH, 5683768]
[paragraph, [109.0, 1568.0, 576.0, 36.0], shoonya_1s3W3GCV5EB9KH, 5683768]
[paragraph, [109.0, 1604.0, 576.0, 36.0], shoonya_1s3W3GCV5EB9KH, 5683768]
[paragraph, [107.0, 1637.0, 578.0, 36.0], shoonya_2sO7T8EA3IC8NJ, 5683768]
[paragraph, [107.0, 1673.0, 578.0, 36.0], shoonya_2sO7T8EA3IC8NJ, 5683768]
