[1654, 1241]
[paragraph, [114.0, 107.0, 1015.0, 36.0], shoonya_0sMRQZSQMFZRZJ, 5730399]
[ordered-list, [93.0, 1278.0, 1040.0, 36.0], shoonya_4sSBM6A2VY2X19, 5730399]
[ordered-list, [93.0, 1314.0, 1040.0, 36.0], shoonya_4sSBM6A2VY2X19, 5730399]
[ordered-list, [93.0, 1350.0, 1040.0, 36.0], shoonya_4sSBM6A2VY2X19, 5730399]
[ordered-list, [93.0, 1386.0, 1040.0, 36.0], shoonya_4sSBM6A2VY2X19, 5730399]
[ordered-list, [93.0, 1422.0, 1040.0, 36.0], shoonya_4sSBM6A2VY2X19, 5730399]
[ordered-list, [93.0, 1458.0, 1040.0, 36.0], shoonya_4sSBM6A2VY2X19, 5730399]
[ordered-list, [93.0, 1494.0, 1040.0, 36.0], shoonya_4sSBM6A2VY2X19, 5730399]
[sub-ordered-list, [108.0, 482.0, 1022.0, 36.0], vlYPuDIE4-, 5730399]
[sub-ordered-list, [108.0, 518.0, 1022.0, 36.0], vlYPuDIE4-, 5730399]
[sub-ordered-list, [108.0, 554.0, 1022.0, 36.0], vlYPuDIE4-, 5730399]
[sub-ordered-list, [108.0, 590.0, 1022.0, 36.0], vlYPuDIE4-, 5730399]
[sub-ordered-list, [108.0, 626.0, 1022.0, 36.0], vlYPuDIE4-, 5730399]
[sub-ordered-list, [108.0, 662.0, 1022.0, 36.0], vlYPuDIE4-, 5730399]
[sub-ordered-list, [108.0, 698.0, 1022.0, 36.0], vlYPuDIE4-, 5730399]
[sub-ordered-list, [108.0, 734.0, 1022.0, 36.0], vlYPuDIE4-, 5730399]
[sub-ordered-list, [108.0, 770.0, 1022.0, 36.0], vlYPuDIE4-, 5730399]
[sub-ordered-list, [108.0, 806.0, 1022.0, 36.0], vlYPuDIE4-, 5730399]
[sub-ordered-list, [108.0, 842.0, 1022.0, 36.0], vlYPuDIE4-, 5730399]
[sub-ordered-list, [108.0, 878.0, 1022.0, 36.0], vlYPuDIE4-, 5730399]
[sub-ordered-list, [108.0, 914.0, 1022.0, 36.0], vlYPuDIE4-, 5730399]
[sub-ordered-list, [108.0, 950.0, 1022.0, 36.0], vlYPuDIE4-, 5730399]
[sub-ordered-list, [108.0, 986.0, 1022.0, 36.0], vlYPuDIE4-, 5730399]
[sub-ordered-list, [108.0, 1022.0, 1022.0, 36.0], vlYPuDIE4-, 5730399]
[sub-ordered-list, [108.0, 1058.0, 1022.0, 36.0], vlYPuDIE4-, 5730399]
[sub-ordered-list, [108.0, 1094.0, 1022.0, 36.0], vlYPuDIE4-, 5730399]
[sub-ordered-list, [108.0, 1130.0, 1022.0, 36.0], vlYPuDIE4-, 5730399]
[sub-ordered-list, [108.0, 1166.0, 1022.0, 36.0], vlYPuDIE4-, 5730399]
[sub-ordered-list, [108.0, 1202.0, 1022.0, 36.0], vlYPuDIE4-, 5730399]
[sub-ordered-list, [108.0, 1238.0, 1022.0, 36.0], vlYPuDIE4-, 5730399]
[sub-ordered-list, [108.0, 1274.0, 1022.0, 36.0], vlYPuDIE4-, 5730399]
[sub-ordered-list, [108.0, 1310.0, 1022.0, 36.0], vlYPuDIE4-, 5730399]
[sub-ordered-list, [108.0, 1346.0, 1022.0, 36.0], vlYPuDIE4-, 5730399]
[sub-ordered-list, [108.0, 1382.0, 1022.0, 36.0], vlYPuDIE4-, 5730399]
[sub-ordered-list, [108.0, 1418.0, 1022.0, 36.0], vlYPuDIE4-, 5730399]
[sub-ordered-list, [108.0, 1454.0, 1022.0, 36.0], vlYPuDIE4-, 5730399]
[sub-ordered-list, [108.0, 1490.0, 1022.0, 36.0], vlYPuDIE4-, 5730399]
