[1326, 829]
[folio, [346.0, 73.0, 135.0, 18.0], JMDQ_XMLf1, 5770718]
[paragraph, [415.0, 1160.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 1178.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 1196.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 1214.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 1232.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [76.0, 1136.0, 335.0, 18.0], y1u3qvDTyw, 5770718]
[paragraph, [76.0, 1154.0, 335.0, 18.0], y1u3qvDTyw, 5770718]
[paragraph, [76.0, 1172.0, 335.0, 18.0], y1u3qvDTyw, 5770718]
[paragraph, [76.0, 1190.0, 335.0, 18.0], y1u3qvDTyw, 5770718]
[paragraph, [76.0, 1208.0, 335.0, 18.0], y1u3qvDTyw, 5770718]
[paragraph, [76.0, 1226.0, 335.0, 18.0], y1u3qvDTyw, 5770718]
