[1754, 1240]
[folio, [596.0, 18.0, 223.0, 36.0], WUZFVefBHY, 5722672]
[paragraph, [466.0, 1167.0, 298.0, 36.0], shoonya_1sWS0NJD2VLSOI, 5722672]
[paragraph, [466.0, 1203.0, 298.0, 36.0], shoonya_1sWS0NJD2VLSOI, 5722672]
[paragraph, [466.0, 1239.0, 298.0, 36.0], shoonya_1sWS0NJD2VLSOI, 5722672]
[paragraph, [466.0, 1275.0, 298.0, 36.0], shoonya_1sWS0NJD2VLSOI, 5722672]
[paragraph, [466.0, 1311.0, 298.0, 36.0], shoonya_1sWS0NJD2VLSOI, 5722672]
[paragraph, [466.0, 1347.0, 298.0, 36.0], shoonya_1sWS0NJD2VLSOI, 5722672]
[paragraph, [466.0, 1383.0, 298.0, 36.0], shoonya_1sWS0NJD2VLSOI, 5722672]
[paragraph, [153.0, 855.0, 298.0, 36.0], shoonya_4s7UIQMX5L3VIN, 5722672]
[paragraph, [153.0, 891.0, 298.0, 36.0], shoonya_4s7UIQMX5L3VIN, 5722672]
[paragraph, [153.0, 927.0, 298.0, 36.0], shoonya_4s7UIQMX5L3VIN, 5722672]
[paragraph, [153.0, 963.0, 298.0, 36.0], shoonya_4s7UIQMX5L3VIN, 5722672]
[paragraph, [153.0, 999.0, 298.0, 36.0], shoonya_4s7UIQMX5L3VIN, 5722672]
[paragraph, [153.0, 1035.0, 298.0, 36.0], shoonya_4s7UIQMX5L3VIN, 5722672]
[paragraph, [153.0, 1071.0, 298.0, 36.0], shoonya_4s7UIQMX5L3VIN, 5722672]
[paragraph, [153.0, 1107.0, 298.0, 36.0], shoonya_4s7UIQMX5L3VIN, 5722672]
[paragraph, [153.0, 1143.0, 298.0, 36.0], shoonya_4s7UIQMX5L3VIN, 5722672]
[paragraph, [153.0, 1179.0, 298.0, 36.0], shoonya_4s7UIQMX5L3VIN, 5722672]
[paragraph, [153.0, 1215.0, 298.0, 36.0], shoonya_4s7UIQMX5L3VIN, 5722672]
[paragraph, [153.0, 1251.0, 298.0, 36.0], shoonya_4s7UIQMX5L3VIN, 5722672]
[paragraph, [153.0, 1287.0, 298.0, 36.0], shoonya_4s7UIQMX5L3VIN, 5722672]
[figure-caption, [786.0, 1155.0, 283.0, 36.0], QxfW2yWUlN, 5722672]
[figure-caption, [786.0, 1191.0, 283.0, 36.0], QxfW2yWUlN, 5722672]
[figure-caption, [786.0, 1227.0, 283.0, 36.0], QxfW2yWUlN, 5722672]
[figure-caption, [786.0, 1263.0, 283.0, 36.0], QxfW2yWUlN, 5722672]
[figure-caption, [786.0, 1299.0, 283.0, 36.0], QxfW2yWUlN, 5722672]
[paragraph, [154.0, 1345.0, 296.0, 36.0], shoonya_7sAJ1BRXXOH3DJ, 5722672]
[paragraph, [154.0, 1381.0, 296.0, 36.0], shoonya_7sAJ1BRXXOH3DJ, 5722672]
[footnote, [791.0, 1352.0, 266.0, 36.0], fS26CQ6Hty, 5722672]
[footnote, [791.0, 1388.0, 266.0, 36.0], fS26CQ6Hty, 5722672]
[website-link, [48.0, 1690.0, 344.0, 18.0], JhKXSLw-je, 5722672]
[website-link, [48.0, 1708.0, 344.0, 18.0], JhKXSLw-je, 5722672]
