[1326, 829]
[folio, [322.0, 77.0, 149.0, 18.0], 2djnIc3CdZ, 5770364]
[paragraph, [415.0, 784.0, 335.0, 18.0], VJCiUcOkm0, 5770364]
[paragraph, [415.0, 802.0, 335.0, 18.0], VJCiUcOkm0, 5770364]
[paragraph, [415.0, 820.0, 335.0, 18.0], VJCiUcOkm0, 5770364]
[paragraph, [415.0, 838.0, 335.0, 18.0], VJCiUcOkm0, 5770364]
[paragraph, [415.0, 856.0, 335.0, 18.0], VJCiUcOkm0, 5770364]
[paragraph, [415.0, 874.0, 335.0, 18.0], VJCiUcOkm0, 5770364]
[paragraph, [415.0, 892.0, 335.0, 18.0], VJCiUcOkm0, 5770364]
[paragraph, [415.0, 910.0, 335.0, 18.0], VJCiUcOkm0, 5770364]
[paragraph, [415.0, 928.0, 335.0, 18.0], VJCiUcOkm0, 5770364]
[paragraph, [415.0, 946.0, 335.0, 18.0], VJCiUcOkm0, 5770364]
[paragraph, [415.0, 964.0, 335.0, 18.0], VJCiUcOkm0, 5770364]
[paragraph, [419.0, 984.0, 336.0, 18.0], Y9ei52XlRX, 5770364]
[paragraph, [419.0, 1002.0, 336.0, 18.0], Y9ei52XlRX, 5770364]
[paragraph, [419.0, 1020.0, 336.0, 18.0], Y9ei52XlRX, 5770364]
[paragraph, [419.0, 1038.0, 336.0, 18.0], Y9ei52XlRX, 5770364]
[paragraph, [419.0, 1056.0, 336.0, 18.0], Y9ei52XlRX, 5770364]
[paragraph, [419.0, 1074.0, 336.0, 18.0], Y9ei52XlRX, 5770364]
[paragraph, [419.0, 1092.0, 336.0, 18.0], Y9ei52XlRX, 5770364]
[paragraph, [419.0, 1110.0, 336.0, 18.0], Y9ei52XlRX, 5770364]
[paragraph, [419.0, 1128.0, 336.0, 18.0], Y9ei52XlRX, 5770364]
[paragraph, [419.0, 1146.0, 336.0, 18.0], Y9ei52XlRX, 5770364]
[paragraph, [419.0, 1164.0, 336.0, 18.0], Y9ei52XlRX, 5770364]
[paragraph, [419.0, 1182.0, 336.0, 18.0], Y9ei52XlRX, 5770364]
[paragraph, [419.0, 1200.0, 336.0, 18.0], Y9ei52XlRX, 5770364]
[paragraph, [72.0, 1163.0, 338.0, 18.0], YhRtRDO_lQ, 5770364]
[paragraph, [72.0, 1181.0, 338.0, 18.0], YhRtRDO_lQ, 5770364]
[paragraph, [72.0, 1199.0, 338.0, 18.0], YhRtRDO_lQ, 5770364]
