[1320, 1176]
[folio, [920.0, 65.0, 174.0, 18.0], shoonya_10sCUWO0GMDAV9, 5694275]
[paragraph, [756.0, 1112.0, 324.0, 18.0], shoonya_3sH07OO7BFULDC, 5694275]
[paragraph, [756.0, 1130.0, 324.0, 18.0], shoonya_3sH07OO7BFULDC, 5694275]
[paragraph, [756.0, 1148.0, 324.0, 18.0], shoonya_3sH07OO7BFULDC, 5694275]
[paragraph, [756.0, 1166.0, 324.0, 18.0], shoonya_3sH07OO7BFULDC, 5694275]
[paragraph, [756.0, 1184.0, 324.0, 18.0], shoonya_3sH07OO7BFULDC, 5694275]
[paragraph, [756.0, 1202.0, 324.0, 18.0], shoonya_3sH07OO7BFULDC, 5694275]
[paragraph, [756.0, 1220.0, 324.0, 18.0], shoonya_3sH07OO7BFULDC, 5694275]
[paragraph, [413.0, 1099.0, 321.0, 18.0], shoonya_7s9UXB9XRL8MDB, 5694275]
[paragraph, [413.0, 1117.0, 321.0, 18.0], shoonya_7s9UXB9XRL8MDB, 5694275]
[paragraph, [413.0, 1135.0, 321.0, 18.0], shoonya_7s9UXB9XRL8MDB, 5694275]
[paragraph, [413.0, 1153.0, 321.0, 18.0], shoonya_7s9UXB9XRL8MDB, 5694275]
[paragraph, [413.0, 1171.0, 321.0, 18.0], shoonya_7s9UXB9XRL8MDB, 5694275]
[paragraph, [413.0, 1189.0, 321.0, 18.0], shoonya_7s9UXB9XRL8MDB, 5694275]
[paragraph, [413.0, 1207.0, 321.0, 18.0], shoonya_7s9UXB9XRL8MDB, 5694275]
