[1326, 829]
[folio, [350.0, 72.0, 146.0, 18.0], CPEquejHPO, 5770620]
[paragraph, [69.0, 614.0, 345.0, 18.0], Fr8KK0K-u2, 5770620]
[paragraph, [69.0, 632.0, 345.0, 18.0], Fr8KK0K-u2, 5770620]
[paragraph, [69.0, 650.0, 345.0, 18.0], Fr8KK0K-u2, 5770620]
[paragraph, [69.0, 668.0, 345.0, 18.0], Fr8KK0K-u2, 5770620]
[paragraph, [69.0, 686.0, 345.0, 18.0], Fr8KK0K-u2, 5770620]
[paragraph, [69.0, 704.0, 345.0, 18.0], Fr8KK0K-u2, 5770620]
[paragraph, [69.0, 722.0, 345.0, 18.0], Fr8KK0K-u2, 5770620]
[paragraph, [69.0, 740.0, 345.0, 18.0], Fr8KK0K-u2, 5770620]
[paragraph, [73.0, 773.0, 336.0, 18.0], F4Y0DpUAK4, 5770620]
[paragraph, [73.0, 791.0, 336.0, 18.0], F4Y0DpUAK4, 5770620]
[paragraph, [73.0, 809.0, 336.0, 18.0], F4Y0DpUAK4, 5770620]
[paragraph, [73.0, 827.0, 336.0, 18.0], F4Y0DpUAK4, 5770620]
[paragraph, [73.0, 845.0, 336.0, 18.0], F4Y0DpUAK4, 5770620]
[paragraph, [73.0, 863.0, 336.0, 18.0], F4Y0DpUAK4, 5770620]
[paragraph, [73.0, 881.0, 336.0, 18.0], F4Y0DpUAK4, 5770620]
[paragraph, [73.0, 899.0, 336.0, 18.0], F4Y0DpUAK4, 5770620]
[paragraph, [73.0, 917.0, 336.0, 18.0], F4Y0DpUAK4, 5770620]
[paragraph, [73.0, 935.0, 336.0, 18.0], F4Y0DpUAK4, 5770620]
[paragraph, [73.0, 953.0, 336.0, 18.0], F4Y0DpUAK4, 5770620]
[paragraph, [73.0, 971.0, 336.0, 18.0], F4Y0DpUAK4, 5770620]
[paragraph, [73.0, 989.0, 336.0, 18.0], F4Y0DpUAK4, 5770620]
[paragraph, [73.0, 1007.0, 336.0, 18.0], F4Y0DpUAK4, 5770620]
[paragraph, [73.0, 1025.0, 336.0, 18.0], F4Y0DpUAK4, 5770620]
[paragraph, [73.0, 1043.0, 336.0, 18.0], F4Y0DpUAK4, 5770620]
[paragraph, [73.0, 1061.0, 336.0, 18.0], F4Y0DpUAK4, 5770620]
[paragraph, [415.0, 910.0, 353.0, 18.0], k0Dr629jmo, 5770620]
[paragraph, [415.0, 928.0, 353.0, 18.0], k0Dr629jmo, 5770620]
[paragraph, [415.0, 946.0, 353.0, 18.0], k0Dr629jmo, 5770620]
[paragraph, [415.0, 964.0, 353.0, 18.0], k0Dr629jmo, 5770620]
[paragraph, [415.0, 982.0, 353.0, 18.0], k0Dr629jmo, 5770620]
[paragraph, [415.0, 1000.0, 353.0, 18.0], k0Dr629jmo, 5770620]
[paragraph, [415.0, 1018.0, 353.0, 18.0], k0Dr629jmo, 5770620]
[paragraph, [415.0, 1036.0, 353.0, 18.0], k0Dr629jmo, 5770620]
[paragraph, [415.0, 1054.0, 353.0, 18.0], k0Dr629jmo, 5770620]
[paragraph, [415.0, 1072.0, 353.0, 18.0], k0Dr629jmo, 5770620]
[footnote, [107.0, 1101.0, 575.0, 18.0], lrq3dthhjk, 5770620]
[footnote, [107.0, 1119.0, 575.0, 18.0], lrq3dthhjk, 5770620]
[footnote, [107.0, 1137.0, 575.0, 18.0], lrq3dthhjk, 5770620]
[footnote, [107.0, 1155.0, 575.0, 18.0], lrq3dthhjk, 5770620]
[footnote, [107.0, 1173.0, 575.0, 18.0], lrq3dthhjk, 5770620]
[footnote, [107.0, 1191.0, 575.0, 18.0], lrq3dthhjk, 5770620]
[footnote, [107.0, 1209.0, 575.0, 18.0], lrq3dthhjk, 5770620]
[footnote, [107.0, 1227.0, 575.0, 18.0], lrq3dthhjk, 5770620]
[footnote, [107.0, 1245.0, 575.0, 18.0], lrq3dthhjk, 5770620]
[jumpline, [553.0, 1182.0, 72.0, 18.0], BXxaYyIIeo, 5770620]
[jumpline, [602.0, 1221.0, 66.0, 18.0], eurO2-E0py, 5770620]
