[1625, 1211]
[paragraph, [783.0, 81.0, 350.0, 36.0], Ee_juqHXBT, 5742246]
[paragraph, [71.0, 866.0, 346.0, 36.0], shoonya_0sEKUXP4XRPFS3, 5742246]
[paragraph, [71.0, 902.0, 346.0, 36.0], shoonya_0sEKUXP4XRPFS3, 5742246]
[paragraph, [71.0, 938.0, 346.0, 36.0], shoonya_0sEKUXP4XRPFS3, 5742246]
[paragraph, [71.0, 974.0, 346.0, 36.0], shoonya_0sEKUXP4XRPFS3, 5742246]
[paragraph, [71.0, 1010.0, 346.0, 36.0], shoonya_0sEKUXP4XRPFS3, 5742246]
[paragraph, [71.0, 1046.0, 346.0, 36.0], shoonya_0sEKUXP4XRPFS3, 5742246]
[paragraph, [71.0, 1082.0, 346.0, 36.0], shoonya_0sEKUXP4XRPFS3, 5742246]
[paragraph, [71.0, 1118.0, 346.0, 36.0], shoonya_0sEKUXP4XRPFS3, 5742246]
[paragraph, [71.0, 1154.0, 346.0, 36.0], shoonya_0sEKUXP4XRPFS3, 5742246]
[paragraph, [71.0, 1190.0, 346.0, 36.0], shoonya_0sEKUXP4XRPFS3, 5742246]
[paragraph, [71.0, 1226.0, 346.0, 36.0], shoonya_0sEKUXP4XRPFS3, 5742246]
[paragraph, [71.0, 1262.0, 346.0, 36.0], shoonya_0sEKUXP4XRPFS3, 5742246]
[paragraph, [872.0, 662.0, 257.0, 36.0], Ip_ZTlM1iF, 5742246]
[paragraph, [872.0, 698.0, 257.0, 36.0], Ip_ZTlM1iF, 5742246]
[paragraph, [778.0, 776.0, 350.0, 36.0], wGyJSEqoo3, 5742246]
[paragraph, [778.0, 812.0, 350.0, 36.0], wGyJSEqoo3, 5742246]
[paragraph, [778.0, 848.0, 350.0, 36.0], wGyJSEqoo3, 5742246]
[paragraph, [778.0, 884.0, 350.0, 36.0], wGyJSEqoo3, 5742246]
[paragraph, [778.0, 920.0, 350.0, 36.0], wGyJSEqoo3, 5742246]
[paragraph, [778.0, 956.0, 350.0, 36.0], wGyJSEqoo3, 5742246]
[paragraph, [778.0, 992.0, 350.0, 36.0], wGyJSEqoo3, 5742246]
[paragraph, [778.0, 1028.0, 350.0, 36.0], wGyJSEqoo3, 5742246]
[paragraph, [778.0, 1064.0, 350.0, 36.0], wGyJSEqoo3, 5742246]
[paragraph, [778.0, 1100.0, 350.0, 36.0], wGyJSEqoo3, 5742246]
[paragraph, [778.0, 1136.0, 350.0, 36.0], wGyJSEqoo3, 5742246]
[paragraph, [778.0, 1172.0, 350.0, 36.0], wGyJSEqoo3, 5742246]
[paragraph, [778.0, 1208.0, 350.0, 36.0], wGyJSEqoo3, 5742246]
[paragraph, [778.0, 1244.0, 350.0, 36.0], wGyJSEqoo3, 5742246]
[paragraph, [778.0, 1280.0, 350.0, 36.0], wGyJSEqoo3, 5742246]
[paragraph, [778.0, 1316.0, 350.0, 36.0], wGyJSEqoo3, 5742246]
[paragraph, [778.0, 1352.0, 350.0, 36.0], wGyJSEqoo3, 5742246]
[paragraph, [778.0, 1388.0, 350.0, 36.0], wGyJSEqoo3, 5742246]
[paragraph, [778.0, 1424.0, 350.0, 36.0], wGyJSEqoo3, 5742246]
[paragraph, [548.0, 1046.0, 219.0, 36.0], e3N8fC_OXS, 5742246]
[paragraph, [548.0, 1082.0, 219.0, 36.0], e3N8fC_OXS, 5742246]
[paragraph, [436.0, 1151.0, 335.0, 36.0], shoonya_2sBR0OCGAQP9JV, 5742246]
[paragraph, [436.0, 1187.0, 335.0, 36.0], shoonya_2sBR0OCGAQP9JV, 5742246]
[paragraph, [436.0, 1223.0, 335.0, 36.0], shoonya_2sBR0OCGAQP9JV, 5742246]
[paragraph, [436.0, 1259.0, 335.0, 36.0], shoonya_2sBR0OCGAQP9JV, 5742246]
[paragraph, [436.0, 1295.0, 335.0, 36.0], shoonya_2sBR0OCGAQP9JV, 5742246]
[paragraph, [436.0, 1331.0, 335.0, 36.0], shoonya_2sBR0OCGAQP9JV, 5742246]
[paragraph, [436.0, 1367.0, 335.0, 36.0], shoonya_2sBR0OCGAQP9JV, 5742246]
[paragraph, [436.0, 1403.0, 335.0, 36.0], shoonya_2sBR0OCGAQP9JV, 5742246]
[paragraph, [436.0, 1439.0, 335.0, 36.0], shoonya_2sBR0OCGAQP9JV, 5742246]
[paragraph, [190.0, 1337.0, 229.0, 36.0], Ty2F94rc95, 5742246]
[paragraph, [190.0, 1373.0, 229.0, 36.0], Ty2F94rc95, 5742246]
[paragraph, [71.0, 1431.0, 355.0, 36.0], utqNkdFsq7, 5742246]
[folio, [436.0, 1501.0, 107.0, 36.0], T8KHnq-ifT, 5742246]
[folio, [87.0, 1502.0, 126.0, 36.0], uFkhFGkMA6, 5742246]
