[842, 596]
[ordered-list, [66.0, 54.0, 481.0, 18.0], shoonya_0s6D8TT91RBTJH, 5658574]
[sub-ordered-list, [73.0, 556.0, 454.0, 18.0], shoonya_4sPHHS7X0DF1DQ, 5658574]
[sub-ordered-list, [73.0, 574.0, 454.0, 18.0], shoonya_4sPHHS7X0DF1DQ, 5658574]
[sub-ordered-list, [73.0, 592.0, 454.0, 18.0], shoonya_4sPHHS7X0DF1DQ, 5658574]
[sub-ordered-list, [73.0, 610.0, 454.0, 18.0], shoonya_4sPHHS7X0DF1DQ, 5658574]
[sub-ordered-list, [73.0, 628.0, 454.0, 18.0], shoonya_4sPHHS7X0DF1DQ, 5658574]
[sub-ordered-list, [73.0, 646.0, 454.0, 18.0], shoonya_4sPHHS7X0DF1DQ, 5658574]
[sub-ordered-list, [73.0, 664.0, 454.0, 18.0], shoonya_4sPHHS7X0DF1DQ, 5658574]
[sub-ordered-list, [73.0, 682.0, 454.0, 18.0], shoonya_4sPHHS7X0DF1DQ, 5658574]
[sub-ordered-list, [73.0, 700.0, 454.0, 18.0], shoonya_4sPHHS7X0DF1DQ, 5658574]
[sub-ordered-list, [73.0, 718.0, 454.0, 18.0], shoonya_4sPHHS7X0DF1DQ, 5658574]
[footnote, [76.0, 777.0, 468.0, 18.0], 1S5XBBlAAG, 5658574]
