[3968, 2806]
[headline, [1182.0, 191.0, 1215.0, 52.5], bHy7dyPUEe, 5683469]
[paragraph, [142.0, 1981.0, 1328.0, 52.5], shoonya_1s1K5X00R7Z9N9, 5683469]
[paragraph, [142.0, 2033.5, 1328.0, 52.5], shoonya_1s1K5X00R7Z9N9, 5683469]
[paragraph, [142.0, 2086.0, 1328.0, 52.5], shoonya_1s1K5X00R7Z9N9, 5683469]
[paragraph, [142.0, 2138.5, 1328.0, 52.5], shoonya_1s1K5X00R7Z9N9, 5683469]
[paragraph, [142.0, 2191.0, 1328.0, 52.5], shoonya_1s1K5X00R7Z9N9, 5683469]
[paragraph, [142.0, 2243.5, 1328.0, 52.5], shoonya_1s1K5X00R7Z9N9, 5683469]
[paragraph, [142.0, 2296.0, 1328.0, 52.5], shoonya_1s1K5X00R7Z9N9, 5683469]
[paragraph, [142.0, 2348.5, 1328.0, 52.5], shoonya_1s1K5X00R7Z9N9, 5683469]
[paragraph, [142.0, 2401.0, 1328.0, 52.5], shoonya_1s1K5X00R7Z9N9, 5683469]
[paragraph, [142.0, 2453.5, 1328.0, 52.5], shoonya_1s1K5X00R7Z9N9, 5683469]
[paragraph, [142.0, 2506.0, 1328.0, 52.5], shoonya_1s1K5X00R7Z9N9, 5683469]
[paragraph, [142.0, 2558.5, 1328.0, 52.5], shoonya_1s1K5X00R7Z9N9, 5683469]
[paragraph, [142.0, 2611.0, 1328.0, 52.5], shoonya_1s1K5X00R7Z9N9, 5683469]
[paragraph, [142.0, 2663.5, 1328.0, 52.5], shoonya_1s1K5X00R7Z9N9, 5683469]
[paragraph, [142.0, 2716.0, 1328.0, 52.5], shoonya_1s1K5X00R7Z9N9, 5683469]
[paragraph, [142.0, 2768.5, 1328.0, 52.5], shoonya_1s1K5X00R7Z9N9, 5683469]
[paragraph, [142.0, 2821.0, 1328.0, 52.5], shoonya_1s1K5X00R7Z9N9, 5683469]
[paragraph, [1505.0, 1562.0, 1135.0, 52.5], shoonya_4sE81UL1BWHYRI, 5683469]
[paragraph, [1505.0, 1614.5, 1135.0, 52.5], shoonya_4sE81UL1BWHYRI, 5683469]
[paragraph, [1505.0, 1667.0, 1135.0, 52.5], shoonya_4sE81UL1BWHYRI, 5683469]
[paragraph, [1505.0, 1719.5, 1135.0, 52.5], shoonya_4sE81UL1BWHYRI, 5683469]
[paragraph, [1505.0, 1772.0, 1135.0, 52.5], shoonya_4sE81UL1BWHYRI, 5683469]
[paragraph, [1505.0, 1824.5, 1135.0, 52.5], shoonya_4sE81UL1BWHYRI, 5683469]
[paragraph, [1505.0, 1877.0, 1135.0, 52.5], shoonya_4sE81UL1BWHYRI, 5683469]
[paragraph, [1505.0, 1929.5, 1135.0, 52.5], shoonya_4sE81UL1BWHYRI, 5683469]
[paragraph, [1515.0, 2059.0, 1132.0, 52.5], fovv564bUa, 5683469]
[paragraph, [1515.0, 2111.5, 1132.0, 52.5], fovv564bUa, 5683469]
[paragraph, [1515.0, 2164.0, 1132.0, 52.5], fovv564bUa, 5683469]
[paragraph, [1515.0, 2216.5, 1132.0, 52.5], fovv564bUa, 5683469]
[paragraph, [1515.0, 2269.0, 1132.0, 52.5], fovv564bUa, 5683469]
[paragraph, [1515.0, 2321.5, 1132.0, 52.5], fovv564bUa, 5683469]
[paragraph, [1515.0, 2374.0, 1132.0, 52.5], fovv564bUa, 5683469]
[paragraph, [1515.0, 2426.5, 1132.0, 52.5], fovv564bUa, 5683469]
[paragraph, [1515.0, 2479.0, 1132.0, 52.5], fovv564bUa, 5683469]
[paragraph, [1515.0, 2531.5, 1132.0, 52.5], fovv564bUa, 5683469]
[paragraph, [1515.0, 2584.0, 1132.0, 52.5], fovv564bUa, 5683469]
[paragraph, [1515.0, 2636.5, 1132.0, 52.5], fovv564bUa, 5683469]
[paragraph, [1515.0, 2689.0, 1132.0, 52.5], fovv564bUa, 5683469]
[paragraph, [1515.0, 2741.5, 1132.0, 52.5], fovv564bUa, 5683469]
[paragraph, [1515.0, 2794.0, 1132.0, 52.5], fovv564bUa, 5683469]
[paragraph, [1515.0, 2846.5, 1132.0, 52.5], fovv564bUa, 5683469]
[paragraph, [1515.0, 2899.0, 1132.0, 52.5], fovv564bUa, 5683469]
[paragraph, [1515.0, 2951.5, 1132.0, 52.5], fovv564bUa, 5683469]
[paragraph, [1515.0, 3004.0, 1132.0, 52.5], fovv564bUa, 5683469]
[paragraph, [1515.0, 3056.5, 1132.0, 52.5], fovv564bUa, 5683469]
[paragraph, [1515.0, 3109.0, 1132.0, 52.5], fovv564bUa, 5683469]
[paragraph, [1515.0, 3161.5, 1132.0, 52.5], fovv564bUa, 5683469]
[paragraph, [1515.0, 3214.0, 1132.0, 52.5], fovv564bUa, 5683469]
[paragraph, [1515.0, 3266.5, 1132.0, 52.5], fovv564bUa, 5683469]
[paragraph, [1515.0, 3319.0, 1132.0, 52.5], fovv564bUa, 5683469]
[paragraph, [1515.0, 3371.5, 1132.0, 52.5], fovv564bUa, 5683469]
[paragraph, [1515.0, 3424.0, 1132.0, 52.5], fovv564bUa, 5683469]
[paragraph, [1515.0, 3476.5, 1132.0, 52.5], fovv564bUa, 5683469]
[paragraph, [1515.0, 3529.0, 1132.0, 52.5], fovv564bUa, 5683469]
[paragraph, [1515.0, 3581.5, 1132.0, 52.5], fovv564bUa, 5683469]
[paragraph, [1515.0, 3634.0, 1132.0, 52.5], fovv564bUa, 5683469]
[paragraph, [1515.0, 3686.5, 1132.0, 52.5], fovv564bUa, 5683469]
[paragraph, [172.0, 2906.0, 1298.0, 52.5], shoonya_2s92YKPMBSC6YA, 5683469]
[paragraph, [172.0, 2958.5, 1298.0, 52.5], shoonya_2s92YKPMBSC6YA, 5683469]
[paragraph, [172.0, 3011.0, 1298.0, 52.5], shoonya_2s92YKPMBSC6YA, 5683469]
[paragraph, [172.0, 3063.5, 1298.0, 52.5], shoonya_2s92YKPMBSC6YA, 5683469]
[paragraph, [172.0, 3116.0, 1298.0, 52.5], shoonya_2s92YKPMBSC6YA, 5683469]
[paragraph, [172.0, 3168.5, 1298.0, 52.5], shoonya_2s92YKPMBSC6YA, 5683469]
[paragraph, [172.0, 3221.0, 1298.0, 52.5], shoonya_2s92YKPMBSC6YA, 5683469]
[paragraph, [169.0, 3310.0, 1308.0, 52.5], shoonya_3sKV6PBJ25HS7S, 5683469]
[paragraph, [169.0, 3362.5, 1308.0, 52.5], shoonya_3sKV6PBJ25HS7S, 5683469]
[paragraph, [169.0, 3415.0, 1308.0, 52.5], shoonya_3sKV6PBJ25HS7S, 5683469]
[paragraph, [169.0, 3467.5, 1308.0, 52.5], shoonya_3sKV6PBJ25HS7S, 5683469]
[paragraph, [169.0, 3520.0, 1308.0, 52.5], shoonya_3sKV6PBJ25HS7S, 5683469]
[paragraph, [169.0, 3572.5, 1308.0, 52.5], shoonya_3sKV6PBJ25HS7S, 5683469]
[paragraph, [169.0, 3625.0, 1308.0, 52.5], shoonya_3sKV6PBJ25HS7S, 5683469]
[paragraph, [169.0, 3677.5, 1308.0, 52.5], shoonya_3sKV6PBJ25HS7S, 5683469]
[folio, [269.0, 3818.0, 699.0, 52.5], zkCjJQ9GBa, 5683469]
