[792, 612]
[paragraph, [76.0, 7.0, 146.0, 18.0], shoonya_13sFK85VZ7E5WW, 6515068]
[paragraph, [230.0, 422.0, 150.0, 18.0], shoonya_18sJ63FXA6BTRG, 6515068]
[paragraph, [230.0, 440.0, 150.0, 18.0], shoonya_18sJ63FXA6BTRG, 6515068]
[paragraph, [230.0, 458.0, 150.0, 18.0], shoonya_18sJ63FXA6BTRG, 6515068]
[paragraph, [230.0, 476.0, 150.0, 18.0], shoonya_18sJ63FXA6BTRG, 6515068]
[paragraph, [230.0, 494.0, 150.0, 18.0], shoonya_18sJ63FXA6BTRG, 6515068]
[paragraph, [230.0, 512.0, 150.0, 18.0], shoonya_18sJ63FXA6BTRG, 6515068]
[paragraph, [230.0, 530.0, 150.0, 18.0], shoonya_18sJ63FXA6BTRG, 6515068]
[paragraph, [230.0, 548.0, 150.0, 18.0], shoonya_18sJ63FXA6BTRG, 6515068]
[paragraph, [230.0, 566.0, 150.0, 18.0], shoonya_18sJ63FXA6BTRG, 6515068]
[paragraph, [230.0, 584.0, 150.0, 18.0], shoonya_18sJ63FXA6BTRG, 6515068]
[paragraph, [230.0, 602.0, 150.0, 18.0], shoonya_18sJ63FXA6BTRG, 6515068]
[paragraph, [388.0, 388.0, 147.0, 18.0], shoonya_6sLYY913XUUZER, 6515068]
[paragraph, [388.0, 406.0, 147.0, 18.0], shoonya_6sLYY913XUUZER, 6515068]
[paragraph, [388.0, 424.0, 147.0, 18.0], shoonya_6sLYY913XUUZER, 6515068]
[paragraph, [388.0, 442.0, 147.0, 18.0], shoonya_6sLYY913XUUZER, 6515068]
[paragraph, [77.0, 419.0, 149.0, 18.0], shoonya_16sVPKKMSB63LA, 6515068]
[paragraph, [77.0, 460.0, 146.0, 18.0], shoonya_11sJ6T99TESLZ6, 6515068]
[paragraph, [77.0, 478.0, 146.0, 18.0], shoonya_11sJ6T99TESLZ6, 6515068]
[paragraph, [77.0, 496.0, 146.0, 18.0], shoonya_11sJ6T99TESLZ6, 6515068]
[paragraph, [77.0, 514.0, 146.0, 18.0], shoonya_11sJ6T99TESLZ6, 6515068]
[paragraph, [77.0, 532.0, 146.0, 18.0], shoonya_11sJ6T99TESLZ6, 6515068]
[paragraph, [77.0, 550.0, 146.0, 18.0], shoonya_11sJ6T99TESLZ6, 6515068]
[paragraph, [77.0, 568.0, 146.0, 18.0], shoonya_11sJ6T99TESLZ6, 6515068]
[paragraph, [77.0, 586.0, 146.0, 18.0], shoonya_11sJ6T99TESLZ6, 6515068]
[paragraph, [77.0, 604.0, 146.0, 18.0], shoonya_11sJ6T99TESLZ6, 6515068]
[paragraph, [389.0, 473.0, 145.0, 18.0], shoonya_15sZZNCA5ZVBOT, 6515068]
[paragraph, [389.0, 491.0, 145.0, 18.0], shoonya_15sZZNCA5ZVBOT, 6515068]
[paragraph, [387.0, 515.0, 148.0, 18.0], shoonya_9s3VCRJTJDW241, 6515068]
[paragraph, [387.0, 533.0, 148.0, 18.0], shoonya_9s3VCRJTJDW241, 6515068]
[paragraph, [387.0, 551.0, 148.0, 18.0], shoonya_9s3VCRJTJDW241, 6515068]
[paragraph, [387.0, 569.0, 148.0, 18.0], shoonya_9s3VCRJTJDW241, 6515068]
[paragraph, [387.0, 587.0, 148.0, 18.0], shoonya_9s3VCRJTJDW241, 6515068]
[paragraph, [387.0, 605.0, 148.0, 18.0], shoonya_9s3VCRJTJDW241, 6515068]
