[596, 840]
[unordered-list, [451.0, 30.0, 164.0, 18.0], shoonya_22sJHBYRWHHUWH, 5705007]
[unordered-list, [212.0, 426.0, 168.0, 18.0], shoonya_14sQT5WHN67PSA, 5705007]
[unordered-list, [212.0, 444.0, 168.0, 18.0], shoonya_14sQT5WHN67PSA, 5705007]
[unordered-list, [212.0, 462.0, 168.0, 18.0], shoonya_14sQT5WHN67PSA, 5705007]
[unordered-list, [212.0, 480.0, 168.0, 18.0], shoonya_14sQT5WHN67PSA, 5705007]
[unordered-list, [212.0, 498.0, 168.0, 18.0], shoonya_14sQT5WHN67PSA, 5705007]
[unordered-list, [212.0, 516.0, 168.0, 18.0], shoonya_14sQT5WHN67PSA, 5705007]
[unordered-list, [212.0, 534.0, 168.0, 18.0], shoonya_14sQT5WHN67PSA, 5705007]
[paragraph, [632.0, 408.0, 170.0, 18.0], shoonya_5sBD875288TSEE, 5705007]
[paragraph, [632.0, 426.0, 170.0, 18.0], shoonya_5sBD875288TSEE, 5705007]
[paragraph, [451.0, 423.0, 143.0, 18.0], shoonya_19sMW00W67DIBC, 5705007]
[paragraph, [451.0, 441.0, 143.0, 18.0], shoonya_19sMW00W67DIBC, 5705007]
[paragraph, [24.0, 435.0, 156.0, 18.0], shoonya_27sKAOTCVK23VR, 5705007]
[paragraph, [24.0, 453.0, 156.0, 18.0], shoonya_27sKAOTCVK23VR, 5705007]
[paragraph, [24.0, 471.0, 156.0, 18.0], shoonya_27sKAOTCVK23VR, 5705007]
[paragraph, [24.0, 489.0, 156.0, 18.0], shoonya_27sKAOTCVK23VR, 5705007]
[paragraph, [24.0, 507.0, 156.0, 18.0], shoonya_27sKAOTCVK23VR, 5705007]
[paragraph, [24.0, 525.0, 156.0, 18.0], shoonya_27sKAOTCVK23VR, 5705007]
[paragraph, [450.0, 461.0, 151.0, 18.0], shoonya_12s5680VO8JRRH, 5705007]
[paragraph, [450.0, 479.0, 151.0, 18.0], shoonya_12s5680VO8JRRH, 5705007]
[paragraph, [450.0, 497.0, 151.0, 18.0], shoonya_12s5680VO8JRRH, 5705007]
[paragraph, [450.0, 515.0, 151.0, 18.0], shoonya_12s5680VO8JRRH, 5705007]
