[1320, 1176]
[folio, [927.0, 54.0, 180.0, 18.0], shoonya_5s53ZINAZYWOFM, 5694495]
[paragraph, [416.0, 516.0, 341.0, 18.0], txt2kvLvCI, 5694495]
[paragraph, [416.0, 534.0, 341.0, 18.0], txt2kvLvCI, 5694495]
[paragraph, [416.0, 552.0, 341.0, 18.0], txt2kvLvCI, 5694495]
[paragraph, [416.0, 570.0, 341.0, 18.0], txt2kvLvCI, 5694495]
[paragraph, [416.0, 588.0, 341.0, 18.0], txt2kvLvCI, 5694495]
[paragraph, [416.0, 606.0, 341.0, 18.0], txt2kvLvCI, 5694495]
[paragraph, [416.0, 624.0, 341.0, 18.0], txt2kvLvCI, 5694495]
[paragraph, [416.0, 642.0, 341.0, 18.0], txt2kvLvCI, 5694495]
[paragraph, [416.0, 660.0, 341.0, 18.0], txt2kvLvCI, 5694495]
[paragraph, [416.0, 678.0, 341.0, 18.0], txt2kvLvCI, 5694495]
[paragraph, [416.0, 696.0, 341.0, 18.0], txt2kvLvCI, 5694495]
[paragraph, [416.0, 714.0, 341.0, 18.0], txt2kvLvCI, 5694495]
[paragraph, [416.0, 732.0, 341.0, 18.0], txt2kvLvCI, 5694495]
[paragraph, [416.0, 750.0, 341.0, 18.0], txt2kvLvCI, 5694495]
[paragraph, [416.0, 768.0, 341.0, 18.0], txt2kvLvCI, 5694495]
[paragraph, [416.0, 786.0, 341.0, 18.0], txt2kvLvCI, 5694495]
[paragraph, [416.0, 804.0, 341.0, 18.0], txt2kvLvCI, 5694495]
[paragraph, [416.0, 822.0, 341.0, 18.0], txt2kvLvCI, 5694495]
[paragraph, [416.0, 840.0, 341.0, 18.0], txt2kvLvCI, 5694495]
[paragraph, [69.0, 698.0, 341.0, 18.0], yw10BWc_DC, 5694495]
[paragraph, [69.0, 716.0, 341.0, 18.0], yw10BWc_DC, 5694495]
[paragraph, [69.0, 734.0, 341.0, 18.0], yw10BWc_DC, 5694495]
[paragraph, [69.0, 752.0, 341.0, 18.0], yw10BWc_DC, 5694495]
[paragraph, [69.0, 770.0, 341.0, 18.0], yw10BWc_DC, 5694495]
[paragraph, [69.0, 788.0, 341.0, 18.0], yw10BWc_DC, 5694495]
[paragraph, [69.0, 806.0, 341.0, 18.0], yw10BWc_DC, 5694495]
[paragraph, [69.0, 824.0, 341.0, 18.0], yw10BWc_DC, 5694495]
[paragraph, [69.0, 842.0, 341.0, 18.0], yw10BWc_DC, 5694495]
[paragraph, [69.0, 860.0, 341.0, 18.0], yw10BWc_DC, 5694495]
[paragraph, [69.0, 878.0, 341.0, 18.0], yw10BWc_DC, 5694495]
[paragraph, [69.0, 896.0, 341.0, 18.0], yw10BWc_DC, 5694495]
[paragraph, [69.0, 914.0, 341.0, 18.0], yw10BWc_DC, 5694495]
[paragraph, [69.0, 932.0, 341.0, 18.0], yw10BWc_DC, 5694495]
[paragraph, [69.0, 950.0, 341.0, 18.0], yw10BWc_DC, 5694495]
[paragraph, [69.0, 968.0, 341.0, 18.0], yw10BWc_DC, 5694495]
[paragraph, [69.0, 986.0, 341.0, 18.0], yw10BWc_DC, 5694495]
[paragraph, [770.0, 725.0, 327.0, 18.0], shoonya_2s6NT0E4JOACSU, 5694495]
[paragraph, [770.0, 743.0, 327.0, 18.0], shoonya_2s6NT0E4JOACSU, 5694495]
[paragraph, [770.0, 761.0, 327.0, 18.0], shoonya_2s6NT0E4JOACSU, 5694495]
[paragraph, [770.0, 779.0, 327.0, 18.0], shoonya_2s6NT0E4JOACSU, 5694495]
[paragraph, [770.0, 797.0, 327.0, 18.0], shoonya_2s6NT0E4JOACSU, 5694495]
[paragraph, [770.0, 815.0, 327.0, 18.0], shoonya_2s6NT0E4JOACSU, 5694495]
[paragraph, [770.0, 833.0, 327.0, 18.0], shoonya_2s6NT0E4JOACSU, 5694495]
[paragraph, [69.0, 1012.0, 342.0, 18.0], 6SzzFX3TZ_, 5694495]
[paragraph, [69.0, 1030.0, 342.0, 18.0], 6SzzFX3TZ_, 5694495]
[paragraph, [69.0, 1048.0, 342.0, 18.0], 6SzzFX3TZ_, 5694495]
[paragraph, [69.0, 1066.0, 342.0, 18.0], 6SzzFX3TZ_, 5694495]
[paragraph, [69.0, 1084.0, 342.0, 18.0], 6SzzFX3TZ_, 5694495]
[paragraph, [69.0, 1102.0, 342.0, 18.0], 6SzzFX3TZ_, 5694495]
[paragraph, [69.0, 1120.0, 342.0, 18.0], 6SzzFX3TZ_, 5694495]
[paragraph, [69.0, 1138.0, 342.0, 18.0], 6SzzFX3TZ_, 5694495]
[paragraph, [69.0, 1156.0, 342.0, 18.0], 6SzzFX3TZ_, 5694495]
[paragraph, [69.0, 1174.0, 342.0, 18.0], 6SzzFX3TZ_, 5694495]
[paragraph, [69.0, 1192.0, 342.0, 18.0], 6SzzFX3TZ_, 5694495]
[paragraph, [69.0, 1210.0, 342.0, 18.0], 6SzzFX3TZ_, 5694495]
[paragraph, [69.0, 1228.0, 342.0, 18.0], 6SzzFX3TZ_, 5694495]
