[792, 612]
[paragraph, [392.0, 52.0, 160.0, 18.0], shoonya_14sDFPGMV491KJ, 6514909]
[paragraph, [227.0, 606.0, 158.0, 18.0], shoonya_6s2Z8A5NMY30CA, 6514909]
[paragraph, [61.0, 595.0, 160.0, 18.0], shoonya_2sF81Z41XL4OOZ, 6514909]
[paragraph, [61.0, 613.0, 160.0, 18.0], shoonya_2sF81Z41XL4OOZ, 6514909]
[paragraph, [61.0, 631.0, 160.0, 18.0], shoonya_2sF81Z41XL4OOZ, 6514909]
[paragraph, [61.0, 649.0, 160.0, 18.0], shoonya_2sF81Z41XL4OOZ, 6514909]
[paragraph, [61.0, 667.0, 160.0, 18.0], shoonya_2sF81Z41XL4OOZ, 6514909]
[paragraph, [61.0, 685.0, 160.0, 18.0], shoonya_2sF81Z41XL4OOZ, 6514909]
[paragraph, [388.0, 635.0, 161.0, 18.0], uKIvblS5Zz, 6514909]
[paragraph, [388.0, 653.0, 161.0, 18.0], uKIvblS5Zz, 6514909]
[paragraph, [388.0, 671.0, 161.0, 18.0], uKIvblS5Zz, 6514909]
[paragraph, [388.0, 689.0, 161.0, 18.0], uKIvblS5Zz, 6514909]
[paragraph, [226.0, 636.0, 158.0, 18.0], shoonya_16sPA0D8RWK3EC, 6514909]
[paragraph, [226.0, 654.0, 158.0, 18.0], shoonya_16sPA0D8RWK3EC, 6514909]
[paragraph, [226.0, 672.0, 158.0, 18.0], shoonya_16sPA0D8RWK3EC, 6514909]
[paragraph, [226.0, 690.0, 158.0, 18.0], shoonya_16sPA0D8RWK3EC, 6514909]
