[1468, 909]
[folio, [376.0, 81.0, 145.0, 18.0], IxQSE7pO8G, 5770264]
[paragraph, [82.0, 383.0, 365.0, 18.0], e9rS7NEcNv, 5770264]
[paragraph, [82.0, 401.0, 365.0, 18.0], e9rS7NEcNv, 5770264]
[paragraph, [82.0, 419.0, 365.0, 18.0], e9rS7NEcNv, 5770264]
[paragraph, [82.0, 437.0, 365.0, 18.0], e9rS7NEcNv, 5770264]
[paragraph, [82.0, 455.0, 365.0, 18.0], e9rS7NEcNv, 5770264]
[paragraph, [82.0, 473.0, 365.0, 18.0], e9rS7NEcNv, 5770264]
[paragraph, [82.0, 491.0, 365.0, 18.0], e9rS7NEcNv, 5770264]
[paragraph, [82.0, 509.0, 365.0, 18.0], e9rS7NEcNv, 5770264]
[paragraph, [82.0, 527.0, 365.0, 18.0], e9rS7NEcNv, 5770264]
[paragraph, [82.0, 545.0, 365.0, 18.0], e9rS7NEcNv, 5770264]
[paragraph, [82.0, 563.0, 365.0, 18.0], e9rS7NEcNv, 5770264]
[paragraph, [82.0, 581.0, 365.0, 18.0], e9rS7NEcNv, 5770264]
[paragraph, [82.0, 599.0, 365.0, 18.0], e9rS7NEcNv, 5770264]
[paragraph, [82.0, 617.0, 365.0, 18.0], e9rS7NEcNv, 5770264]
[paragraph, [82.0, 635.0, 365.0, 18.0], e9rS7NEcNv, 5770264]
[paragraph, [82.0, 653.0, 365.0, 18.0], e9rS7NEcNv, 5770264]
[paragraph, [459.0, 410.0, 369.0, 18.0], 4hghgH1E2E, 5770264]
[paragraph, [459.0, 428.0, 369.0, 18.0], 4hghgH1E2E, 5770264]
[paragraph, [459.0, 446.0, 369.0, 18.0], 4hghgH1E2E, 5770264]
[paragraph, [459.0, 464.0, 369.0, 18.0], 4hghgH1E2E, 5770264]
[paragraph, [459.0, 482.0, 369.0, 18.0], 4hghgH1E2E, 5770264]
[paragraph, [459.0, 500.0, 369.0, 18.0], 4hghgH1E2E, 5770264]
[paragraph, [459.0, 518.0, 369.0, 18.0], 4hghgH1E2E, 5770264]
[paragraph, [459.0, 536.0, 369.0, 18.0], 4hghgH1E2E, 5770264]
[paragraph, [459.0, 554.0, 369.0, 18.0], 4hghgH1E2E, 5770264]
[paragraph, [459.0, 572.0, 369.0, 18.0], 4hghgH1E2E, 5770264]
[paragraph, [459.0, 590.0, 369.0, 18.0], 4hghgH1E2E, 5770264]
[paragraph, [459.0, 608.0, 369.0, 18.0], 4hghgH1E2E, 5770264]
[paragraph, [459.0, 626.0, 369.0, 18.0], 4hghgH1E2E, 5770264]
[paragraph, [459.0, 644.0, 369.0, 18.0], 4hghgH1E2E, 5770264]
[paragraph, [459.0, 662.0, 369.0, 18.0], 4hghgH1E2E, 5770264]
[paragraph, [459.0, 680.0, 369.0, 18.0], 4hghgH1E2E, 5770264]
[paragraph, [459.0, 698.0, 369.0, 18.0], 4hghgH1E2E, 5770264]
[paragraph, [459.0, 716.0, 369.0, 18.0], 4hghgH1E2E, 5770264]
[paragraph, [459.0, 734.0, 369.0, 18.0], 4hghgH1E2E, 5770264]
[paragraph, [459.0, 752.0, 369.0, 18.0], 4hghgH1E2E, 5770264]
[paragraph, [459.0, 770.0, 369.0, 18.0], 4hghgH1E2E, 5770264]
[paragraph, [78.0, 697.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [78.0, 715.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [78.0, 733.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [78.0, 751.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [78.0, 769.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [78.0, 787.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [78.0, 805.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [78.0, 823.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [78.0, 841.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [78.0, 859.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [78.0, 877.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [78.0, 895.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [78.0, 913.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [78.0, 931.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [78.0, 949.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [78.0, 967.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [78.0, 985.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [78.0, 1003.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [78.0, 1021.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [78.0, 1039.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [78.0, 1057.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [78.0, 1075.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [78.0, 1093.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [78.0, 1111.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [78.0, 1129.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [78.0, 1147.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [78.0, 1165.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [78.0, 1183.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [78.0, 1201.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [78.0, 1219.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [78.0, 1237.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [78.0, 1255.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [78.0, 1273.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [78.0, 1291.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [78.0, 1309.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [78.0, 1327.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [78.0, 1345.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [78.0, 1363.0, 378.0, 18.0], jnsk8IWY0t, 5770264]
[paragraph, [463.0, 787.0, 368.0, 18.0], uggdI4ONdu, 5770264]
[paragraph, [463.0, 805.0, 368.0, 18.0], uggdI4ONdu, 5770264]
[paragraph, [463.0, 823.0, 368.0, 18.0], uggdI4ONdu, 5770264]
[paragraph, [463.0, 841.0, 368.0, 18.0], uggdI4ONdu, 5770264]
[paragraph, [463.0, 859.0, 368.0, 18.0], uggdI4ONdu, 5770264]
[paragraph, [463.0, 877.0, 368.0, 18.0], uggdI4ONdu, 5770264]
[paragraph, [463.0, 895.0, 368.0, 18.0], uggdI4ONdu, 5770264]
[paragraph, [463.0, 913.0, 368.0, 18.0], uggdI4ONdu, 5770264]
[paragraph, [463.0, 931.0, 368.0, 18.0], uggdI4ONdu, 5770264]
[paragraph, [463.0, 949.0, 368.0, 18.0], uggdI4ONdu, 5770264]
[paragraph, [463.0, 967.0, 368.0, 18.0], uggdI4ONdu, 5770264]
[paragraph, [463.0, 985.0, 368.0, 18.0], uggdI4ONdu, 5770264]
[paragraph, [463.0, 1003.0, 368.0, 18.0], uggdI4ONdu, 5770264]
[paragraph, [463.0, 1021.0, 368.0, 18.0], uggdI4ONdu, 5770264]
[paragraph, [463.0, 1039.0, 368.0, 18.0], uggdI4ONdu, 5770264]
[paragraph, [463.0, 1057.0, 368.0, 18.0], uggdI4ONdu, 5770264]
[paragraph, [463.0, 1075.0, 368.0, 18.0], uggdI4ONdu, 5770264]
[paragraph, [463.0, 1093.0, 368.0, 18.0], uggdI4ONdu, 5770264]
[paragraph, [463.0, 1111.0, 368.0, 18.0], uggdI4ONdu, 5770264]
[paragraph, [463.0, 1129.0, 368.0, 18.0], uggdI4ONdu, 5770264]
[paragraph, [463.0, 1147.0, 368.0, 18.0], uggdI4ONdu, 5770264]
[paragraph, [463.0, 1165.0, 368.0, 18.0], uggdI4ONdu, 5770264]
[paragraph, [463.0, 1183.0, 368.0, 18.0], uggdI4ONdu, 5770264]
[paragraph, [463.0, 1201.0, 368.0, 18.0], uggdI4ONdu, 5770264]
[paragraph, [463.0, 1219.0, 368.0, 18.0], uggdI4ONdu, 5770264]
[paragraph, [463.0, 1237.0, 368.0, 18.0], uggdI4ONdu, 5770264]
[paragraph, [463.0, 1255.0, 368.0, 18.0], uggdI4ONdu, 5770264]
[paragraph, [463.0, 1273.0, 368.0, 18.0], uggdI4ONdu, 5770264]
[paragraph, [463.0, 1291.0, 368.0, 18.0], uggdI4ONdu, 5770264]
[paragraph, [463.0, 1309.0, 368.0, 18.0], uggdI4ONdu, 5770264]
[paragraph, [463.0, 1327.0, 368.0, 18.0], uggdI4ONdu, 5770264]
[paragraph, [463.0, 1345.0, 368.0, 18.0], uggdI4ONdu, 5770264]
[paragraph, [463.0, 1363.0, 368.0, 18.0], uggdI4ONdu, 5770264]
