[1818, 1374]
[folio, [606.0, 124.0, 160.0, 36.0], shoonya_0s8B0XBBF1FTVD, 5683200]
[paragraph, [692.0, 337.0, 573.0, 36.0], 4q5aYwhm04, 5683200]
[paragraph, [692.0, 373.0, 573.0, 36.0], 4q5aYwhm04, 5683200]
[paragraph, [692.0, 409.0, 573.0, 36.0], 4q5aYwhm04, 5683200]
[paragraph, [692.0, 445.0, 573.0, 36.0], 4q5aYwhm04, 5683200]
[paragraph, [692.0, 481.0, 573.0, 36.0], 4q5aYwhm04, 5683200]
[paragraph, [692.0, 517.0, 573.0, 36.0], 4q5aYwhm04, 5683200]
[paragraph, [692.0, 553.0, 573.0, 36.0], 4q5aYwhm04, 5683200]
[paragraph, [692.0, 589.0, 573.0, 36.0], 4q5aYwhm04, 5683200]
[paragraph, [692.0, 625.0, 573.0, 36.0], 4q5aYwhm04, 5683200]
[paragraph, [692.0, 661.0, 573.0, 36.0], 4q5aYwhm04, 5683200]
[paragraph, [692.0, 697.0, 573.0, 36.0], 4q5aYwhm04, 5683200]
[paragraph, [692.0, 733.0, 573.0, 36.0], 4q5aYwhm04, 5683200]
[paragraph, [692.0, 769.0, 573.0, 36.0], 4q5aYwhm04, 5683200]
[paragraph, [692.0, 805.0, 573.0, 36.0], 4q5aYwhm04, 5683200]
[paragraph, [692.0, 841.0, 573.0, 36.0], 4q5aYwhm04, 5683200]
[paragraph, [692.0, 877.0, 573.0, 36.0], 4q5aYwhm04, 5683200]
[paragraph, [692.0, 913.0, 573.0, 36.0], 4q5aYwhm04, 5683200]
[paragraph, [692.0, 949.0, 573.0, 36.0], 4q5aYwhm04, 5683200]
[paragraph, [692.0, 985.0, 573.0, 36.0], 4q5aYwhm04, 5683200]
[paragraph, [692.0, 1021.0, 573.0, 36.0], 4q5aYwhm04, 5683200]
[paragraph, [692.0, 1057.0, 573.0, 36.0], 4q5aYwhm04, 5683200]
[paragraph, [692.0, 1093.0, 573.0, 36.0], 4q5aYwhm04, 5683200]
[paragraph, [692.0, 1129.0, 573.0, 36.0], 4q5aYwhm04, 5683200]
[paragraph, [693.0, 1210.0, 568.0, 36.0], uM1SungJPa, 5683200]
[paragraph, [693.0, 1246.0, 568.0, 36.0], uM1SungJPa, 5683200]
[paragraph, [697.0, 1290.0, 571.0, 36.0], LCUe7DU6TW, 5683200]
[paragraph, [697.0, 1326.0, 571.0, 36.0], LCUe7DU6TW, 5683200]
[paragraph, [697.0, 1362.0, 571.0, 36.0], LCUe7DU6TW, 5683200]
[paragraph, [700.0, 1418.0, 565.0, 36.0], wQYfcNB4as, 5683200]
[paragraph, [700.0, 1454.0, 565.0, 36.0], wQYfcNB4as, 5683200]
[paragraph, [699.0, 1500.0, 568.0, 36.0], NBWJyqqeet, 5683200]
[paragraph, [699.0, 1536.0, 568.0, 36.0], NBWJyqqeet, 5683200]
[paragraph, [699.0, 1572.0, 568.0, 36.0], NBWJyqqeet, 5683200]
[paragraph, [699.0, 1608.0, 568.0, 36.0], NBWJyqqeet, 5683200]
[paragraph, [699.0, 1644.0, 568.0, 36.0], NBWJyqqeet, 5683200]
[paragraph, [699.0, 1680.0, 568.0, 36.0], NBWJyqqeet, 5683200]
