[1744, 1332]
[paragraph, [667.0, 151.0, 533.0, 36.0], shoonya_6s8J0HOE8ZWBD7, 5771841]
[paragraph, [123.0, 991.0, 371.0, 36.0], shoonya_3sTLHS088FMMDE, 5771841]
[paragraph, [123.0, 1027.0, 371.0, 36.0], shoonya_3sTLHS088FMMDE, 5771841]
[paragraph, [123.0, 1063.0, 371.0, 36.0], shoonya_3sTLHS088FMMDE, 5771841]
[paragraph, [666.0, 1137.0, 535.0, 36.0], UfEAqkUDFH, 5771841]
[paragraph, [666.0, 1173.0, 535.0, 36.0], UfEAqkUDFH, 5771841]
[paragraph, [666.0, 1209.0, 535.0, 36.0], UfEAqkUDFH, 5771841]
[paragraph, [666.0, 1245.0, 535.0, 36.0], UfEAqkUDFH, 5771841]
[paragraph, [666.0, 1281.0, 535.0, 36.0], UfEAqkUDFH, 5771841]
[paragraph, [666.0, 1317.0, 535.0, 36.0], UfEAqkUDFH, 5771841]
[paragraph, [666.0, 1353.0, 535.0, 36.0], UfEAqkUDFH, 5771841]
[paragraph, [666.0, 1389.0, 535.0, 36.0], UfEAqkUDFH, 5771841]
[paragraph, [666.0, 1425.0, 535.0, 36.0], UfEAqkUDFH, 5771841]
[paragraph, [666.0, 1461.0, 535.0, 36.0], UfEAqkUDFH, 5771841]
[paragraph, [666.0, 1497.0, 535.0, 36.0], UfEAqkUDFH, 5771841]
[paragraph, [666.0, 1533.0, 535.0, 36.0], UfEAqkUDFH, 5771841]
[paragraph, [121.0, 1142.0, 536.0, 36.0], gWQJEEiaGt, 5771841]
[paragraph, [121.0, 1178.0, 536.0, 36.0], gWQJEEiaGt, 5771841]
[paragraph, [121.0, 1214.0, 536.0, 36.0], gWQJEEiaGt, 5771841]
[paragraph, [121.0, 1250.0, 536.0, 36.0], gWQJEEiaGt, 5771841]
[paragraph, [121.0, 1286.0, 536.0, 36.0], gWQJEEiaGt, 5771841]
[paragraph, [121.0, 1322.0, 536.0, 36.0], gWQJEEiaGt, 5771841]
[paragraph, [121.0, 1358.0, 536.0, 36.0], gWQJEEiaGt, 5771841]
[paragraph, [121.0, 1394.0, 536.0, 36.0], gWQJEEiaGt, 5771841]
[paragraph, [121.0, 1430.0, 536.0, 36.0], gWQJEEiaGt, 5771841]
[paragraph, [121.0, 1466.0, 536.0, 36.0], gWQJEEiaGt, 5771841]
[folio, [606.0, 1588.0, 135.0, 36.0], shoonya_9s2FPLV7VGK3VM, 5771841]
