[1806, 1262]
[chapter-title, [277.0, 394.0, 711.0, 58.5], shoonya_3sQ8AOHLBUKPXF, 5681503]
[paragraph, [645.0, 1508.0, 525.0, 36.0], shoonya_1sGX7LST9G5AKL, 5681503]
[paragraph, [645.0, 1544.0, 525.0, 36.0], shoonya_1sGX7LST9G5AKL, 5681503]
[paragraph, [645.0, 1580.0, 525.0, 36.0], shoonya_1sGX7LST9G5AKL, 5681503]
[paragraph, [645.0, 1616.0, 525.0, 36.0], shoonya_1sGX7LST9G5AKL, 5681503]
[paragraph, [645.0, 1652.0, 525.0, 36.0], shoonya_1sGX7LST9G5AKL, 5681503]
[paragraph, [85.0, 686.0, 526.0, 36.0], shoonya_0s20BR1G5WIPJS, 5681503]
[paragraph, [85.0, 722.0, 526.0, 36.0], shoonya_0s20BR1G5WIPJS, 5681503]
[paragraph, [85.0, 758.0, 526.0, 36.0], shoonya_0s20BR1G5WIPJS, 5681503]
[paragraph, [85.0, 794.0, 526.0, 36.0], shoonya_0s20BR1G5WIPJS, 5681503]
[paragraph, [85.0, 830.0, 526.0, 36.0], shoonya_0s20BR1G5WIPJS, 5681503]
[paragraph, [85.0, 866.0, 526.0, 36.0], shoonya_0s20BR1G5WIPJS, 5681503]
[paragraph, [85.0, 902.0, 526.0, 36.0], shoonya_0s20BR1G5WIPJS, 5681503]
[paragraph, [85.0, 938.0, 526.0, 36.0], shoonya_0s20BR1G5WIPJS, 5681503]
[paragraph, [85.0, 974.0, 526.0, 36.0], shoonya_0s20BR1G5WIPJS, 5681503]
[paragraph, [85.0, 1010.0, 526.0, 36.0], shoonya_0s20BR1G5WIPJS, 5681503]
[paragraph, [85.0, 1046.0, 526.0, 36.0], shoonya_0s20BR1G5WIPJS, 5681503]
[paragraph, [85.0, 1082.0, 526.0, 36.0], shoonya_0s20BR1G5WIPJS, 5681503]
[paragraph, [85.0, 1118.0, 526.0, 36.0], shoonya_0s20BR1G5WIPJS, 5681503]
[paragraph, [85.0, 1154.0, 526.0, 36.0], shoonya_0s20BR1G5WIPJS, 5681503]
[paragraph, [85.0, 1190.0, 526.0, 36.0], shoonya_0s20BR1G5WIPJS, 5681503]
[paragraph, [85.0, 1226.0, 526.0, 36.0], shoonya_0s20BR1G5WIPJS, 5681503]
[paragraph, [85.0, 1262.0, 526.0, 36.0], shoonya_0s20BR1G5WIPJS, 5681503]
[paragraph, [85.0, 1298.0, 526.0, 36.0], shoonya_0s20BR1G5WIPJS, 5681503]
[paragraph, [85.0, 1334.0, 526.0, 36.0], shoonya_0s20BR1G5WIPJS, 5681503]
[paragraph, [85.0, 1370.0, 526.0, 36.0], shoonya_0s20BR1G5WIPJS, 5681503]
[paragraph, [85.0, 1406.0, 526.0, 36.0], shoonya_0s20BR1G5WIPJS, 5681503]
[paragraph, [85.0, 1442.0, 526.0, 36.0], shoonya_0s20BR1G5WIPJS, 5681503]
[paragraph, [85.0, 1478.0, 526.0, 36.0], shoonya_0s20BR1G5WIPJS, 5681503]
[paragraph, [85.0, 1514.0, 526.0, 36.0], shoonya_0s20BR1G5WIPJS, 5681503]
[paragraph, [85.0, 1550.0, 526.0, 36.0], shoonya_0s20BR1G5WIPJS, 5681503]
[paragraph, [85.0, 1586.0, 526.0, 36.0], shoonya_0s20BR1G5WIPJS, 5681503]
[paragraph, [85.0, 1622.0, 526.0, 36.0], shoonya_0s20BR1G5WIPJS, 5681503]
[paragraph, [85.0, 1658.0, 526.0, 36.0], shoonya_0s20BR1G5WIPJS, 5681503]
