[1387, 987]
[paragraph, [62.0, 94.0, 831.0, 18.0], shoonya_2s5SH8BI8TSS7B, 5652131]
[paragraph, [87.0, 1004.0, 793.0, 18.0], shoonya_0sFZH4DJ5648HR, 5652131]
[paragraph, [87.0, 1022.0, 793.0, 18.0], shoonya_0sFZH4DJ5648HR, 5652131]
[paragraph, [87.0, 1040.0, 793.0, 18.0], shoonya_0sFZH4DJ5648HR, 5652131]
[paragraph, [87.0, 1058.0, 793.0, 18.0], shoonya_0sFZH4DJ5648HR, 5652131]
[paragraph, [87.0, 1076.0, 793.0, 18.0], shoonya_0sFZH4DJ5648HR, 5652131]
[paragraph, [87.0, 1094.0, 793.0, 18.0], shoonya_0sFZH4DJ5648HR, 5652131]
[paragraph, [87.0, 1112.0, 793.0, 18.0], shoonya_0sFZH4DJ5648HR, 5652131]
[paragraph, [87.0, 1130.0, 793.0, 18.0], shoonya_0sFZH4DJ5648HR, 5652131]
[paragraph, [87.0, 1148.0, 793.0, 18.0], shoonya_0sFZH4DJ5648HR, 5652131]
[paragraph, [87.0, 1166.0, 793.0, 18.0], shoonya_0sFZH4DJ5648HR, 5652131]
[paragraph, [87.0, 1184.0, 793.0, 18.0], shoonya_0sFZH4DJ5648HR, 5652131]
[paragraph, [87.0, 1202.0, 793.0, 18.0], shoonya_0sFZH4DJ5648HR, 5652131]
[paragraph, [87.0, 1220.0, 793.0, 18.0], shoonya_0sFZH4DJ5648HR, 5652131]
[paragraph, [87.0, 1238.0, 793.0, 18.0], shoonya_0sFZH4DJ5648HR, 5652131]
[paragraph, [87.0, 1256.0, 793.0, 18.0], shoonya_0sFZH4DJ5648HR, 5652131]
