[1238, 765]
[folio, [322.0, 74.0, 142.0, 18.0], qEOh8HyryE, 5770619]
[paragraph, [386.0, 1012.0, 308.0, 18.0], iAnpduQXqE, 5770619]
[paragraph, [386.0, 1030.0, 308.0, 18.0], iAnpduQXqE, 5770619]
[paragraph, [386.0, 1048.0, 308.0, 18.0], iAnpduQXqE, 5770619]
[paragraph, [386.0, 1066.0, 308.0, 18.0], iAnpduQXqE, 5770619]
[paragraph, [386.0, 1084.0, 308.0, 18.0], iAnpduQXqE, 5770619]
[paragraph, [386.0, 1102.0, 308.0, 18.0], iAnpduQXqE, 5770619]
[paragraph, [386.0, 1120.0, 308.0, 18.0], iAnpduQXqE, 5770619]
[paragraph, [386.0, 1138.0, 308.0, 18.0], iAnpduQXqE, 5770619]
[paragraph, [78.0, 132.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 150.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 168.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 186.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 204.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 222.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 240.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 258.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 276.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 294.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 312.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 330.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 348.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 366.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 384.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 402.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 420.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 438.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 456.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 474.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 492.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 510.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 528.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 546.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 564.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 582.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 600.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 618.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 636.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 654.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 672.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 690.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 708.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 726.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 744.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 762.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 780.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 798.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 816.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 834.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 852.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 870.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 888.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 906.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 924.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 942.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 960.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 978.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 996.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 1014.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 1032.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 1050.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 1068.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 1086.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 1104.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 1122.0, 301.0, 18.0], EYOL6UloKc, 5770619]
[paragraph, [78.0, 1140.0, 301.0, 18.0], EYOL6UloKc, 5770619]
