[1725, 1313]
[section-title, [844.0, 135.0, 352.0, 49.5], shoonya_8s7210B0NHU7X7, 5771379]
[paragraph, [659.0, 863.0, 539.0, 36.0], shoonya_5sN7K2QI5EVK8W, 5771379]
[paragraph, [659.0, 899.0, 539.0, 36.0], shoonya_5sN7K2QI5EVK8W, 5771379]
[paragraph, [659.0, 935.0, 539.0, 36.0], shoonya_5sN7K2QI5EVK8W, 5771379]
[paragraph, [659.0, 971.0, 539.0, 36.0], shoonya_5sN7K2QI5EVK8W, 5771379]
[paragraph, [659.0, 1007.0, 539.0, 36.0], shoonya_5sN7K2QI5EVK8W, 5771379]
[paragraph, [659.0, 1043.0, 539.0, 36.0], shoonya_5sN7K2QI5EVK8W, 5771379]
[paragraph, [659.0, 1079.0, 539.0, 36.0], shoonya_5sN7K2QI5EVK8W, 5771379]
[paragraph, [659.0, 1115.0, 539.0, 36.0], shoonya_5sN7K2QI5EVK8W, 5771379]
[paragraph, [659.0, 1151.0, 539.0, 36.0], shoonya_5sN7K2QI5EVK8W, 5771379]
[paragraph, [108.0, 782.0, 540.0, 36.0], shoonya_1sSAH3II691G1B, 5771379]
[paragraph, [108.0, 818.0, 540.0, 36.0], shoonya_1sSAH3II691G1B, 5771379]
[paragraph, [108.0, 854.0, 540.0, 36.0], shoonya_1sSAH3II691G1B, 5771379]
[paragraph, [108.0, 890.0, 540.0, 36.0], shoonya_1sSAH3II691G1B, 5771379]
[paragraph, [108.0, 926.0, 540.0, 36.0], shoonya_1sSAH3II691G1B, 5771379]
[paragraph, [108.0, 962.0, 540.0, 36.0], shoonya_1sSAH3II691G1B, 5771379]
[paragraph, [108.0, 998.0, 540.0, 36.0], shoonya_1sSAH3II691G1B, 5771379]
[paragraph, [108.0, 1034.0, 540.0, 36.0], shoonya_1sSAH3II691G1B, 5771379]
[paragraph, [108.0, 1070.0, 540.0, 36.0], shoonya_1sSAH3II691G1B, 5771379]
[paragraph, [108.0, 1106.0, 540.0, 36.0], shoonya_1sSAH3II691G1B, 5771379]
[paragraph, [108.0, 1142.0, 540.0, 36.0], shoonya_1sSAH3II691G1B, 5771379]
[paragraph, [111.0, 1203.0, 535.0, 36.0], shoonya_2sEZ5H0RZ09XDU, 5771379]
[paragraph, [111.0, 1239.0, 535.0, 36.0], shoonya_2sEZ5H0RZ09XDU, 5771379]
[paragraph, [111.0, 1275.0, 535.0, 36.0], shoonya_2sEZ5H0RZ09XDU, 5771379]
[paragraph, [111.0, 1311.0, 535.0, 36.0], shoonya_2sEZ5H0RZ09XDU, 5771379]
[paragraph, [111.0, 1347.0, 535.0, 36.0], shoonya_2sEZ5H0RZ09XDU, 5771379]
[paragraph, [111.0, 1383.0, 535.0, 36.0], shoonya_2sEZ5H0RZ09XDU, 5771379]
[paragraph, [111.0, 1419.0, 535.0, 36.0], shoonya_2sEZ5H0RZ09XDU, 5771379]
[paragraph, [111.0, 1455.0, 535.0, 36.0], shoonya_2sEZ5H0RZ09XDU, 5771379]
[paragraph, [111.0, 1491.0, 535.0, 36.0], shoonya_2sEZ5H0RZ09XDU, 5771379]
[paragraph, [657.0, 1206.0, 540.0, 36.0], shoonya_9sZ7I7REUQBL62, 5771379]
[paragraph, [657.0, 1242.0, 540.0, 36.0], shoonya_9sZ7I7REUQBL62, 5771379]
[sub-section-title, [654.0, 1292.0, 121.0, 36.0], CMRUOgKYTi, 5771379]
[paragraph, [643.0, 1322.0, 542.0, 36.0], shoonya_4sP62XX1VM58RZ, 5771379]
[paragraph, [643.0, 1358.0, 542.0, 36.0], shoonya_4sP62XX1VM58RZ, 5771379]
[paragraph, [643.0, 1394.0, 542.0, 36.0], shoonya_4sP62XX1VM58RZ, 5771379]
[paragraph, [657.0, 1463.0, 540.0, 36.0], shoonya_3sBSJ4E621JCUK, 5771379]
[paragraph, [657.0, 1499.0, 540.0, 36.0], shoonya_3sBSJ4E621JCUK, 5771379]
[folio, [581.0, 1572.0, 142.0, 36.0], SMxEFdrCii, 5771379]
[footnote, [78.0, 1669.0, 356.0, 36.0], ZT11HbEKNp, 5771379]
