[1298, 853]
[section-title, [314.0, 67.0, 231.0, 30.0], shoonya_1sSZWSM0M93U1P, 5709912]
[paragraph, [58.0, 847.0, 743.0, 18.0], PLVEbjkUEW, 5709912]
[paragraph, [58.0, 865.0, 743.0, 18.0], PLVEbjkUEW, 5709912]
[paragraph, [58.0, 883.0, 743.0, 18.0], PLVEbjkUEW, 5709912]
[paragraph, [58.0, 901.0, 743.0, 18.0], PLVEbjkUEW, 5709912]
[paragraph, [58.0, 919.0, 743.0, 18.0], PLVEbjkUEW, 5709912]
[paragraph, [58.0, 937.0, 743.0, 18.0], PLVEbjkUEW, 5709912]
[paragraph, [58.0, 955.0, 743.0, 18.0], PLVEbjkUEW, 5709912]
[paragraph, [58.0, 973.0, 743.0, 18.0], PLVEbjkUEW, 5709912]
[paragraph, [58.0, 991.0, 743.0, 18.0], PLVEbjkUEW, 5709912]
[paragraph, [60.0, 1026.0, 734.0, 18.0], Ot7R4kfXk2, 5709912]
[paragraph, [60.0, 1044.0, 734.0, 18.0], Ot7R4kfXk2, 5709912]
[paragraph, [60.0, 1062.0, 734.0, 18.0], Ot7R4kfXk2, 5709912]
[paragraph, [60.0, 1080.0, 734.0, 18.0], Ot7R4kfXk2, 5709912]
[paragraph, [60.0, 1098.0, 734.0, 18.0], Ot7R4kfXk2, 5709912]
[paragraph, [60.0, 1116.0, 734.0, 18.0], Ot7R4kfXk2, 5709912]
[paragraph, [60.0, 1134.0, 734.0, 18.0], Ot7R4kfXk2, 5709912]
[paragraph, [60.0, 1152.0, 734.0, 18.0], Ot7R4kfXk2, 5709912]
[paragraph, [60.0, 1170.0, 734.0, 18.0], Ot7R4kfXk2, 5709912]
[paragraph, [60.0, 1188.0, 734.0, 18.0], Ot7R4kfXk2, 5709912]
[paragraph, [60.0, 1206.0, 734.0, 18.0], Ot7R4kfXk2, 5709912]
