[2806, 1984]
[section-title, [431.0, 94.0, 1130.0, 79.5], nzf7HK3y9S, 5698596]
[paragraph, [324.0, 1344.0, 1447.0, 46.5], shoonya_8s9UKC570XLZR6, 5698596]
[folio, [927.0, 1431.0, 122.0, 46.5], shoonya_5sHEW8C92OBVGM, 5698596]
[answer, [200.0, 1607.0, 1616.0, 46.5], SAABPGVJms, 5698596]
[answer, [200.0, 1653.5, 1616.0, 46.5], SAABPGVJms, 5698596]
[answer, [200.0, 1700.0, 1616.0, 46.5], SAABPGVJms, 5698596]
[answer, [200.0, 1746.5, 1616.0, 46.5], SAABPGVJms, 5698596]
[answer, [200.0, 1793.0, 1616.0, 46.5], SAABPGVJms, 5698596]
[answer, [200.0, 1839.5, 1616.0, 46.5], SAABPGVJms, 5698596]
[answer, [200.0, 1886.0, 1616.0, 46.5], SAABPGVJms, 5698596]
[answer, [200.0, 1932.5, 1616.0, 46.5], SAABPGVJms, 5698596]
[answer, [200.0, 1979.0, 1616.0, 46.5], SAABPGVJms, 5698596]
[answer, [200.0, 2025.5, 1616.0, 46.5], SAABPGVJms, 5698596]
[answer, [200.0, 2072.0, 1616.0, 46.5], SAABPGVJms, 5698596]
[answer, [200.0, 2118.5, 1616.0, 46.5], SAABPGVJms, 5698596]
[answer, [200.0, 2165.0, 1616.0, 46.5], SAABPGVJms, 5698596]
[answer, [200.0, 2211.5, 1616.0, 46.5], SAABPGVJms, 5698596]
[answer, [200.0, 2258.0, 1616.0, 46.5], SAABPGVJms, 5698596]
[answer, [200.0, 2304.5, 1616.0, 46.5], SAABPGVJms, 5698596]
[answer, [200.0, 2351.0, 1616.0, 46.5], SAABPGVJms, 5698596]
[answer, [200.0, 2397.5, 1616.0, 46.5], SAABPGVJms, 5698596]
[answer, [200.0, 2444.0, 1616.0, 46.5], SAABPGVJms, 5698596]
[answer, [200.0, 2490.5, 1616.0, 46.5], SAABPGVJms, 5698596]
[answer, [200.0, 2537.0, 1616.0, 46.5], SAABPGVJms, 5698596]
[paragraph, [300.0, 1615.0, 1476.0, 46.5], shoonya_4sBI6SZKKDF73J, 5698596]
[paragraph, [300.0, 1661.5, 1476.0, 46.5], shoonya_4sBI6SZKKDF73J, 5698596]
[paragraph, [300.0, 1708.0, 1476.0, 46.5], shoonya_4sBI6SZKKDF73J, 5698596]
[paragraph, [300.0, 1754.5, 1476.0, 46.5], shoonya_4sBI6SZKKDF73J, 5698596]
[paragraph, [300.0, 1801.0, 1476.0, 46.5], shoonya_4sBI6SZKKDF73J, 5698596]
[paragraph, [322.0, 1854.0, 1433.0, 46.5], shoonya_1sMQD9FPQUD55X, 5698596]
[paragraph, [322.0, 1900.5, 1433.0, 46.5], shoonya_1sMQD9FPQUD55X, 5698596]
[paragraph, [322.0, 1947.0, 1433.0, 46.5], shoonya_1sMQD9FPQUD55X, 5698596]
[paragraph, [322.0, 1993.5, 1433.0, 46.5], shoonya_1sMQD9FPQUD55X, 5698596]
[paragraph, [322.0, 2040.0, 1433.0, 46.5], shoonya_1sMQD9FPQUD55X, 5698596]
[paragraph, [322.0, 2086.5, 1433.0, 46.5], shoonya_1sMQD9FPQUD55X, 5698596]
[paragraph, [322.0, 2133.0, 1433.0, 46.5], shoonya_1sMQD9FPQUD55X, 5698596]
[paragraph, [322.0, 2179.5, 1433.0, 46.5], shoonya_1sMQD9FPQUD55X, 5698596]
[paragraph, [322.0, 2226.0, 1433.0, 46.5], shoonya_1sMQD9FPQUD55X, 5698596]
[paragraph, [322.0, 2272.5, 1433.0, 46.5], shoonya_1sMQD9FPQUD55X, 5698596]
[paragraph, [346.0, 2383.0, 1409.0, 46.5], shoonya_2s5PR6FL01LR4E, 5698596]
[paragraph, [346.0, 2429.5, 1409.0, 46.5], shoonya_2s5PR6FL01LR4E, 5698596]
[paragraph, [346.0, 2476.0, 1409.0, 46.5], shoonya_2s5PR6FL01LR4E, 5698596]
[paragraph, [346.0, 2522.5, 1409.0, 46.5], shoonya_2s5PR6FL01LR4E, 5698596]
