[2339, 1653]
[folio, [1132.0, 330.0, 257.0, 36.0], owrGYy5230, 5735385]
[paragraph, [237.0, 1761.0, 580.0, 36.0], shoonya_0sBZ2SQX67Y0C6, 5735385]
[paragraph, [237.0, 1797.0, 580.0, 36.0], shoonya_0sBZ2SQX67Y0C6, 5735385]
[paragraph, [237.0, 1833.0, 580.0, 36.0], shoonya_0sBZ2SQX67Y0C6, 5735385]
[paragraph, [237.0, 1869.0, 580.0, 36.0], shoonya_0sBZ2SQX67Y0C6, 5735385]
[paragraph, [237.0, 1905.0, 580.0, 36.0], shoonya_0sBZ2SQX67Y0C6, 5735385]
[author, [1165.0, 1280.0, 250.0, 36.0], shoonya_9sHOV3U4KJQ2WU, 5735385]
[paragraph, [834.0, 1418.0, 168.0, 36.0], shoonya_14s3NY1H5D2UU0, 5735385]
[paragraph, [1086.0, 1503.0, 331.0, 36.0], shoonya_16s38Q7T6TFOSV, 5735385]
[paragraph, [1086.0, 1539.0, 331.0, 36.0], shoonya_16s38Q7T6TFOSV, 5735385]
[paragraph, [1086.0, 1575.0, 331.0, 36.0], shoonya_16s38Q7T6TFOSV, 5735385]
[paragraph, [1086.0, 1611.0, 331.0, 36.0], shoonya_16s38Q7T6TFOSV, 5735385]
[paragraph, [1086.0, 1647.0, 331.0, 36.0], shoonya_16s38Q7T6TFOSV, 5735385]
[paragraph, [1086.0, 1683.0, 331.0, 36.0], shoonya_16s38Q7T6TFOSV, 5735385]
[paragraph, [1086.0, 1719.0, 331.0, 36.0], shoonya_16s38Q7T6TFOSV, 5735385]
[paragraph, [1086.0, 1755.0, 331.0, 36.0], shoonya_16s38Q7T6TFOSV, 5735385]
[paragraph, [1086.0, 1791.0, 331.0, 36.0], shoonya_16s38Q7T6TFOSV, 5735385]
[paragraph, [827.0, 1858.0, 582.0, 36.0], shoonya_13s4OK4BQZWWTM, 5735385]
[paragraph, [827.0, 1894.0, 582.0, 36.0], shoonya_13s4OK4BQZWWTM, 5735385]
[folio, [243.0, 1965.0, 220.0, 36.0], 47VpB2q1mB, 5735385]
