[1337, 839]
[headline, [244.0, 76.0, 349.0, 25.5], wNvHVERtIC, 5769936]
[paragraph, [57.0, 1080.0, 359.0, 18.0], OEg2xOXt3t, 5769936]
[paragraph, [57.0, 1098.0, 359.0, 18.0], OEg2xOXt3t, 5769936]
[paragraph, [57.0, 1116.0, 359.0, 18.0], OEg2xOXt3t, 5769936]
[paragraph, [57.0, 1134.0, 359.0, 18.0], OEg2xOXt3t, 5769936]
[paragraph, [57.0, 1152.0, 359.0, 18.0], OEg2xOXt3t, 5769936]
[paragraph, [57.0, 1170.0, 359.0, 18.0], OEg2xOXt3t, 5769936]
[paragraph, [426.0, 1070.0, 343.0, 18.0], ykAV9XMjbM, 5769936]
[paragraph, [426.0, 1088.0, 343.0, 18.0], ykAV9XMjbM, 5769936]
[paragraph, [426.0, 1106.0, 343.0, 18.0], ykAV9XMjbM, 5769936]
[paragraph, [426.0, 1124.0, 343.0, 18.0], ykAV9XMjbM, 5769936]
[paragraph, [426.0, 1142.0, 343.0, 18.0], ykAV9XMjbM, 5769936]
[paragraph, [426.0, 1160.0, 343.0, 18.0], ykAV9XMjbM, 5769936]
[paragraph, [426.0, 1178.0, 343.0, 18.0], ykAV9XMjbM, 5769936]
[paragraph, [426.0, 1196.0, 343.0, 18.0], ykAV9XMjbM, 5769936]
[paragraph, [426.0, 1214.0, 343.0, 18.0], ykAV9XMjbM, 5769936]
[paragraph, [426.0, 1232.0, 343.0, 18.0], ykAV9XMjbM, 5769936]
[paragraph, [426.0, 1250.0, 343.0, 18.0], ykAV9XMjbM, 5769936]
[reference, [52.0, 1202.0, 365.0, 18.0], waMd0S1bsn, 5769936]
[reference, [52.0, 1220.0, 365.0, 18.0], waMd0S1bsn, 5769936]
[reference, [52.0, 1238.0, 365.0, 18.0], waMd0S1bsn, 5769936]
