[1806, 1262]
[folio, [129.0, 99.0, 515.0, 36.0], shoonya_4sNJ3HX5MK9XKX, 5680594]
[paragraph, [97.0, 1197.0, 511.0, 36.0], shoonya_2sY67Z0H2I608L, 5680594]
[paragraph, [97.0, 1233.0, 511.0, 36.0], shoonya_2sY67Z0H2I608L, 5680594]
[paragraph, [97.0, 1269.0, 511.0, 36.0], shoonya_2sY67Z0H2I608L, 5680594]
[paragraph, [97.0, 1305.0, 511.0, 36.0], shoonya_2sY67Z0H2I608L, 5680594]
[paragraph, [97.0, 1341.0, 511.0, 36.0], shoonya_2sY67Z0H2I608L, 5680594]
[paragraph, [97.0, 1377.0, 511.0, 36.0], shoonya_2sY67Z0H2I608L, 5680594]
[paragraph, [97.0, 1413.0, 511.0, 36.0], shoonya_2sY67Z0H2I608L, 5680594]
[paragraph, [97.0, 1449.0, 511.0, 36.0], shoonya_2sY67Z0H2I608L, 5680594]
[paragraph, [97.0, 1485.0, 511.0, 36.0], shoonya_2sY67Z0H2I608L, 5680594]
[paragraph, [97.0, 1521.0, 511.0, 36.0], shoonya_2sY67Z0H2I608L, 5680594]
[paragraph, [97.0, 1557.0, 511.0, 36.0], shoonya_2sY67Z0H2I608L, 5680594]
[paragraph, [97.0, 1593.0, 511.0, 36.0], shoonya_2sY67Z0H2I608L, 5680594]
[paragraph, [97.0, 1629.0, 511.0, 36.0], shoonya_2sY67Z0H2I608L, 5680594]
[paragraph, [97.0, 1665.0, 511.0, 36.0], shoonya_2sY67Z0H2I608L, 5680594]
