[1447, 1063]
[folio, [432.0, 53.0, 196.0, 18.0], x2_xFPCWor, 5762452]
[paragraph, [536.0, 971.0, 432.0, 18.0], shoonya_0sJ82XGFRFSGMQ, 5762452]
[paragraph, [536.0, 989.0, 432.0, 18.0], shoonya_0sJ82XGFRFSGMQ, 5762452]
[paragraph, [536.0, 1007.0, 432.0, 18.0], shoonya_0sJ82XGFRFSGMQ, 5762452]
[paragraph, [536.0, 1025.0, 432.0, 18.0], shoonya_0sJ82XGFRFSGMQ, 5762452]
[paragraph, [536.0, 1043.0, 432.0, 18.0], shoonya_0sJ82XGFRFSGMQ, 5762452]
[paragraph, [536.0, 1061.0, 432.0, 18.0], shoonya_0sJ82XGFRFSGMQ, 5762452]
[paragraph, [536.0, 1079.0, 432.0, 18.0], shoonya_0sJ82XGFRFSGMQ, 5762452]
[paragraph, [536.0, 1097.0, 432.0, 18.0], shoonya_0sJ82XGFRFSGMQ, 5762452]
[paragraph, [536.0, 1115.0, 432.0, 18.0], shoonya_0sJ82XGFRFSGMQ, 5762452]
[paragraph, [536.0, 1133.0, 432.0, 18.0], shoonya_0sJ82XGFRFSGMQ, 5762452]
[paragraph, [536.0, 1151.0, 432.0, 18.0], shoonya_0sJ82XGFRFSGMQ, 5762452]
[paragraph, [536.0, 1169.0, 432.0, 18.0], shoonya_0sJ82XGFRFSGMQ, 5762452]
[paragraph, [536.0, 1187.0, 432.0, 18.0], shoonya_0sJ82XGFRFSGMQ, 5762452]
[paragraph, [536.0, 1205.0, 432.0, 18.0], shoonya_0sJ82XGFRFSGMQ, 5762452]
[paragraph, [536.0, 1223.0, 432.0, 18.0], shoonya_0sJ82XGFRFSGMQ, 5762452]
[paragraph, [536.0, 1241.0, 432.0, 18.0], shoonya_0sJ82XGFRFSGMQ, 5762452]
[paragraph, [536.0, 1259.0, 432.0, 18.0], shoonya_0sJ82XGFRFSGMQ, 5762452]
[paragraph, [536.0, 1277.0, 432.0, 18.0], shoonya_0sJ82XGFRFSGMQ, 5762452]
[paragraph, [536.0, 1295.0, 432.0, 18.0], shoonya_0sJ82XGFRFSGMQ, 5762452]
