[1806, 1262]
[folio, [629.0, 99.0, 467.0, 36.0], shoonya_7s8OSTWX0BH6QH, 5681082]
[paragraph, [100.0, 1427.0, 501.0, 36.0], shoonya_0sXRCUHUL1TCDA, 5681082]
[paragraph, [100.0, 1463.0, 501.0, 36.0], shoonya_0sXRCUHUL1TCDA, 5681082]
[paragraph, [100.0, 1499.0, 501.0, 36.0], shoonya_0sXRCUHUL1TCDA, 5681082]
[paragraph, [100.0, 1535.0, 501.0, 36.0], shoonya_0sXRCUHUL1TCDA, 5681082]
[paragraph, [663.0, 1050.0, 493.0, 36.0], AigDy7DKAH, 5681082]
[paragraph, [663.0, 1086.0, 493.0, 36.0], AigDy7DKAH, 5681082]
[paragraph, [663.0, 1122.0, 493.0, 36.0], AigDy7DKAH, 5681082]
[paragraph, [663.0, 1158.0, 493.0, 36.0], AigDy7DKAH, 5681082]
[paragraph, [663.0, 1194.0, 493.0, 36.0], AigDy7DKAH, 5681082]
[paragraph, [661.0, 1254.0, 499.0, 36.0], shoonya_6sY5TSMNX27AUF, 5681082]
[paragraph, [661.0, 1290.0, 499.0, 36.0], shoonya_6sY5TSMNX27AUF, 5681082]
[paragraph, [661.0, 1326.0, 499.0, 36.0], shoonya_6sY5TSMNX27AUF, 5681082]
[paragraph, [661.0, 1362.0, 499.0, 36.0], shoonya_6sY5TSMNX27AUF, 5681082]
[paragraph, [661.0, 1398.0, 499.0, 36.0], shoonya_6sY5TSMNX27AUF, 5681082]
[paragraph, [663.0, 1446.0, 299.0, 36.0], BkJdw3oqe3, 5681082]
[paragraph, [661.0, 1517.0, 500.0, 36.0], shoonya_3sQG3WOWY4OW1V, 5681082]
[paragraph, [661.0, 1553.0, 500.0, 36.0], shoonya_3sQG3WOWY4OW1V, 5681082]
[paragraph, [661.0, 1589.0, 500.0, 36.0], shoonya_3sQG3WOWY4OW1V, 5681082]
[paragraph, [661.0, 1625.0, 500.0, 36.0], shoonya_3sQG3WOWY4OW1V, 5681082]
[paragraph, [661.0, 1661.0, 500.0, 36.0], shoonya_3sQG3WOWY4OW1V, 5681082]
[paragraph, [104.0, 1592.0, 500.0, 36.0], shoonya_4s65KAQ2NIY1Q6, 5681082]
[paragraph, [104.0, 1628.0, 500.0, 36.0], shoonya_4s65KAQ2NIY1Q6, 5681082]
[paragraph, [104.0, 1664.0, 500.0, 36.0], shoonya_4s65KAQ2NIY1Q6, 5681082]
