[1275, 750]
[folio, [248.0, 86.0, 245.0, 18.0], yFat16owhp, 5767611]
[paragraph, [76.0, 766.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 784.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 802.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 820.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 838.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 856.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 874.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 892.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 910.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 928.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 946.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 964.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 982.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 1000.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 1018.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 1036.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 1054.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 1072.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 1090.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 1108.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 1126.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 1144.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 1162.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 1180.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
