[1818, 1374]
[folio, [569.0, 107.0, 223.0, 36.0], shoonya_0s5HBCVO6B1K14, 5682640]
[paragraph, [690.0, 1284.0, 577.0, 36.0], ki_W6ubwaI, 5682640]
[paragraph, [690.0, 1320.0, 577.0, 36.0], ki_W6ubwaI, 5682640]
[paragraph, [690.0, 1356.0, 577.0, 36.0], ki_W6ubwaI, 5682640]
[paragraph, [690.0, 1392.0, 577.0, 36.0], ki_W6ubwaI, 5682640]
[paragraph, [690.0, 1428.0, 577.0, 36.0], ki_W6ubwaI, 5682640]
[paragraph, [690.0, 1464.0, 577.0, 36.0], ki_W6ubwaI, 5682640]
[paragraph, [690.0, 1500.0, 577.0, 36.0], ki_W6ubwaI, 5682640]
[paragraph, [690.0, 1536.0, 577.0, 36.0], ki_W6ubwaI, 5682640]
[paragraph, [690.0, 1572.0, 577.0, 36.0], ki_W6ubwaI, 5682640]
[paragraph, [104.0, 1335.0, 570.0, 36.0], 3mzcBMbRO_, 5682640]
[paragraph, [104.0, 1371.0, 570.0, 36.0], 3mzcBMbRO_, 5682640]
[paragraph, [104.0, 1419.0, 571.0, 36.0], 4LBz4dYhmb, 5682640]
[paragraph, [104.0, 1455.0, 571.0, 36.0], 4LBz4dYhmb, 5682640]
[paragraph, [99.0, 1507.0, 580.0, 36.0], y5Pzy3kdmz, 5682640]
[paragraph, [99.0, 1543.0, 580.0, 36.0], y5Pzy3kdmz, 5682640]
[paragraph, [99.0, 1579.0, 580.0, 36.0], y5Pzy3kdmz, 5682640]
[paragraph, [99.0, 1615.0, 580.0, 36.0], y5Pzy3kdmz, 5682640]
[paragraph, [99.0, 1651.0, 580.0, 36.0], y5Pzy3kdmz, 5682640]
[paragraph, [697.0, 1630.0, 566.0, 36.0], vmy3x5bmjH, 5682640]
[paragraph, [697.0, 1666.0, 566.0, 36.0], vmy3x5bmjH, 5682640]
