[1754, 1241]
[section-title, [373.0, 97.0, 503.0, 49.5], y_mD_IWBte, 5706980]
[ordered-list, [145.0, 950.0, 1007.0, 36.0], shoonya_0sSGXQMCDL76RV, 5706980]
[ordered-list, [145.0, 986.0, 1007.0, 36.0], shoonya_0sSGXQMCDL76RV, 5706980]
[ordered-list, [145.0, 1022.0, 1007.0, 36.0], shoonya_0sSGXQMCDL76RV, 5706980]
[ordered-list, [145.0, 1058.0, 1007.0, 36.0], shoonya_0sSGXQMCDL76RV, 5706980]
[ordered-list, [145.0, 1094.0, 1007.0, 36.0], shoonya_0sSGXQMCDL76RV, 5706980]
[ordered-list, [145.0, 1130.0, 1007.0, 36.0], shoonya_0sSGXQMCDL76RV, 5706980]
[ordered-list, [145.0, 1166.0, 1007.0, 36.0], shoonya_0sSGXQMCDL76RV, 5706980]
[ordered-list, [145.0, 1202.0, 1007.0, 36.0], shoonya_0sSGXQMCDL76RV, 5706980]
[ordered-list, [145.0, 1238.0, 1007.0, 36.0], shoonya_0sSGXQMCDL76RV, 5706980]
[ordered-list, [145.0, 1274.0, 1007.0, 36.0], shoonya_0sSGXQMCDL76RV, 5706980]
[ordered-list, [145.0, 1310.0, 1007.0, 36.0], shoonya_0sSGXQMCDL76RV, 5706980]
[ordered-list, [145.0, 1346.0, 1007.0, 36.0], shoonya_0sSGXQMCDL76RV, 5706980]
[ordered-list, [145.0, 1382.0, 1007.0, 36.0], shoonya_0sSGXQMCDL76RV, 5706980]
[ordered-list, [145.0, 1418.0, 1007.0, 36.0], shoonya_0sSGXQMCDL76RV, 5706980]
[ordered-list, [145.0, 1454.0, 1007.0, 36.0], shoonya_0sSGXQMCDL76RV, 5706980]
[ordered-list, [145.0, 1490.0, 1007.0, 36.0], shoonya_0sSGXQMCDL76RV, 5706980]
[ordered-list, [145.0, 1526.0, 1007.0, 36.0], shoonya_0sSGXQMCDL76RV, 5706980]
[ordered-list, [145.0, 1562.0, 1007.0, 36.0], shoonya_0sSGXQMCDL76RV, 5706980]
[ordered-list, [145.0, 1598.0, 1007.0, 36.0], shoonya_0sSGXQMCDL76RV, 5706980]
[sub-ordered-list, [192.0, 348.0, 907.0, 36.0], lrNOS8-RtL, 5706980]
[sub-ordered-list, [192.0, 384.0, 907.0, 36.0], lrNOS8-RtL, 5706980]
[sub-ordered-list, [192.0, 420.0, 907.0, 36.0], lrNOS8-RtL, 5706980]
[sub-ordered-list, [192.0, 456.0, 907.0, 36.0], lrNOS8-RtL, 5706980]
[sub-ordered-list, [192.0, 492.0, 907.0, 36.0], lrNOS8-RtL, 5706980]
[sub-ordered-list, [192.0, 528.0, 907.0, 36.0], lrNOS8-RtL, 5706980]
[sub-ordered-list, [192.0, 564.0, 907.0, 36.0], lrNOS8-RtL, 5706980]
[sub-ordered-list, [192.0, 600.0, 907.0, 36.0], lrNOS8-RtL, 5706980]
[sub-ordered-list, [192.0, 636.0, 907.0, 36.0], lrNOS8-RtL, 5706980]
[sub-ordered-list, [192.0, 672.0, 907.0, 36.0], lrNOS8-RtL, 5706980]
[sub-ordered-list, [192.0, 708.0, 907.0, 36.0], lrNOS8-RtL, 5706980]
[sub-ordered-list, [192.0, 744.0, 907.0, 36.0], lrNOS8-RtL, 5706980]
[sub-ordered-list, [192.0, 780.0, 907.0, 36.0], lrNOS8-RtL, 5706980]
[sub-ordered-list, [192.0, 816.0, 907.0, 36.0], lrNOS8-RtL, 5706980]
[sub-ordered-list, [192.0, 852.0, 907.0, 36.0], lrNOS8-RtL, 5706980]
[sub-ordered-list, [192.0, 888.0, 907.0, 36.0], lrNOS8-RtL, 5706980]
[sub-ordered-list, [192.0, 924.0, 907.0, 36.0], lrNOS8-RtL, 5706980]
[sub-ordered-list, [192.0, 960.0, 907.0, 36.0], lrNOS8-RtL, 5706980]
[sub-ordered-list, [192.0, 996.0, 907.0, 36.0], lrNOS8-RtL, 5706980]
[sub-ordered-list, [192.0, 1032.0, 907.0, 36.0], lrNOS8-RtL, 5706980]
[sub-ordered-list, [192.0, 1068.0, 907.0, 36.0], lrNOS8-RtL, 5706980]
[sub-ordered-list, [192.0, 1104.0, 907.0, 36.0], lrNOS8-RtL, 5706980]
[sub-ordered-list, [192.0, 1140.0, 907.0, 36.0], lrNOS8-RtL, 5706980]
[sub-ordered-list, [192.0, 1176.0, 907.0, 36.0], lrNOS8-RtL, 5706980]
[sub-ordered-list, [192.0, 1212.0, 907.0, 36.0], lrNOS8-RtL, 5706980]
[sub-ordered-list, [192.0, 1248.0, 907.0, 36.0], lrNOS8-RtL, 5706980]
[sub-ordered-list, [192.0, 1284.0, 907.0, 36.0], lrNOS8-RtL, 5706980]
[sub-ordered-list, [192.0, 1320.0, 907.0, 36.0], lrNOS8-RtL, 5706980]
[sub-ordered-list, [192.0, 1356.0, 907.0, 36.0], lrNOS8-RtL, 5706980]
[sub-ordered-list, [192.0, 1392.0, 907.0, 36.0], lrNOS8-RtL, 5706980]
[sub-ordered-list, [192.0, 1428.0, 907.0, 36.0], lrNOS8-RtL, 5706980]
[sub-ordered-list, [192.0, 1464.0, 907.0, 36.0], lrNOS8-RtL, 5706980]
[sub-ordered-list, [192.0, 1500.0, 907.0, 36.0], lrNOS8-RtL, 5706980]
[sub-ordered-list, [192.0, 1536.0, 907.0, 36.0], lrNOS8-RtL, 5706980]
[sub-ordered-list, [192.0, 1572.0, 907.0, 36.0], lrNOS8-RtL, 5706980]
[sub-ordered-list, [192.0, 1608.0, 907.0, 36.0], lrNOS8-RtL, 5706980]
