[1806, 1262]
[folio, [170.0, 104.0, 507.0, 36.0], u8TL8vjtLh, 5681642]
[paragraph, [651.0, 1225.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 1261.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 1297.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 1333.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 1369.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 1405.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 1441.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 1477.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 1513.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 1549.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 1585.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 1621.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 1657.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [98.0, 1517.0, 514.0, 36.0], shoonya_2s8LVD0JQJK6A3, 5681642]
[paragraph, [98.0, 1553.0, 514.0, 36.0], shoonya_2s8LVD0JQJK6A3, 5681642]
[paragraph, [98.0, 1589.0, 514.0, 36.0], shoonya_2s8LVD0JQJK6A3, 5681642]
[paragraph, [98.0, 1625.0, 514.0, 36.0], shoonya_2s8LVD0JQJK6A3, 5681642]
[paragraph, [98.0, 1661.0, 514.0, 36.0], shoonya_2s8LVD0JQJK6A3, 5681642]
