[2230, 1631]
[paragraph, [1104.0, 177.0, 509.0, 36.0], shoonya_0sFSYB1R6B741L, 5654049]
[sidebar, [540.0, 569.0, 545.0, 36.0], shoonya_2sWB9W7QEMOLDI, 5654049]
[sidebar, [540.0, 605.0, 545.0, 36.0], shoonya_2sWB9W7QEMOLDI, 5654049]
[sidebar, [540.0, 641.0, 545.0, 36.0], shoonya_2sWB9W7QEMOLDI, 5654049]
[sidebar, [540.0, 677.0, 545.0, 36.0], shoonya_2sWB9W7QEMOLDI, 5654049]
[sidebar, [540.0, 713.0, 545.0, 36.0], shoonya_2sWB9W7QEMOLDI, 5654049]
[sidebar, [540.0, 749.0, 545.0, 36.0], shoonya_2sWB9W7QEMOLDI, 5654049]
[sidebar, [540.0, 785.0, 545.0, 36.0], shoonya_2sWB9W7QEMOLDI, 5654049]
[sidebar, [540.0, 821.0, 545.0, 36.0], shoonya_2sWB9W7QEMOLDI, 5654049]
[sidebar, [540.0, 857.0, 545.0, 36.0], shoonya_2sWB9W7QEMOLDI, 5654049]
[sidebar, [540.0, 893.0, 545.0, 36.0], shoonya_2sWB9W7QEMOLDI, 5654049]
[sidebar, [540.0, 929.0, 545.0, 36.0], shoonya_2sWB9W7QEMOLDI, 5654049]
[sidebar, [540.0, 965.0, 545.0, 36.0], shoonya_2sWB9W7QEMOLDI, 5654049]
[paragraph, [68.0, 1098.0, 748.0, 36.0], shoonya_6s6HWL5EJDZZGY, 5654049]
[paragraph, [68.0, 1134.0, 748.0, 36.0], shoonya_6s6HWL5EJDZZGY, 5654049]
[paragraph, [849.0, 1099.0, 354.0, 36.0], shoonya_7sHS2VLMX4M362, 5654049]
[paragraph, [838.0, 1135.0, 769.0, 36.0], shoonya_5sQHZDKFA3BHE2, 5654049]
[paragraph, [838.0, 1171.0, 769.0, 36.0], shoonya_5sQHZDKFA3BHE2, 5654049]
[paragraph, [838.0, 1207.0, 769.0, 36.0], shoonya_5sQHZDKFA3BHE2, 5654049]
[paragraph, [838.0, 1243.0, 769.0, 36.0], shoonya_5sQHZDKFA3BHE2, 5654049]
[paragraph, [838.0, 1279.0, 769.0, 36.0], shoonya_5sQHZDKFA3BHE2, 5654049]
[paragraph, [838.0, 1315.0, 769.0, 36.0], shoonya_5sQHZDKFA3BHE2, 5654049]
[paragraph, [838.0, 1351.0, 769.0, 36.0], shoonya_5sQHZDKFA3BHE2, 5654049]
[paragraph, [38.0, 1170.0, 779.0, 36.0], shoonya_1sLI2ZV4GF80G9, 5654049]
[paragraph, [38.0, 1206.0, 779.0, 36.0], shoonya_1sLI2ZV4GF80G9, 5654049]
[paragraph, [38.0, 1242.0, 779.0, 36.0], shoonya_1sLI2ZV4GF80G9, 5654049]
[paragraph, [38.0, 1278.0, 779.0, 36.0], shoonya_1sLI2ZV4GF80G9, 5654049]
[paragraph, [38.0, 1314.0, 779.0, 36.0], shoonya_1sLI2ZV4GF80G9, 5654049]
[paragraph, [38.0, 1350.0, 779.0, 36.0], shoonya_1sLI2ZV4GF80G9, 5654049]
[paragraph, [38.0, 1386.0, 779.0, 36.0], shoonya_1sLI2ZV4GF80G9, 5654049]
[paragraph, [38.0, 1422.0, 779.0, 36.0], shoonya_1sLI2ZV4GF80G9, 5654049]
[paragraph, [38.0, 1458.0, 779.0, 36.0], shoonya_1sLI2ZV4GF80G9, 5654049]
[paragraph, [38.0, 1494.0, 779.0, 36.0], shoonya_1sLI2ZV4GF80G9, 5654049]
[paragraph, [38.0, 1530.0, 779.0, 36.0], shoonya_1sLI2ZV4GF80G9, 5654049]
[paragraph, [38.0, 1566.0, 779.0, 36.0], shoonya_1sLI2ZV4GF80G9, 5654049]
[paragraph, [38.0, 1602.0, 779.0, 36.0], shoonya_1sLI2ZV4GF80G9, 5654049]
[paragraph, [38.0, 1638.0, 779.0, 36.0], shoonya_1sLI2ZV4GF80G9, 5654049]
[paragraph, [38.0, 1674.0, 779.0, 36.0], shoonya_1sLI2ZV4GF80G9, 5654049]
[paragraph, [38.0, 1710.0, 779.0, 36.0], shoonya_1sLI2ZV4GF80G9, 5654049]
[paragraph, [38.0, 1746.0, 779.0, 36.0], shoonya_1sLI2ZV4GF80G9, 5654049]
[paragraph, [38.0, 1782.0, 779.0, 36.0], shoonya_1sLI2ZV4GF80G9, 5654049]
[paragraph, [38.0, 1818.0, 779.0, 36.0], shoonya_1sLI2ZV4GF80G9, 5654049]
[paragraph, [38.0, 1854.0, 779.0, 36.0], shoonya_1sLI2ZV4GF80G9, 5654049]
[paragraph, [38.0, 1890.0, 779.0, 36.0], shoonya_1sLI2ZV4GF80G9, 5654049]
[paragraph, [38.0, 1926.0, 779.0, 36.0], shoonya_1sLI2ZV4GF80G9, 5654049]
[paragraph, [38.0, 1962.0, 779.0, 36.0], shoonya_1sLI2ZV4GF80G9, 5654049]
[paragraph, [38.0, 1998.0, 779.0, 36.0], shoonya_1sLI2ZV4GF80G9, 5654049]
[paragraph, [38.0, 2034.0, 779.0, 36.0], shoonya_1sLI2ZV4GF80G9, 5654049]
[paragraph, [38.0, 2070.0, 779.0, 36.0], shoonya_1sLI2ZV4GF80G9, 5654049]
[paragraph, [38.0, 2106.0, 779.0, 36.0], shoonya_1sLI2ZV4GF80G9, 5654049]
[paragraph, [835.0, 1419.0, 785.0, 36.0], shoonya_4sYCS3GV7U7AYC, 5654049]
[paragraph, [835.0, 1455.0, 785.0, 36.0], shoonya_4sYCS3GV7U7AYC, 5654049]
[paragraph, [835.0, 1491.0, 785.0, 36.0], shoonya_4sYCS3GV7U7AYC, 5654049]
[paragraph, [835.0, 1527.0, 785.0, 36.0], shoonya_4sYCS3GV7U7AYC, 5654049]
[paragraph, [835.0, 1563.0, 785.0, 36.0], shoonya_4sYCS3GV7U7AYC, 5654049]
[paragraph, [835.0, 1599.0, 785.0, 36.0], shoonya_4sYCS3GV7U7AYC, 5654049]
[paragraph, [835.0, 1635.0, 785.0, 36.0], shoonya_4sYCS3GV7U7AYC, 5654049]
[paragraph, [835.0, 1671.0, 785.0, 36.0], shoonya_4sYCS3GV7U7AYC, 5654049]
[paragraph, [835.0, 1707.0, 785.0, 36.0], shoonya_4sYCS3GV7U7AYC, 5654049]
[paragraph, [835.0, 1743.0, 785.0, 36.0], shoonya_4sYCS3GV7U7AYC, 5654049]
[paragraph, [835.0, 1779.0, 785.0, 36.0], shoonya_4sYCS3GV7U7AYC, 5654049]
[paragraph, [835.0, 1815.0, 785.0, 36.0], shoonya_4sYCS3GV7U7AYC, 5654049]
[paragraph, [835.0, 1851.0, 785.0, 36.0], shoonya_4sYCS3GV7U7AYC, 5654049]
[paragraph, [835.0, 1887.0, 785.0, 36.0], shoonya_4sYCS3GV7U7AYC, 5654049]
[paragraph, [835.0, 1923.0, 785.0, 36.0], shoonya_4sYCS3GV7U7AYC, 5654049]
[paragraph, [835.0, 1959.0, 785.0, 36.0], shoonya_4sYCS3GV7U7AYC, 5654049]
[paragraph, [835.0, 1995.0, 785.0, 36.0], shoonya_4sYCS3GV7U7AYC, 5654049]
[paragraph, [835.0, 2031.0, 785.0, 36.0], shoonya_4sYCS3GV7U7AYC, 5654049]
[paragraph, [835.0, 2067.0, 785.0, 36.0], shoonya_4sYCS3GV7U7AYC, 5654049]
[paragraph, [835.0, 2103.0, 785.0, 36.0], shoonya_4sYCS3GV7U7AYC, 5654049]
[folio, [727.0, 2170.0, 169.0, 36.0], qiMNv4RMK1, 5654049]
[footnote, [472.0, 2181.0, 687.0, 36.0], shoonya_10sM9ZW540HBRY, 5654049]
