[2200, 1700]
[paragraph, [371.0, 116.0, 1135.0, 36.0], shoonya_1sFG9NTFRFHQWR, 5734546]
[paragraph, [373.0, 1602.0, 1131.0, 36.0], shoonya_0sGBAZ8C8OPRTD, 5734546]
[paragraph, [373.0, 1638.0, 1131.0, 36.0], shoonya_0sGBAZ8C8OPRTD, 5734546]
[paragraph, [373.0, 1674.0, 1131.0, 36.0], shoonya_0sGBAZ8C8OPRTD, 5734546]
[paragraph, [373.0, 1710.0, 1131.0, 36.0], shoonya_0sGBAZ8C8OPRTD, 5734546]
[paragraph, [373.0, 1746.0, 1131.0, 36.0], shoonya_0sGBAZ8C8OPRTD, 5734546]
[paragraph, [373.0, 1782.0, 1131.0, 36.0], shoonya_0sGBAZ8C8OPRTD, 5734546]
[paragraph, [373.0, 1818.0, 1131.0, 36.0], shoonya_0sGBAZ8C8OPRTD, 5734546]
[paragraph, [373.0, 1854.0, 1131.0, 36.0], shoonya_0sGBAZ8C8OPRTD, 5734546]
[paragraph, [373.0, 1890.0, 1131.0, 36.0], shoonya_0sGBAZ8C8OPRTD, 5734546]
[paragraph, [373.0, 1926.0, 1131.0, 36.0], shoonya_0sGBAZ8C8OPRTD, 5734546]
[paragraph, [373.0, 1962.0, 1131.0, 36.0], shoonya_0sGBAZ8C8OPRTD, 5734546]
[paragraph, [373.0, 1998.0, 1131.0, 36.0], shoonya_0sGBAZ8C8OPRTD, 5734546]
[paragraph, [373.0, 2034.0, 1131.0, 36.0], shoonya_0sGBAZ8C8OPRTD, 5734546]
