[1818, 1374]
[folio, [473.0, 99.0, 416.0, 36.0], shoonya_1sID9G7E4GJZ4Y, 5682993]
[paragraph, [733.0, 909.0, 342.0, 36.0], DLg6BynroV, 5682993]
[paragraph, [93.0, 953.0, 584.0, 36.0], 5bqS3pA0ZE, 5682993]
[paragraph, [93.0, 989.0, 584.0, 36.0], 5bqS3pA0ZE, 5682993]
[paragraph, [93.0, 1025.0, 584.0, 36.0], 5bqS3pA0ZE, 5682993]
[paragraph, [93.0, 1061.0, 584.0, 36.0], 5bqS3pA0ZE, 5682993]
[paragraph, [93.0, 1097.0, 584.0, 36.0], 5bqS3pA0ZE, 5682993]
[paragraph, [93.0, 1133.0, 584.0, 36.0], 5bqS3pA0ZE, 5682993]
[paragraph, [695.0, 992.0, 571.0, 36.0], dprVoryS53, 5682993]
[paragraph, [695.0, 1028.0, 571.0, 36.0], dprVoryS53, 5682993]
[paragraph, [695.0, 1080.0, 571.0, 36.0], UJvQLUQAN0, 5682993]
[paragraph, [695.0, 1116.0, 571.0, 36.0], UJvQLUQAN0, 5682993]
[paragraph, [695.0, 1152.0, 571.0, 36.0], UJvQLUQAN0, 5682993]
[paragraph, [733.0, 1203.0, 348.0, 36.0], cj2lHyDKiT, 5682993]
[paragraph, [92.0, 1207.0, 587.0, 36.0], 7DrOzK6CJv, 5682993]
[paragraph, [92.0, 1243.0, 587.0, 36.0], 7DrOzK6CJv, 5682993]
[paragraph, [92.0, 1279.0, 587.0, 36.0], 7DrOzK6CJv, 5682993]
[paragraph, [92.0, 1315.0, 587.0, 36.0], 7DrOzK6CJv, 5682993]
[paragraph, [92.0, 1351.0, 587.0, 36.0], 7DrOzK6CJv, 5682993]
[paragraph, [92.0, 1387.0, 587.0, 36.0], 7DrOzK6CJv, 5682993]
[paragraph, [92.0, 1423.0, 587.0, 36.0], 7DrOzK6CJv, 5682993]
[paragraph, [92.0, 1459.0, 587.0, 36.0], 7DrOzK6CJv, 5682993]
[paragraph, [92.0, 1495.0, 587.0, 36.0], 7DrOzK6CJv, 5682993]
[paragraph, [92.0, 1531.0, 587.0, 36.0], 7DrOzK6CJv, 5682993]
[paragraph, [92.0, 1567.0, 587.0, 36.0], 7DrOzK6CJv, 5682993]
[paragraph, [92.0, 1603.0, 587.0, 36.0], 7DrOzK6CJv, 5682993]
[paragraph, [92.0, 1639.0, 587.0, 36.0], 7DrOzK6CJv, 5682993]
[paragraph, [92.0, 1675.0, 587.0, 36.0], 7DrOzK6CJv, 5682993]
[paragraph, [695.0, 1248.0, 565.0, 36.0], zK_M688axp, 5682993]
[paragraph, [695.0, 1284.0, 565.0, 36.0], zK_M688axp, 5682993]
[paragraph, [695.0, 1320.0, 565.0, 36.0], zK_M688axp, 5682993]
[paragraph, [695.0, 1356.0, 565.0, 36.0], zK_M688axp, 5682993]
[paragraph, [695.0, 1392.0, 565.0, 36.0], zK_M688axp, 5682993]
[paragraph, [695.0, 1428.0, 565.0, 36.0], zK_M688axp, 5682993]
[paragraph, [695.0, 1464.0, 565.0, 36.0], zK_M688axp, 5682993]
[paragraph, [695.0, 1500.0, 565.0, 36.0], zK_M688axp, 5682993]
[paragraph, [695.0, 1536.0, 565.0, 36.0], zK_M688axp, 5682993]
[paragraph, [695.0, 1590.0, 571.0, 36.0], pSAlxvXhV5, 5682993]
[paragraph, [695.0, 1626.0, 571.0, 36.0], pSAlxvXhV5, 5682993]
[paragraph, [695.0, 1662.0, 571.0, 36.0], pSAlxvXhV5, 5682993]
