[1755, 1240]
[paragraph, [63.0, 219.0, 361.0, 36.0], shoonya_1sMFK2OPYEFFNG, 6471496]
[paragraph, [62.0, 895.0, 365.0, 36.0], shoonya_0sZMQWTFO5O8Z5, 6471496]
[paragraph, [62.0, 931.0, 365.0, 36.0], shoonya_0sZMQWTFO5O8Z5, 6471496]
[paragraph, [62.0, 967.0, 365.0, 36.0], shoonya_0sZMQWTFO5O8Z5, 6471496]
[paragraph, [62.0, 1003.0, 365.0, 36.0], shoonya_0sZMQWTFO5O8Z5, 6471496]
[paragraph, [62.0, 1039.0, 365.0, 36.0], shoonya_0sZMQWTFO5O8Z5, 6471496]
[paragraph, [62.0, 1075.0, 365.0, 36.0], shoonya_0sZMQWTFO5O8Z5, 6471496]
[paragraph, [62.0, 1111.0, 365.0, 36.0], shoonya_0sZMQWTFO5O8Z5, 6471496]
[paragraph, [62.0, 1147.0, 365.0, 36.0], shoonya_0sZMQWTFO5O8Z5, 6471496]
[paragraph, [62.0, 1183.0, 365.0, 36.0], shoonya_0sZMQWTFO5O8Z5, 6471496]
[paragraph, [62.0, 1219.0, 365.0, 36.0], shoonya_0sZMQWTFO5O8Z5, 6471496]
[paragraph, [62.0, 1255.0, 365.0, 36.0], shoonya_0sZMQWTFO5O8Z5, 6471496]
[paragraph, [62.0, 1291.0, 365.0, 36.0], shoonya_0sZMQWTFO5O8Z5, 6471496]
[paragraph, [62.0, 1327.0, 365.0, 36.0], shoonya_0sZMQWTFO5O8Z5, 6471496]
[paragraph, [62.0, 1363.0, 365.0, 36.0], shoonya_0sZMQWTFO5O8Z5, 6471496]
[paragraph, [62.0, 1399.0, 365.0, 36.0], shoonya_0sZMQWTFO5O8Z5, 6471496]
[paragraph, [62.0, 1435.0, 365.0, 36.0], shoonya_0sZMQWTFO5O8Z5, 6471496]
[paragraph, [62.0, 1471.0, 365.0, 36.0], shoonya_0sZMQWTFO5O8Z5, 6471496]
[paragraph, [62.0, 1507.0, 365.0, 36.0], shoonya_0sZMQWTFO5O8Z5, 6471496]
[paragraph, [62.0, 1543.0, 365.0, 36.0], shoonya_0sZMQWTFO5O8Z5, 6471496]
[paragraph, [441.0, 1303.0, 362.0, 36.0], shoonya_5sTCRHY4R2G3VZ, 6471496]
[paragraph, [441.0, 1339.0, 362.0, 36.0], shoonya_5sTCRHY4R2G3VZ, 6471496]
[paragraph, [441.0, 1375.0, 362.0, 36.0], shoonya_5sTCRHY4R2G3VZ, 6471496]
[paragraph, [441.0, 1411.0, 362.0, 36.0], shoonya_5sTCRHY4R2G3VZ, 6471496]
[paragraph, [441.0, 1447.0, 362.0, 36.0], shoonya_5sTCRHY4R2G3VZ, 6471496]
[paragraph, [441.0, 1483.0, 362.0, 36.0], shoonya_5sTCRHY4R2G3VZ, 6471496]
[paragraph, [441.0, 1519.0, 362.0, 36.0], shoonya_5sTCRHY4R2G3VZ, 6471496]
[paragraph, [441.0, 1555.0, 362.0, 36.0], shoonya_5sTCRHY4R2G3VZ, 6471496]
[folio, [812.0, 1518.0, 365.0, 36.0], lYazj5MQUj, 6471496]
[flag, [66.0, 1603.0, 143.0, 36.0], shoonya_13sEZDDLSG3L9K, 6471496]
