[1806, 1262]
[folio, [165.0, 101.0, 509.0, 36.0], shoonya_5s0PM47CQEE8K3, 5680461]
[paragraph, [662.0, 912.0, 501.0, 36.0], BTbCO-_mQ7, 5680461]
[paragraph, [662.0, 948.0, 501.0, 36.0], BTbCO-_mQ7, 5680461]
[paragraph, [662.0, 984.0, 501.0, 36.0], BTbCO-_mQ7, 5680461]
[paragraph, [662.0, 1020.0, 501.0, 36.0], BTbCO-_mQ7, 5680461]
[paragraph, [662.0, 1056.0, 501.0, 36.0], BTbCO-_mQ7, 5680461]
[paragraph, [662.0, 1092.0, 501.0, 36.0], BTbCO-_mQ7, 5680461]
[paragraph, [662.0, 1128.0, 501.0, 36.0], BTbCO-_mQ7, 5680461]
[paragraph, [662.0, 1164.0, 501.0, 36.0], BTbCO-_mQ7, 5680461]
[paragraph, [662.0, 1200.0, 501.0, 36.0], BTbCO-_mQ7, 5680461]
[paragraph, [662.0, 1236.0, 501.0, 36.0], BTbCO-_mQ7, 5680461]
[paragraph, [662.0, 1272.0, 501.0, 36.0], BTbCO-_mQ7, 5680461]
[paragraph, [662.0, 1308.0, 501.0, 36.0], BTbCO-_mQ7, 5680461]
[paragraph, [99.0, 987.0, 502.0, 36.0], shoonya_3s8P6TX9NXX6B4, 5680461]
[paragraph, [99.0, 1023.0, 502.0, 36.0], shoonya_3s8P6TX9NXX6B4, 5680461]
[paragraph, [99.0, 1059.0, 502.0, 36.0], shoonya_3s8P6TX9NXX6B4, 5680461]
[paragraph, [99.0, 1095.0, 502.0, 36.0], shoonya_3s8P6TX9NXX6B4, 5680461]
[paragraph, [99.0, 1131.0, 502.0, 36.0], shoonya_3s8P6TX9NXX6B4, 5680461]
[paragraph, [99.0, 1167.0, 502.0, 36.0], shoonya_3s8P6TX9NXX6B4, 5680461]
[paragraph, [99.0, 1203.0, 502.0, 36.0], shoonya_3s8P6TX9NXX6B4, 5680461]
[paragraph, [99.0, 1239.0, 502.0, 36.0], shoonya_3s8P6TX9NXX6B4, 5680461]
[paragraph, [99.0, 1275.0, 502.0, 36.0], shoonya_3s8P6TX9NXX6B4, 5680461]
[paragraph, [99.0, 1311.0, 502.0, 36.0], shoonya_3s8P6TX9NXX6B4, 5680461]
[paragraph, [99.0, 1347.0, 502.0, 36.0], shoonya_3s8P6TX9NXX6B4, 5680461]
[paragraph, [99.0, 1383.0, 502.0, 36.0], shoonya_3s8P6TX9NXX6B4, 5680461]
[paragraph, [99.0, 1419.0, 502.0, 36.0], shoonya_3s8P6TX9NXX6B4, 5680461]
[paragraph, [99.0, 1455.0, 502.0, 36.0], shoonya_3s8P6TX9NXX6B4, 5680461]
[paragraph, [99.0, 1491.0, 502.0, 36.0], shoonya_3s8P6TX9NXX6B4, 5680461]
[paragraph, [99.0, 1527.0, 502.0, 36.0], shoonya_3s8P6TX9NXX6B4, 5680461]
[paragraph, [99.0, 1563.0, 502.0, 36.0], shoonya_3s8P6TX9NXX6B4, 5680461]
[paragraph, [99.0, 1599.0, 502.0, 36.0], shoonya_3s8P6TX9NXX6B4, 5680461]
[paragraph, [99.0, 1635.0, 502.0, 36.0], shoonya_3s8P6TX9NXX6B4, 5680461]
[paragraph, [99.0, 1671.0, 502.0, 36.0], shoonya_3s8P6TX9NXX6B4, 5680461]
[paragraph, [664.0, 1380.0, 503.0, 36.0], DoOIp1FBWy, 5680461]
[paragraph, [664.0, 1416.0, 503.0, 36.0], DoOIp1FBWy, 5680461]
[paragraph, [664.0, 1452.0, 503.0, 36.0], DoOIp1FBWy, 5680461]
[paragraph, [664.0, 1488.0, 503.0, 36.0], DoOIp1FBWy, 5680461]
[paragraph, [665.0, 1559.0, 503.0, 36.0], IRni7CjdUJ, 5680461]
[paragraph, [665.0, 1595.0, 503.0, 36.0], IRni7CjdUJ, 5680461]
[paragraph, [665.0, 1631.0, 503.0, 36.0], IRni7CjdUJ, 5680461]
[paragraph, [665.0, 1667.0, 503.0, 36.0], IRni7CjdUJ, 5680461]
