[1468, 909]
[folio, [368.0, 77.0, 164.0, 18.0], OYo6J6v821, 5770752]
[paragraph, [76.0, 679.0, 375.0, 18.0], Nc4j2LQPKi, 5770752]
[paragraph, [76.0, 697.0, 375.0, 18.0], Nc4j2LQPKi, 5770752]
[paragraph, [76.0, 715.0, 375.0, 18.0], Nc4j2LQPKi, 5770752]
[paragraph, [76.0, 733.0, 375.0, 18.0], Nc4j2LQPKi, 5770752]
[paragraph, [76.0, 751.0, 375.0, 18.0], Nc4j2LQPKi, 5770752]
[paragraph, [76.0, 769.0, 375.0, 18.0], Nc4j2LQPKi, 5770752]
[paragraph, [76.0, 787.0, 375.0, 18.0], Nc4j2LQPKi, 5770752]
[paragraph, [76.0, 805.0, 375.0, 18.0], Nc4j2LQPKi, 5770752]
[paragraph, [76.0, 823.0, 375.0, 18.0], Nc4j2LQPKi, 5770752]
[paragraph, [76.0, 841.0, 375.0, 18.0], Nc4j2LQPKi, 5770752]
[paragraph, [76.0, 859.0, 375.0, 18.0], Nc4j2LQPKi, 5770752]
[paragraph, [76.0, 877.0, 375.0, 18.0], Nc4j2LQPKi, 5770752]
[paragraph, [456.0, 666.0, 375.0, 18.0], oq2TTtYcZF, 5770752]
[paragraph, [456.0, 684.0, 375.0, 18.0], oq2TTtYcZF, 5770752]
[paragraph, [456.0, 702.0, 375.0, 18.0], oq2TTtYcZF, 5770752]
[paragraph, [456.0, 720.0, 375.0, 18.0], oq2TTtYcZF, 5770752]
[paragraph, [456.0, 738.0, 375.0, 18.0], oq2TTtYcZF, 5770752]
[paragraph, [456.0, 756.0, 375.0, 18.0], oq2TTtYcZF, 5770752]
[paragraph, [456.0, 774.0, 375.0, 18.0], oq2TTtYcZF, 5770752]
[paragraph, [456.0, 792.0, 375.0, 18.0], oq2TTtYcZF, 5770752]
[paragraph, [456.0, 810.0, 375.0, 18.0], oq2TTtYcZF, 5770752]
[paragraph, [456.0, 828.0, 375.0, 18.0], oq2TTtYcZF, 5770752]
[paragraph, [456.0, 846.0, 375.0, 18.0], oq2TTtYcZF, 5770752]
[paragraph, [456.0, 864.0, 375.0, 18.0], oq2TTtYcZF, 5770752]
[paragraph, [456.0, 882.0, 375.0, 18.0], oq2TTtYcZF, 5770752]
[paragraph, [456.0, 900.0, 375.0, 18.0], oq2TTtYcZF, 5770752]
[paragraph, [456.0, 918.0, 375.0, 18.0], oq2TTtYcZF, 5770752]
[paragraph, [456.0, 936.0, 375.0, 18.0], oq2TTtYcZF, 5770752]
[paragraph, [456.0, 954.0, 375.0, 18.0], oq2TTtYcZF, 5770752]
[paragraph, [81.0, 896.0, 370.0, 18.0], XAInGjwKtT, 5770752]
[paragraph, [81.0, 914.0, 370.0, 18.0], XAInGjwKtT, 5770752]
[paragraph, [81.0, 932.0, 370.0, 18.0], XAInGjwKtT, 5770752]
[paragraph, [77.0, 955.0, 374.0, 18.0], odShL3dC1A, 5770752]
[paragraph, [460.0, 978.0, 370.0, 18.0], kAPBR7X8SD, 5770752]
[paragraph, [460.0, 996.0, 370.0, 18.0], kAPBR7X8SD, 5770752]
[paragraph, [460.0, 1014.0, 370.0, 18.0], kAPBR7X8SD, 5770752]
[paragraph, [460.0, 1032.0, 370.0, 18.0], kAPBR7X8SD, 5770752]
[paragraph, [460.0, 1050.0, 370.0, 18.0], kAPBR7X8SD, 5770752]
[paragraph, [460.0, 1068.0, 370.0, 18.0], kAPBR7X8SD, 5770752]
[paragraph, [460.0, 1086.0, 370.0, 18.0], kAPBR7X8SD, 5770752]
[paragraph, [460.0, 1104.0, 370.0, 18.0], kAPBR7X8SD, 5770752]
[paragraph, [79.0, 980.0, 370.0, 18.0], eVdhCD5FBk, 5770752]
[paragraph, [79.0, 998.0, 370.0, 18.0], eVdhCD5FBk, 5770752]
[paragraph, [79.0, 1016.0, 370.0, 18.0], eVdhCD5FBk, 5770752]
[paragraph, [80.0, 1037.0, 373.0, 18.0], 6oEwyCAafA, 5770752]
[paragraph, [80.0, 1055.0, 373.0, 18.0], 6oEwyCAafA, 5770752]
[paragraph, [80.0, 1073.0, 373.0, 18.0], 6oEwyCAafA, 5770752]
[paragraph, [80.0, 1091.0, 373.0, 18.0], 6oEwyCAafA, 5770752]
[paragraph, [80.0, 1109.0, 373.0, 18.0], 6oEwyCAafA, 5770752]
[paragraph, [80.0, 1127.0, 373.0, 18.0], 6oEwyCAafA, 5770752]
[paragraph, [80.0, 1145.0, 373.0, 18.0], 6oEwyCAafA, 5770752]
[paragraph, [80.0, 1163.0, 373.0, 18.0], 6oEwyCAafA, 5770752]
[paragraph, [80.0, 1181.0, 373.0, 18.0], 6oEwyCAafA, 5770752]
[paragraph, [80.0, 1199.0, 373.0, 18.0], 6oEwyCAafA, 5770752]
[paragraph, [80.0, 1217.0, 373.0, 18.0], 6oEwyCAafA, 5770752]
[paragraph, [80.0, 1235.0, 373.0, 18.0], 6oEwyCAafA, 5770752]
[paragraph, [80.0, 1253.0, 373.0, 18.0], 6oEwyCAafA, 5770752]
[paragraph, [459.0, 1119.0, 372.0, 18.0], E7HQWmVTEV, 5770752]
[paragraph, [459.0, 1137.0, 372.0, 18.0], E7HQWmVTEV, 5770752]
[paragraph, [459.0, 1155.0, 372.0, 18.0], E7HQWmVTEV, 5770752]
[paragraph, [459.0, 1173.0, 372.0, 18.0], E7HQWmVTEV, 5770752]
[paragraph, [459.0, 1191.0, 372.0, 18.0], E7HQWmVTEV, 5770752]
[paragraph, [459.0, 1209.0, 372.0, 18.0], E7HQWmVTEV, 5770752]
[paragraph, [459.0, 1227.0, 372.0, 18.0], E7HQWmVTEV, 5770752]
[paragraph, [459.0, 1245.0, 372.0, 18.0], E7HQWmVTEV, 5770752]
[paragraph, [459.0, 1263.0, 372.0, 18.0], E7HQWmVTEV, 5770752]
[paragraph, [459.0, 1281.0, 372.0, 18.0], E7HQWmVTEV, 5770752]
[paragraph, [459.0, 1299.0, 372.0, 18.0], E7HQWmVTEV, 5770752]
[paragraph, [459.0, 1317.0, 372.0, 18.0], E7HQWmVTEV, 5770752]
[paragraph, [459.0, 1335.0, 372.0, 18.0], E7HQWmVTEV, 5770752]
[paragraph, [79.0, 1265.0, 376.0, 18.0], CKg5dUNIuk, 5770752]
[paragraph, [79.0, 1283.0, 376.0, 18.0], CKg5dUNIuk, 5770752]
[paragraph, [79.0, 1301.0, 376.0, 18.0], CKg5dUNIuk, 5770752]
[paragraph, [84.0, 1321.0, 370.0, 18.0], fYt22ZHC7C, 5770752]
[paragraph, [84.0, 1339.0, 370.0, 18.0], fYt22ZHC7C, 5770752]
[paragraph, [84.0, 1357.0, 370.0, 18.0], fYt22ZHC7C, 5770752]
[jumpline, [523.0, 1350.0, 244.0, 18.0], IsS_UplX67, 5770752]
[jumpline, [523.0, 1368.0, 244.0, 18.0], IsS_UplX67, 5770752]
