[1296, 864]
[chapter-title, [446.0, 25.0, 326.0, 30.0], a8XjzZO_ZK, 5657232]
[unordered-list, [15.0, 875.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 893.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 911.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 929.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 947.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 965.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 983.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 1001.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 1019.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 1037.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 1055.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 1073.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 1091.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 1109.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 1127.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 1145.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[contact-info, [15.0, 1196.0, 442.0, 18.0], shoonya_5sZQKEZ8N0KJWB, 5657232]
