[1320, 1176]
[folio, [944.0, 57.0, 160.0, 18.0], Row5GRyU0a, 5694076]
[paragraph, [422.0, 925.0, 335.0, 18.0], shoonya_2sQQTR3TZINUQG, 5694076]
[paragraph, [422.0, 943.0, 335.0, 18.0], shoonya_2sQQTR3TZINUQG, 5694076]
[paragraph, [422.0, 961.0, 335.0, 18.0], shoonya_2sQQTR3TZINUQG, 5694076]
[paragraph, [422.0, 979.0, 335.0, 18.0], shoonya_2sQQTR3TZINUQG, 5694076]
[paragraph, [422.0, 997.0, 335.0, 18.0], shoonya_2sQQTR3TZINUQG, 5694076]
[paragraph, [422.0, 1015.0, 335.0, 18.0], shoonya_2sQQTR3TZINUQG, 5694076]
[paragraph, [422.0, 1033.0, 335.0, 18.0], shoonya_2sQQTR3TZINUQG, 5694076]
[paragraph, [75.0, 915.0, 332.0, 18.0], Icz6Z6Kvhk, 5694076]
[paragraph, [75.0, 933.0, 332.0, 18.0], Icz6Z6Kvhk, 5694076]
[paragraph, [75.0, 951.0, 332.0, 18.0], Icz6Z6Kvhk, 5694076]
[paragraph, [75.0, 969.0, 332.0, 18.0], Icz6Z6Kvhk, 5694076]
[paragraph, [75.0, 987.0, 332.0, 18.0], Icz6Z6Kvhk, 5694076]
[paragraph, [75.0, 1005.0, 332.0, 18.0], Icz6Z6Kvhk, 5694076]
[paragraph, [75.0, 1023.0, 332.0, 18.0], Icz6Z6Kvhk, 5694076]
[paragraph, [75.0, 1041.0, 332.0, 18.0], Icz6Z6Kvhk, 5694076]
[paragraph, [75.0, 1059.0, 332.0, 18.0], Icz6Z6Kvhk, 5694076]
[paragraph, [75.0, 1077.0, 332.0, 18.0], Icz6Z6Kvhk, 5694076]
[paragraph, [75.0, 1095.0, 332.0, 18.0], Icz6Z6Kvhk, 5694076]
[paragraph, [75.0, 1113.0, 332.0, 18.0], Icz6Z6Kvhk, 5694076]
[paragraph, [420.0, 1055.0, 338.0, 18.0], shoonya_1sIO2P69ACHEPX, 5694076]
[paragraph, [420.0, 1073.0, 338.0, 18.0], shoonya_1sIO2P69ACHEPX, 5694076]
[paragraph, [420.0, 1091.0, 338.0, 18.0], shoonya_1sIO2P69ACHEPX, 5694076]
[paragraph, [420.0, 1109.0, 338.0, 18.0], shoonya_1sIO2P69ACHEPX, 5694076]
[paragraph, [420.0, 1127.0, 338.0, 18.0], shoonya_1sIO2P69ACHEPX, 5694076]
[paragraph, [75.0, 1145.0, 329.0, 18.0], shoonya_5sYQ8I8JKX8NMD, 5694076]
[paragraph, [75.0, 1163.0, 329.0, 18.0], shoonya_5sYQ8I8JKX8NMD, 5694076]
[paragraph, [75.0, 1181.0, 329.0, 18.0], shoonya_5sYQ8I8JKX8NMD, 5694076]
[paragraph, [75.0, 1199.0, 329.0, 18.0], shoonya_5sYQ8I8JKX8NMD, 5694076]
[paragraph, [75.0, 1217.0, 329.0, 18.0], shoonya_5sYQ8I8JKX8NMD, 5694076]
[paragraph, [75.0, 1235.0, 329.0, 18.0], shoonya_5sYQ8I8JKX8NMD, 5694076]
[paragraph, [419.0, 1167.0, 336.0, 18.0], dq4ZOT9ERP, 5694076]
[paragraph, [419.0, 1185.0, 336.0, 18.0], dq4ZOT9ERP, 5694076]
[paragraph, [419.0, 1203.0, 336.0, 18.0], dq4ZOT9ERP, 5694076]
[paragraph, [419.0, 1221.0, 336.0, 18.0], dq4ZOT9ERP, 5694076]
[paragraph, [419.0, 1239.0, 336.0, 18.0], dq4ZOT9ERP, 5694076]
