[1387, 987]
[paragraph, [85.0, 95.0, 782.0, 18.0], shoonya_2sSWA2U3SHI6PW, 5651961]
[paragraph, [76.0, 896.0, 816.0, 18.0], shoonya_0sNDIIAGK70JRI, 5651961]
[paragraph, [76.0, 914.0, 816.0, 18.0], shoonya_0sNDIIAGK70JRI, 5651961]
[paragraph, [76.0, 932.0, 816.0, 18.0], shoonya_0sNDIIAGK70JRI, 5651961]
[paragraph, [76.0, 950.0, 816.0, 18.0], shoonya_0sNDIIAGK70JRI, 5651961]
[paragraph, [76.0, 968.0, 816.0, 18.0], shoonya_0sNDIIAGK70JRI, 5651961]
[paragraph, [76.0, 986.0, 816.0, 18.0], shoonya_0sNDIIAGK70JRI, 5651961]
[paragraph, [76.0, 1004.0, 816.0, 18.0], shoonya_0sNDIIAGK70JRI, 5651961]
[paragraph, [76.0, 1022.0, 816.0, 18.0], shoonya_0sNDIIAGK70JRI, 5651961]
[paragraph, [76.0, 1040.0, 816.0, 18.0], shoonya_0sNDIIAGK70JRI, 5651961]
[paragraph, [76.0, 1058.0, 816.0, 18.0], shoonya_0sNDIIAGK70JRI, 5651961]
[paragraph, [76.0, 1076.0, 816.0, 18.0], shoonya_0sNDIIAGK70JRI, 5651961]
[paragraph, [76.0, 1094.0, 816.0, 18.0], shoonya_0sNDIIAGK70JRI, 5651961]
[paragraph, [76.0, 1112.0, 816.0, 18.0], shoonya_0sNDIIAGK70JRI, 5651961]
[paragraph, [76.0, 1130.0, 816.0, 18.0], shoonya_0sNDIIAGK70JRI, 5651961]
[paragraph, [76.0, 1148.0, 816.0, 18.0], shoonya_0sNDIIAGK70JRI, 5651961]
[paragraph, [76.0, 1166.0, 816.0, 18.0], shoonya_0sNDIIAGK70JRI, 5651961]
[paragraph, [76.0, 1184.0, 816.0, 18.0], shoonya_0sNDIIAGK70JRI, 5651961]
[paragraph, [76.0, 1202.0, 816.0, 18.0], shoonya_0sNDIIAGK70JRI, 5651961]
[paragraph, [76.0, 1220.0, 816.0, 18.0], shoonya_0sNDIIAGK70JRI, 5651961]
[paragraph, [76.0, 1238.0, 816.0, 18.0], shoonya_0sNDIIAGK70JRI, 5651961]
