[985, 609]
[folio, [267.0, 49.0, 106.0, 18.0], ceVBJXc8Vq, 5756979]
[sub-ordered-list, [109.0, 358.0, 448.0, 18.0], nBqjiOPSoe, 5756979]
[sub-ordered-list, [109.0, 376.0, 448.0, 18.0], nBqjiOPSoe, 5756979]
[sub-ordered-list, [109.0, 394.0, 448.0, 18.0], nBqjiOPSoe, 5756979]
[sub-ordered-list, [109.0, 412.0, 448.0, 18.0], nBqjiOPSoe, 5756979]
[sub-ordered-list, [109.0, 430.0, 448.0, 18.0], nBqjiOPSoe, 5756979]
[subsub-ordered-list, [123.0, 213.0, 426.0, 18.0], sJgyCvDiAZ, 5756979]
[subsub-ordered-list, [123.0, 231.0, 426.0, 18.0], sJgyCvDiAZ, 5756979]
[subsub-ordered-list, [123.0, 249.0, 426.0, 18.0], sJgyCvDiAZ, 5756979]
[subsub-ordered-list, [123.0, 267.0, 426.0, 18.0], sJgyCvDiAZ, 5756979]
[subsub-ordered-list, [126.0, 311.0, 380.0, 18.0], rM6wRL9VXH, 5756979]
[subsub-ordered-list, [126.0, 329.0, 380.0, 18.0], rM6wRL9VXH, 5756979]
[subsub-ordered-list, [126.0, 347.0, 380.0, 18.0], rM6wRL9VXH, 5756979]
[subsub-ordered-list, [126.0, 365.0, 380.0, 18.0], rM6wRL9VXH, 5756979]
[subsub-ordered-list, [126.0, 383.0, 380.0, 18.0], rM6wRL9VXH, 5756979]
[subsub-ordered-list, [126.0, 401.0, 380.0, 18.0], rM6wRL9VXH, 5756979]
[subsub-ordered-list, [126.0, 419.0, 380.0, 18.0], rM6wRL9VXH, 5756979]
[sub-ordered-list, [113.0, 462.0, 441.0, 18.0], luxpEWjv3z, 5756979]
[sub-ordered-list, [113.0, 480.0, 441.0, 18.0], luxpEWjv3z, 5756979]
[sub-ordered-list, [113.0, 498.0, 441.0, 18.0], luxpEWjv3z, 5756979]
[sub-ordered-list, [113.0, 516.0, 441.0, 18.0], luxpEWjv3z, 5756979]
[sub-ordered-list, [113.0, 534.0, 441.0, 18.0], luxpEWjv3z, 5756979]
[sub-ordered-list, [113.0, 552.0, 441.0, 18.0], luxpEWjv3z, 5756979]
[sub-ordered-list, [113.0, 570.0, 441.0, 18.0], luxpEWjv3z, 5756979]
[sub-ordered-list, [113.0, 588.0, 441.0, 18.0], luxpEWjv3z, 5756979]
[sub-ordered-list, [113.0, 606.0, 441.0, 18.0], luxpEWjv3z, 5756979]
[sub-ordered-list, [113.0, 624.0, 441.0, 18.0], luxpEWjv3z, 5756979]
[sub-ordered-list, [113.0, 642.0, 441.0, 18.0], luxpEWjv3z, 5756979]
[sub-ordered-list, [113.0, 660.0, 441.0, 18.0], luxpEWjv3z, 5756979]
[sub-ordered-list, [113.0, 678.0, 441.0, 18.0], luxpEWjv3z, 5756979]
[sub-ordered-list, [113.0, 696.0, 441.0, 18.0], luxpEWjv3z, 5756979]
[subsub-ordered-list, [127.0, 476.0, 404.0, 18.0], RZksXYej1r, 5756979]
[subsub-ordered-list, [127.0, 494.0, 404.0, 18.0], RZksXYej1r, 5756979]
[subsub-ordered-list, [127.0, 512.0, 404.0, 18.0], RZksXYej1r, 5756979]
[subsub-ordered-list, [127.0, 530.0, 404.0, 18.0], RZksXYej1r, 5756979]
[subsub-ordered-list, [127.0, 548.0, 404.0, 18.0], RZksXYej1r, 5756979]
[subsub-ordered-list, [129.0, 577.0, 418.0, 18.0], 2lDgWcWm41, 5756979]
[subsub-ordered-list, [129.0, 595.0, 418.0, 18.0], 2lDgWcWm41, 5756979]
[subsub-ordered-list, [129.0, 613.0, 418.0, 18.0], 2lDgWcWm41, 5756979]
[subsub-ordered-list, [129.0, 631.0, 418.0, 18.0], 2lDgWcWm41, 5756979]
[subsub-ordered-list, [129.0, 649.0, 418.0, 18.0], 2lDgWcWm41, 5756979]
[subsub-ordered-list, [129.0, 667.0, 418.0, 18.0], 2lDgWcWm41, 5756979]
[subsub-ordered-list, [129.0, 685.0, 418.0, 18.0], 2lDgWcWm41, 5756979]
[subsub-ordered-list, [129.0, 703.0, 418.0, 18.0], 2lDgWcWm41, 5756979]
[sub-ordered-list, [94.0, 745.0, 471.0, 18.0], NBATPSg5Sc, 5756979]
[sub-ordered-list, [94.0, 763.0, 471.0, 18.0], NBATPSg5Sc, 5756979]
[sub-ordered-list, [94.0, 781.0, 471.0, 18.0], NBATPSg5Sc, 5756979]
[sub-ordered-list, [94.0, 799.0, 471.0, 18.0], NBATPSg5Sc, 5756979]
[sub-ordered-list, [94.0, 817.0, 471.0, 18.0], NBATPSg5Sc, 5756979]
[sub-ordered-list, [94.0, 835.0, 471.0, 18.0], NBATPSg5Sc, 5756979]
[sub-ordered-list, [94.0, 853.0, 471.0, 18.0], NBATPSg5Sc, 5756979]
[sub-ordered-list, [94.0, 871.0, 471.0, 18.0], NBATPSg5Sc, 5756979]
[ordered-list, [108.0, 930.0, 244.0, 18.0], Wc_ZScflQ1, 5756979]
[ordered-list, [108.0, 948.0, 244.0, 18.0], Wc_ZScflQ1, 5756979]
