[1862, 1450]
[folio, [1119.0, 162.0, 137.0, 36.0], shoonya_9s3QNQMXS26C9D, 5771321]
[paragraph, [731.0, 1414.0, 524.0, 36.0], shoonya_4sSGWRT5HB3GMT, 5771321]
[paragraph, [731.0, 1450.0, 524.0, 36.0], shoonya_4sSGWRT5HB3GMT, 5771321]
[paragraph, [731.0, 1486.0, 524.0, 36.0], shoonya_4sSGWRT5HB3GMT, 5771321]
[paragraph, [190.0, 1056.0, 526.0, 36.0], shoonya_1sKPW9AYC5C2QK, 5771321]
[paragraph, [190.0, 1092.0, 526.0, 36.0], shoonya_1sKPW9AYC5C2QK, 5771321]
[paragraph, [190.0, 1128.0, 526.0, 36.0], shoonya_1sKPW9AYC5C2QK, 5771321]
[paragraph, [190.0, 1164.0, 526.0, 36.0], shoonya_1sKPW9AYC5C2QK, 5771321]
[paragraph, [190.0, 1200.0, 526.0, 36.0], shoonya_1sKPW9AYC5C2QK, 5771321]
[paragraph, [190.0, 1236.0, 526.0, 36.0], shoonya_1sKPW9AYC5C2QK, 5771321]
[paragraph, [190.0, 1272.0, 526.0, 36.0], shoonya_1sKPW9AYC5C2QK, 5771321]
[paragraph, [190.0, 1308.0, 526.0, 36.0], shoonya_1sKPW9AYC5C2QK, 5771321]
[paragraph, [190.0, 1344.0, 526.0, 36.0], shoonya_1sKPW9AYC5C2QK, 5771321]
[paragraph, [190.0, 1380.0, 526.0, 36.0], shoonya_1sKPW9AYC5C2QK, 5771321]
[paragraph, [187.0, 1431.0, 528.0, 36.0], shoonya_6s4ITK8EFAMS9Q, 5771321]
[paragraph, [187.0, 1467.0, 528.0, 36.0], shoonya_6s4ITK8EFAMS9Q, 5771321]
[paragraph, [187.0, 1503.0, 528.0, 36.0], shoonya_6s4ITK8EFAMS9Q, 5771321]
[paragraph, [187.0, 1539.0, 528.0, 36.0], shoonya_6s4ITK8EFAMS9Q, 5771321]
[paragraph, [187.0, 1575.0, 528.0, 36.0], shoonya_6s4ITK8EFAMS9Q, 5771321]
[paragraph, [732.0, 1525.0, 529.0, 36.0], shoonya_7s18U675XKO3WT, 5771321]
[folio, [139.0, 1734.0, 323.0, 36.0], Pv269uNoEf, 5771321]
