[1298, 853]
[section-title, [339.0, 70.0, 173.0, 30.0], shoonya_3s111AFLK81V3P, 5709595]
[paragraph, [69.0, 1002.0, 717.0, 18.0], shoonya_0s46CDKZ9YR1N7, 5709595]
[paragraph, [69.0, 1020.0, 717.0, 18.0], shoonya_0s46CDKZ9YR1N7, 5709595]
[paragraph, [69.0, 1038.0, 717.0, 18.0], shoonya_0s46CDKZ9YR1N7, 5709595]
[paragraph, [69.0, 1056.0, 717.0, 18.0], shoonya_0s46CDKZ9YR1N7, 5709595]
[paragraph, [69.0, 1074.0, 717.0, 18.0], shoonya_0s46CDKZ9YR1N7, 5709595]
[paragraph, [69.0, 1092.0, 717.0, 18.0], shoonya_0s46CDKZ9YR1N7, 5709595]
[paragraph, [69.0, 1110.0, 717.0, 18.0], shoonya_0s46CDKZ9YR1N7, 5709595]
[paragraph, [69.0, 1128.0, 717.0, 18.0], shoonya_0s46CDKZ9YR1N7, 5709595]
[paragraph, [69.0, 1146.0, 717.0, 18.0], shoonya_0s46CDKZ9YR1N7, 5709595]
[paragraph, [69.0, 1164.0, 717.0, 18.0], shoonya_0s46CDKZ9YR1N7, 5709595]
[paragraph, [69.0, 1182.0, 717.0, 18.0], shoonya_0s46CDKZ9YR1N7, 5709595]
[paragraph, [69.0, 1200.0, 717.0, 18.0], shoonya_0s46CDKZ9YR1N7, 5709595]
