[1372, 849]
[section-title, [347.0, 68.0, 144.0, 30.0], shoonya_1sHGZMTJZWSYNB, 5709726]
[paragraph, [59.0, 631.0, 722.0, 18.0], shoonya_0sPJGXU75CPM9D, 5709726]
[paragraph, [59.0, 649.0, 722.0, 18.0], shoonya_0sPJGXU75CPM9D, 5709726]
[paragraph, [59.0, 667.0, 722.0, 18.0], shoonya_0sPJGXU75CPM9D, 5709726]
[paragraph, [59.0, 685.0, 722.0, 18.0], shoonya_0sPJGXU75CPM9D, 5709726]
[paragraph, [59.0, 703.0, 722.0, 18.0], shoonya_0sPJGXU75CPM9D, 5709726]
[paragraph, [59.0, 721.0, 722.0, 18.0], shoonya_0sPJGXU75CPM9D, 5709726]
[paragraph, [59.0, 739.0, 722.0, 18.0], shoonya_0sPJGXU75CPM9D, 5709726]
[paragraph, [59.0, 757.0, 722.0, 18.0], shoonya_0sPJGXU75CPM9D, 5709726]
[paragraph, [59.0, 775.0, 722.0, 18.0], shoonya_0sPJGXU75CPM9D, 5709726]
[paragraph, [59.0, 793.0, 722.0, 18.0], shoonya_0sPJGXU75CPM9D, 5709726]
[paragraph, [59.0, 811.0, 722.0, 18.0], shoonya_0sPJGXU75CPM9D, 5709726]
[paragraph, [59.0, 829.0, 722.0, 18.0], shoonya_0sPJGXU75CPM9D, 5709726]
[paragraph, [59.0, 847.0, 722.0, 18.0], shoonya_0sPJGXU75CPM9D, 5709726]
[paragraph, [59.0, 865.0, 722.0, 18.0], shoonya_0sPJGXU75CPM9D, 5709726]
[paragraph, [59.0, 883.0, 722.0, 18.0], shoonya_0sPJGXU75CPM9D, 5709726]
[paragraph, [59.0, 901.0, 722.0, 18.0], shoonya_0sPJGXU75CPM9D, 5709726]
[paragraph, [59.0, 919.0, 722.0, 18.0], shoonya_0sPJGXU75CPM9D, 5709726]
[paragraph, [59.0, 937.0, 722.0, 18.0], shoonya_0sPJGXU75CPM9D, 5709726]
[paragraph, [59.0, 955.0, 722.0, 18.0], shoonya_0sPJGXU75CPM9D, 5709726]
[paragraph, [59.0, 973.0, 722.0, 18.0], shoonya_0sPJGXU75CPM9D, 5709726]
[paragraph, [59.0, 991.0, 722.0, 18.0], shoonya_0sPJGXU75CPM9D, 5709726]
[paragraph, [59.0, 1009.0, 722.0, 18.0], shoonya_0sPJGXU75CPM9D, 5709726]
[paragraph, [59.0, 1027.0, 722.0, 18.0], shoonya_0sPJGXU75CPM9D, 5709726]
[paragraph, [59.0, 1045.0, 722.0, 18.0], shoonya_0sPJGXU75CPM9D, 5709726]
[paragraph, [59.0, 1063.0, 722.0, 18.0], shoonya_0sPJGXU75CPM9D, 5709726]
[paragraph, [59.0, 1081.0, 722.0, 18.0], shoonya_0sPJGXU75CPM9D, 5709726]
[paragraph, [59.0, 1099.0, 722.0, 18.0], shoonya_0sPJGXU75CPM9D, 5709726]
[paragraph, [59.0, 1117.0, 722.0, 18.0], shoonya_0sPJGXU75CPM9D, 5709726]
[paragraph, [59.0, 1135.0, 722.0, 18.0], shoonya_0sPJGXU75CPM9D, 5709726]
[paragraph, [59.0, 1153.0, 722.0, 18.0], shoonya_0sPJGXU75CPM9D, 5709726]
[paragraph, [59.0, 1171.0, 722.0, 18.0], shoonya_0sPJGXU75CPM9D, 5709726]
[paragraph, [59.0, 1189.0, 722.0, 18.0], shoonya_0sPJGXU75CPM9D, 5709726]
[paragraph, [59.0, 1207.0, 722.0, 18.0], shoonya_0sPJGXU75CPM9D, 5709726]
[paragraph, [59.0, 1225.0, 722.0, 18.0], shoonya_0sPJGXU75CPM9D, 5709726]
[paragraph, [59.0, 1243.0, 722.0, 18.0], shoonya_0sPJGXU75CPM9D, 5709726]
[paragraph, [59.0, 1261.0, 722.0, 18.0], shoonya_0sPJGXU75CPM9D, 5709726]
[paragraph, [59.0, 1279.0, 722.0, 18.0], shoonya_0sPJGXU75CPM9D, 5709726]
